Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,brand-variants,price-valid,price-invalid,price-discount,Headline,Field1,Field2,Field3
HOKKAIDO OKINAWA Chocolate Mango 20pc,https://www.yamibuy.com/en/p/hokkaido-okinawa-chocolate-mango-20pc/3018047041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,,,22 Options,$18.99,$29.99,37% OFF,HOKKAIDO OKINAWA Chocolate Mango 20pc,Be the first!,Japan,
Dars White Chocolate Confectionery 42g,https://www.yamibuy.com/en/p/morinaga-dars-white-chocolate-confectionery-42g/1018004051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,63,$1.99,6 Options,,,,Dars White Chocolate Confectionery 42g,63,Japan,4.59
Mini Roll Cake Chocolate Flavor 70g,https://www.yamibuy.com/en/p/mini-roll-cake-chocolate-flavor-70g/1016083281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,7,$2.99,3 Options,,,,Mini Roll Cake Chocolate Flavor 70g,7,Japan,4.6
Precieux white chocolate Covered Lemon Cake 5pcs,https://www.yamibuy.com/en/p/precieux-white-chocolate-covered-lemon-cake-5pcs/1016097561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHEN YUN PAO CHUAN,5,,,$12.99,$13.99,8% OFF,Precieux white chocolate Covered Lemon Cake 5pcs,5,Taiwan,4.6
Quadratini Bite Size Wafer Cookies Chocolate Flavor 250g,https://www.yamibuy.com/en/p/loacker-quadratini-bite-size-wafer-cookies-chocolate-flavor-250g/1016007551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,42,$5.29,,,,,Quadratini Bite Size Wafer Cookies Chocolate Flavor 250g,42,Itlay,4.9
Hi-chew 3 Flavor Soft Candy 100g,https://www.yamibuy.com/en/p/morinaga-hi-chew-3-flavor-soft-candy-100g/1018003871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,22,$2.49,4 Options,,,,Hi-chew 3 Flavor Soft Candy 100g,22,Japan,4.8
Macadami Choco 9pc 60g,https://www.yamibuy.com/en/p/macadami-choco-9pc-60g/1018045501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,1,$5.49,,,,,Macadami Choco 9pc 60g,1,Japan,5
Chocolate Hand Made Buscuit 105g,https://www.yamibuy.com/en/p/tianpeng-chocolate-hand-made-buscuit-105g/1016001711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TIANPENG,41,$2.99,,,,,Chocolate Hand Made Buscuit 105g,41,Taiwan,4.7
Kamu Cola 27g,https://www.yamibuy.com/en/p/kamu-cola-27g/1018046611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KABAYA,2,$1.69,,,,,Kamu Cola 27g,2,Japan,4
HI-CHEW Soft Chewy Fruit Candy Grape 50g,https://www.yamibuy.com/en/p/hi-chew-soft-chewy-fruit-candy-grape-50g/1018038521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,5,$1.29,4 Options,,,,HI-CHEW Soft Chewy Fruit Candy Grape 50g,5,Japan,4.8
Uji Hojicha Flavor Chocolate Stick 61.6g,https://www.yamibuy.com/en/p/koeda-uji-hojicha-61-6g/1016095311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,2,$2.99,,,,,Uji Hojicha Flavor Chocolate Stick 61.6g,2,Japan,4
Nobel Super Soda Candy 84g,https://www.yamibuy.com/en/p/nobel-super-soda-candy-84g/1018044961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NOBEL,,$3.29,,,,,Nobel Super Soda Candy 84g,Be the first!,Japan,
Disney fruit soda flavor lollipop 10pcs,https://www.yamibuy.com/en/p/disney-fruit-soda-flavor-lollipop-10pcs/1018044681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,POPCAN,2,$9.99,,,,,Disney fruit soda flavor lollipop 10pcs,2,Japan,5
Chocolate Milk 215ml*6,https://www.yamibuy.com/en/p/go-long-chocolate-milk-215ml-6/1020064381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Go Long,1,$12.99,,,,,Chocolate Milk 215ml*6,1,Taiwan,5
Hi-Chew Soft Candy Mixed Berry Flavor 90g,https://www.yamibuy.com/en/p/hi-chew-berry-mix-90g/1018041021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,9,,,$2.29,$2.49,9% OFF,Hi-Chew Soft Candy Mixed Berry Flavor 90g,9,Japan,5
Bitter Chocolate Pack 42g,https://www.yamibuy.com/en/p/bitter-chocolate-pack-42g/1018041011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,$1.99,6 Options,,,,Bitter Chocolate Pack 42g,Be the first!,Japan,
KIT KAT Cocoa Chocolate wafer 12pc,https://www.yamibuy.com/en/p/kit-kat-cocoa-chocolate-wafer-12pc/3018046911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,1,,12 Options,$6.00,$9.99,40% OFF,KIT KAT Cocoa Chocolate wafer 12pc,1,Japan,5
ROYCE HOKKAIDO Original Flavor Fresh Chocolate 20pc,https://www.yamibuy.com/en/p/royce-hokkaido-original-flavor-fresh-chocolate-20pc/3018045701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,1,,,$19.58,$29.00,33% OFF,ROYCE HOKKAIDO Original Flavor Fresh Chocolate 20pc,1,Japan,5
GuoKui Chocolate Walnut Biscuit 70g,https://www.yamibuy.com/en/p/guokui-chocolate-walnut-biscuit-120g/1016094071,https://cdn.yamibuy.net/item/aa02fb0ec4294f8460a51a2f946eabc8_684x684.webp,Agan,3,$5.99,3 Options,,,,GuoKui Chocolate Walnut Biscuit 70g,3,China,5
Bing Bing Crispy Ice Cream Cone Snack with Chocolate Filling 8pcs 71.2g,https://www.yamibuy.com/en/p/bing-bing-crispy-ice-cream-cone-snack-with-chocolate-filling-8pcs-71-2g/1016080921,https://cdn.yamibuy.net/item/69b67b1cd2338dea3bad123a9e17c320_684x684.webp,HAPI,14,$3.89,,,,,Bing Bing Crispy Ice Cream Cone Snack with Chocolate Filling 8pcs 71.2g,14,Japan,4.6
Candy Bag Flower Pattern 150g,https://www.yamibuy.com/en/p/taiki-hana-komon-candy-bag-150g/1018043711,https://cdn.yamibuy.net/item/0661608c10c7ed5dfd568e35eda798bc_684x684.webp,TAIKI,9,$3.99,,,,,Candy Bag Flower Pattern 150g,9,Japan,4.7
Napoleon Brandy bonbon,https://www.yamibuy.com/en/p/napoleon-brandy-bonbon/1018047421,https://cdn.yamibuy.net/item/2273277c6a29e62fd82f060ae8789b13_684x684.webp,HAMADA,2,$13.99,,,,,Napoleon Brandy bonbon,2,Japan,5
Pejoy Red Wine Chocolate 126g,https://www.yamibuy.com/en/p/glico-pejoy-red-wine-chocolate-126g/1016096031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,$6.49,,,,,Pejoy Red Wine Chocolate 126g,Be the first!,Japan,
Pear Paste Lollipop,https://www.yamibuy.com/en/p/pear-paste-lollipop/1018046991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lao Jin Mofang,1,$5.99,,,,,Pear Paste Lollipop,1,China,5
BiscuitI Milk And Chocolate Flavor 120g,https://www.yamibuy.com/en/p/biscuiti-milk-and-chocolate-flavor-120g/1016094871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RIMO,3,$3.49,3 Options,,,,BiscuitI Milk And Chocolate Flavor 120g,3,Japan,5
HI-CHEW Soft Chewy Fruit Candy Green Apple Flavor 50g,https://www.yamibuy.com/en/p/hi-chew-soft-chewy-fruit-candy-green-apple-50g/1018038511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,1,$1.29,4 Options,,,,HI-CHEW Soft Chewy Fruit Candy Green Apple Flavor 50g,1,Japan,5
Chocolate Cream Filling Puff 65g,https://www.yamibuy.com/en/p/imei-chocolate-cream-filling-puff-65g/1016009311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,111,,2 Options,$1.59,$1.89,16% OFF,Chocolate Cream Filling Puff 65g,111,Taiwan,4.6
Cocktail bonbon 96g,https://www.yamibuy.com/en/p/cocktail-bonbon-96g/1018047391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAMADA,,$14.99,,,,,Cocktail bonbon 96g,Be the first!,Japan,
Tublo Matcha Azuki  80g,https://www.yamibuy.com/en/p/tublo-matcha-azuki-80g/1018046731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHOEI DELICY,1,$3.89,,,,,Tublo Matcha Azuki  80g,1,Japan,5
Strawberry Shake Candy 4.2oz,https://www.yamibuy.com/en/p/strawberry-shake-candy-4-2oz/1018047471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Milkita,1,$2.29,,,,,Strawberry Shake Candy 4.2oz,1,Indonesia,5
Super Lemon Candy 84g,https://www.yamibuy.com/en/p/super-lemon-candy-84g/1018044951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NOBEL,,$3.49,,,,,Super Lemon Candy 84g,Be the first!,Japan,
Marshmallow Pineapple Flavor 90g,https://www.yamibuy.com/en/p/marshmallow-hello-kitty-pineapple-88g/1018043591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EIWA,1,$2.49,,,,,Marshmallow Pineapple Flavor 90g,1,Japan,5
Filled Crisp White chocolate Flavor 116g,https://www.yamibuy.com/en/p/filled-crisp-white-chocolate-flavor-116g/1016094841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINYU,1,$2.19,2 Options,,,,Filled Crisp White chocolate Flavor 116g,1,China,5
Choco Ball 68g,https://www.yamibuy.com/en/p/galbo-choco-68g/1018045431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,,$3.99,,,,,Choco Ball 68g,Be the first!,Japan,
Lipton Tea Candy 61g,https://www.yamibuy.com/en/p/lipton-tea-candy-61g/1018043021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,2,$3.19,,,,,Lipton Tea Candy 61g,2,Japan,5
Caramel Hard Candy 50g,https://www.yamibuy.com/en/p/caramel-comes-from-flavored-sugar-50g/1018037551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ALPENLIEBE,6,$4.39,4 Options,,,,Caramel Hard Candy 50g,6,China,5
KITKAT Orange Chocolate wafer 9pc,https://www.yamibuy.com/en/p/kitkat-orange-chocolate-wafer-12pc/3018039081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,,,12 Options,$6.00,$9.90,40% OFF,KITKAT Orange Chocolate wafer 9pc,Be the first!,Japan,
Puff Chocolate Flavor 46g,https://www.yamibuy.com/en/p/homerun-ball-46g/1016081221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,4,$1.39,3 Options,,,,Puff Chocolate Flavor 46g,4,Korea,4.5
Toshitsu 90% Off Nodoame 58g,https://www.yamibuy.com/en/p/toshitsu-90-off-nodoame-58g/1018046691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,$3.49,,,,,Toshitsu 90% Off Nodoame 58g,Be the first!,Japan,
ROYCE HOKKAIDO Matcha Flavor Fresh Chocolate 20pc,https://www.yamibuy.com/en/p/royce-hokkaido-matcha-flavor-fresh-chocolate-20pc/3018045711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,1,,,$19.68,$29.00,33% OFF,ROYCE HOKKAIDO Matcha Flavor Fresh Chocolate 20pc,1,Japan,5
Coconut Milk With Paw Shape Marshmellow 92g,https://www.yamibuy.com/en/p/coconut-milk-with-paw-shape-marshmellow-92g/1018046281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LRGW,5,$4.39,2 Options,,,,Coconut Milk With Paw Shape Marshmellow 92g,5,China,5
Probiotics Soft Candy 50g,https://www.yamibuy.com/en/p/nyusankin-soft-ame-50g/1018045641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SEIKA FOODS,2,$1.99,,,,,Probiotics Soft Candy 50g,2,Japan,5
HI-CHEW Soft Chewy Fruit Candy Lemon Flavor 12tablet,https://www.yamibuy.com/en/p/morinaga-lemon-flavor-filled-gummy-chewing-candy-12-tablet/3018041671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,$1.40,,,,,HI-CHEW Soft Chewy Fruit Candy Lemon Flavor 12tablet,Be the first!,Japan,
Dars Silky Milk Chocolate42g,https://www.yamibuy.com/en/p/morinaga-dars-silky-milk-chocolate42g/1018004061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,54,$1.99,6 Options,,,,Dars Silky Milk Chocolate42g,54,Japan,4.6
Milk Cchocolate 120g,https://www.yamibuy.com/en/p/milk-cchocolate-120g/1018045421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,,$5.29,,,,,Milk Cchocolate 120g,Be the first!,Japan,
AMOS 4D Gummy Blocks 100g,https://www.yamibuy.com/en/p/amos-4d-gummy-blocks-100g/1018044471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AMOS,6,$1.49,,,,,AMOS 4D Gummy Blocks 100g,6,Korea,4.3
Extra Concentrated Salted Milk Candy 80g,https://www.yamibuy.com/en/p/extra-concentrated-salted-milk-candy-72g/1018042501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,3,$4.59,,,,,Extra Concentrated Salted Milk Candy 80g,3,Japan,5
HI-CHEW Soft Chewy Fruit Candy Green Apple Flavor 12tablet,https://www.yamibuy.com/en/p/morinaga-green-apple-filled-gummy-chewing-candy-green-apple-flavor-12-pieces/3018041651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,$1.40,,,,,HI-CHEW Soft Chewy Fruit Candy Green Apple Flavor 12tablet,Be the first!,Japan,
HI-CHEW Soft Chewy Fruit Candy Strawberry Flavor 12tablet,https://www.yamibuy.com/en/p/morinaga-strawberry-sandwich-flavor-chewing-candy-gummy-strawberry-flavor-12-pieces/3018041661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,$1.40,,,,,HI-CHEW Soft Chewy Fruit Candy Strawberry Flavor 12tablet,Be the first!,Japan,
MARSHMALLOW HELLO KITTY MATCHA 80g,https://www.yamibuy.com/en/p/marshmallow-hello-kitty-matcha-48-2g/1018043621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EIWA,1,$3.29,4 Options,,,,MARSHMALLOW HELLO KITTY MATCHA 80g,1,Japan,5
Chocolate Mascarpone Cookies 10pc,https://www.yamibuy.com/en/p/chocolate-mascarpone-cookies-10pc/1016079301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOKYO MILK CHEESE FACTORY,10,$19.99,,,,,Chocolate Mascarpone Cookies 10pc,10,Japan,4.8
Pear Extract lollipop 100g,https://www.yamibuy.com/en/p/pear-extract-lollipop-100g/5018044151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MushroomStorm,3,,,$8.45,$8.89,5% OFF,Pear Extract lollipop 100g,3,China,5
KOALA MINI COOKIE Chocolate Filling 50g,https://www.yamibuy.com/en/p/lotte-koala-mini-cookie-chocolate-filling-50g/1018012431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,,$2.09,,,,,KOALA MINI COOKIE Chocolate Filling 50g,Be the first!,Japan,
Panda Chocolate Filling Cookie 57g,https://www.yamibuy.com/en/p/meiji-panda-chocolate-filling-cookie-57g/1016006461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,70,$1.19,,,,,Panda Chocolate Filling Cookie 57g,70,Japan,4.8
Alfort Mini Chocolate 12pc 55g,https://www.yamibuy.com/en/p/alfort-mini-chocolate-bitter-12pc-55g/1018046461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,$2.09,2 Options,,,,Alfort Mini Chocolate 12pc 55g,Be the first!,Japan,
Gummy Candy Orange Flavor 20g,https://www.yamibuy.com/en/p/gummy-candy-orange-flavor-20g/1018049201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANT WANT,,$0.49,,,,,Gummy Candy Orange Flavor 20g,Be the first!,Taiwan,
Soft Candy 2 Soda Flavor 100g,https://www.yamibuy.com/en/p/uha-soft-candy-2-soda-flavor-100g/1018008181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,39,$2.89,,,,,Soft Candy 2 Soda Flavor 100g,39,Japan,4.8
Dalgona 20g*3,https://www.yamibuy.com/en/p/dalgona-20g/1018044461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,3,$3.29,,,,,Dalgona 20g*3,3,Korea,5
Icon Chocolate Sandwich Cookie 42g,https://www.yamibuy.com/en/p/biscuit-pecopoco-42g/1016089561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,1,$2.19,,,,,Icon Chocolate Sandwich Cookie 42g,1,Japan,5
Black Sesame Candy 312g,https://www.yamibuy.com/en/p/lejiajia-black-sesame-candy-312g/1018041691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LeJiaJia,27,$4.69,,,,,Black Sesame Candy 312g,27,China,4.4
Premium Milk Candy Tea Flavor 66g,https://www.yamibuy.com/en/p/kanro-premium-milk-candy-tea-flavor-70g/1018003011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KANRO,12,$3.59,,,,,Premium Milk Candy Tea Flavor 66g,12,Japan,4.7
Strawberry Flavor Chocolate Layer Cake,https://www.yamibuy.com/en/p/strawberry-flavor-chocolate-layer-cake/1016085371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GAOLEGAO,12,$11.99,2 Options,,,,Strawberry Flavor Chocolate Layer Cake,12,China,4.3
Coconut Candy 200g,https://www.yamibuy.com/en/p/coconut-candy-200g/1018048281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NANGUO,,$3.29,,,,,Coconut Candy 200g,Be the first!,China,
Black Thunder Chcolate Strawberry Flavor 161g,https://www.yamibuy.com/en/p/black-thunder-gateau-chocola-161g/1018045651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YURAKU,4,$4.89,,,,,Black Thunder Chcolate Strawberry Flavor 161g,4,Japan,4.8
Teitoshitsu Milk Chocolate 60g,https://www.yamibuy.com/en/p/teitoshitsu-milk-chocolate-60g/1018046741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHOEI DELICY,2,$2.29,,,,,Teitoshitsu Milk Chocolate 60g,2,Japan,5
MOEGINO Chocolate Sandwich Cookie 10pcs 122g,https://www.yamibuy.com/en/p/moegino-chocolate-sandwich-10pc-185g/1016092661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TIVOLI TIVON,1,$8.99,,,,,MOEGINO Chocolate Sandwich Cookie 10pcs 122g,1,Japan,5
Milky Creamy Lollipop Assorted Fruit Flavor 115g,https://www.yamibuy.com/en/p/candy-bag-lollipop-fruity-mix-115g/1018038271,https://cdn.yamibuy.net/item/e35d028f9db9da7e26e70e86b2059cfb_684x684.webp,Milkita,10,$2.69,,,,,Milky Creamy Lollipop Assorted Fruit Flavor 115g,10,Indonesia,4.8
JAPAN HOKKAIDO Chocolate SAKURA 20pc,https://www.yamibuy.com/en/p/japan-hokkaido-chocolate-sakura-20pc/3018038081,https://cdn.yamibuy.net/item/7831c6e2cdd15466c39492106ff54985_684x684.webp,ROYCE,2,,22 Options,$18.99,$29.99,37% OFF,JAPAN HOKKAIDO Chocolate SAKURA 20pc,2,Japan,5
Cheese Chocolat 47g,https://www.yamibuy.com/en/p/cheese-chocolat-47g/1018046511,https://cdn.yamibuy.net/item/53ab3c475d8e009f3bdba6f2adafe70c_684x684.webp,BOURBON,2,$2.39,,,,,Cheese Chocolat 47g,2,Japan,4
KUKKIA Whipped Chocolate Sandwiched with Cookie 4 Flavor 32pcs,https://www.yamibuy.com/en/p/akaibohshi-kukkia-whipped-chocolate-sandwiched-with-cookie-4-flavor-32pcs/1016014541,https://cdn.yamibuy.net/item/cf85ccb85019b5ddb5fda7315fefa3f8_684x684.webp,AKAIBOHSHI,20,$19.99,5 Options,,,,KUKKIA Whipped Chocolate Sandwiched with Cookie 4 Flavor 32pcs,21,Japan,4.8
Pejoy Chocolate Cream Filled Biscuit Sticks 56g,https://www.yamibuy.com/en/p/glico-pejoy-chocolate-cream-filled-biscuit-sticks-56g/1016006251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,32,$2.09,4 Options,,,,Pejoy Chocolate Cream Filled Biscuit Sticks 56g,32,Japan,4.9
Mint Candy Strawberry Flavor  FRODO 15g,https://www.yamibuy.com/en/p/candy-kakao-friends-starwberry-0-53oz/1018040031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAKAO Friends,11,$3.29,7 Options,,,,Mint Candy Strawberry Flavor  FRODO 15g,11,Korea,4.9
Alfort Chocolate Cookies 199g,https://www.yamibuy.com/en/p/alfort-chocolate-cookies-199g/1016080981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,9,$4.99,,,,,Alfort Chocolate Cookies 199g,9,Japan,4.8
Pure Gummy Candy Plum 56g,https://www.yamibuy.com/en/p/pure-gummy-candy-plum-56g/3018047941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KANRO,,,42 Options,$2.99,$5.99,51% OFF,Pure Gummy Candy Plum 56g,Be the first!,Japan,
Alphabet Chocolate 39.6g,https://www.yamibuy.com/en/p/alphabet-chocolate-39g/1018042531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEITO,2,$2.19,,,,,Alphabet Chocolate 39.6g,2,Japan,4
Chocolate Shake Candy 4.2oz,https://www.yamibuy.com/en/p/chocolate-shake-candy-4-2oz/1018047481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Milkita,,$2.29,,,,,Chocolate Shake Candy 4.2oz,Be the first!,Indonesia,
LIESE PRETTIA Bubble Hair Dye Dark Chocolate 1set @Cosme Award No.1,https://www.yamibuy.com/en/p/kao-liese-prettia-bubble-hair-dye-dark-chocolate-1set-cosme-award-no-1/1024003821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kao,29,,32 Options,$11.99,$13.80,14% OFF,LIESE PRETTIA Bubble Hair Dye Dark Chocolate 1set @Cosme Award No.1,Be the first!,Japan,4.8
HOKKAIDO OKINAWA Chocolate Brown sugar 20pc,https://www.yamibuy.com/en/p/hokkaido-okinawa-chocolate-brown-sugar-20pc/3018047051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,,,22 Options,$18.99,$29.99,37% OFF,HOKKAIDO OKINAWA Chocolate Brown sugar 20pc,Be the first!,Japan,
Blackcurrant Filling and Dark Chocolate,https://www.yamibuy.com/en/p/blackcurrant-filling-and-dark-chocolate/1016092291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GASTONE LAGO,3,$4.79,,,,,Blackcurrant Filling and Dark Chocolate,3,New Zealand,4.7
4D Mini Fruit Strawberry 72g,https://www.yamibuy.com/en/p/4d-mini-fruit-strawberry-72g/1018046661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KANRO,,$3.29,,,,,4D Mini Fruit Strawberry 72g,Be the first!,Japan,
Uji Matcha Chocolate Bar 3pc,https://www.yamibuy.com/en/p/meito-ones-bar-uji-matcha-3-bottles/1016081861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEITO,5,$2.19,,,,,Uji Matcha Chocolate Bar 3pc,5,Japan,3.6
