Product_Name,Title_link,Thumbnail,Brand,Reviews,Options,Price,price-valid,price-invalid,price-discount,Type
JINGDUIGU  Hand Made Tender Tofu Snack Pickled Pepper Flavor 180g,https://www.yamibuy.com/en/p/jinduigu-hand-made-tender-tofu-snack-pickled-pepper-flavor-180g/1019045351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Jinduigu Food,125,5 Options,$2.49 ,,,,
Potato Chips Pizza 72g,https://www.yamibuy.com/en/p/calbee-potato-chips-pizza-72g/1017033501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,92,,,$1.99 ,$2.49 ,21% OFF,
White Rabbit Candy Flavored Milk 200ml,https://www.yamibuy.com/en/p/big-rabbit-milk-200ml/1020048311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WHITE RABBIT,101,2 Options,,$2.29 ,$2.89 ,21% OFF,
"Orange Soda, 11.16 fl oz",https://www.yamibuy.com/en/p/arctic-ocean-orange-flavored-soda-330ml/1020015841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ARCTIC OCEAN,202,3 Options,,$1.59 ,$1.89 ,16% OFF,
Fishsnack Original Flavor Think 56g,https://www.yamibuy.com/en/p/north-sea-fishsnack-original-flavor-think-56g/1019009641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NORTH SEA,83,3 Options,$2.69 ,,,,
Koala Strawberry Cream Filling Biscuit 41g,https://www.yamibuy.com/en/p/lotte-koala-strawberry-cream-filling-biscuit-41g/1016005901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,103,2 Options,$1.19 ,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Bun With Chocolate Filling Breadd 75g,https://www.yamibuy.com/en/p/bun-with-chocolate-filling-breadd-75g/1016085481,https://cdn.yamibuy.net/item/668cc007d80410897c0e1e43bb2175c8_684x684.webp,D-PLUS,24,,$2.29 ,,,,
TAIYANG Millet Crisp Five Spices 50g,https://www.yamibuy.com/en/p/taiyang-millet-crisp-five-spices-50g/1017006981,https://cdn.yamibuy.net/item/3bb6a3f9df783330b08de69c2be42acf_684x684.webp,xasunfood,69,,,$1.29 ,$1.49 ,14% OFF,
MizNe Vitamin Drink Lime Flavor 600ml,https://www.yamibuy.com/en/p/danone-mizne-vitamin-drink-lime-flavor-600ml/1020007491,https://cdn.yamibuy.net/item/7656d16962e3489a04ec68511e651244_684x684.webp,DANONE,34,6 Options,$1.99 ,,,,
Sunflower Seeds Sichuan Pepper Flavor 160g,https://www.yamibuy.com/en/p/sunflower-seeds-sichuan-pepper-160g/1019065031,https://cdn.yamibuy.net/item/400afef6225b744bffb17ead4496df5d_684x684.webp,CHACHEER,51,,$2.79 ,,,,
Pejoy Chocolate Cream Filled Biscuit Sticks 8 Packs 120g,https://www.yamibuy.com/en/p/glico-cookies-chocolate-covered-biscuit-sticks-family-pack-120g/1016017131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,141,,,$3.59 ,$3.99 ,11% OFF,
Fish Tofu Crab Flavor 22g*30pc,https://www.yamibuy.com/en/p/gagazui-fish-tofu-crab-flavor-22g-20pc/1019005531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GAGAZUI,407,3 Options,$9.99 ,,,,
Alien Electrolyte Water Grapefruit 500ml,https://www.yamibuy.com/en/p/alien-electrolyte-water-grapefruit-500ml/1020054241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Genki Forest,29,,$2.29 ,,,,
"Citrus Sparkling Water, 16.2 fl oz",https://www.yamibuy.com/en/p/yuanqisenlin-lantern-forest-kaman-orange-soda-bubble-water-480ml/1020027821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Genki Forest,353,9 Options,$2.29 ,,,,
Bestal Luncheon Meat 340,https://www.yamibuy.com/en/p/maling-bestal-luncheon-meat-340/1019035511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MALING,94,6 Options,,$4.19 ,$4.39 ,5% OFF,
Sachima Egg Flavor Soft Flour Cake 526g,https://www.yamibuy.com/en/p/hsufuchi-egg-flavor-soft-flour-cake-526g/1016005261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,377,2 Options,,$5.89 ,$5.99 ,2% OFF,
Salty Yolk Cookies 230g,https://www.yamibuy.com/en/p/tk-food-salty-yolk-cookies-230g/1016003901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TKFOOD,1194,10 Options,$6.89 ,,,,
GANYUAN Sunflower Seeds Crab Roe Flavored 285g,https://www.yamibuy.com/en/p/ganyuan-sunflower-seeds-crab-roe-flavored-285g/1019042361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAM YUEN,344,,$3.99 ,,,,
Jinduigu Hand Made Tender Tofu Snack Numbing Hot Flavor 180g,https://www.yamibuy.com/en/p/jinduigu-hand-made-tender-tofu-snack-numbing-hot-flavor-180g/1019045361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Jinduigu Food,171,5 Options,$2.89 ,,,,
Brown Sugar Bubble Tea 16.6oz,https://www.yamibuy.com/en/p/brown-sugar-bubble-tea-16-6oz/1020049571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Inotea,23,5 Options,,$2.69 ,$2.99 ,11% OFF,
GGE Hot Chili Flavor Wheat Cracker 80g,https://www.yamibuy.com/en/p/weilih-good-good-eat-hot-chili-flavor-wheat-cracker-80g-random-delivery-of-2-packaging/1017023251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEILIH,108,9 Options,,$1.69 ,$1.79 ,6% OFF,
Iced Lemon Black Tea 500ml,https://www.yamibuy.com/en/p/unif-iced-lemon-black-tea-500ml/1020006861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Unif,35,,$1.39 ,,,,
Assorted Peanut Crisp Candy 328g,https://www.yamibuy.com/en/p/hsufuchi-assorted-peanut-crisp-candy-328g/1018002791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,66,2 Options,$6.59 ,,,,
Pocky Matcha Chocolate Biscuit Sticks 70g,https://www.yamibuy.com/en/p/glico-matcha-chocolate-pocky-stick-70g/1016006051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,162,,,$1.99 ,$2.19 ,10% OFF,
JagaRico Potato Stick Umami Seaweed Flavor 52g,https://www.yamibuy.com/en/p/calbee-jagarico-umami-seaweed-12-1-83-oz/1017029631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,138,4 Options,$2.09 ,,,,
YUMMY Flower Pastry Rose Flavor 200g 8pcs,https://www.yamibuy.com/en/p/yummy-flower-pastry-rose-flavor-200g-8pcs/1016020261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMMYHI,402,5 Options,$3.69 ,,,,
PANPAN Wheat Crunch Spicy Chicken Flavor 105g,https://www.yamibuy.com/en/p/panpan-wheat-crunch-spicy-chicken-flavor-105g/1017008301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASIA FOODS,161,8 Options,$1.89 ,,,,
GGE Soy Sauce Ramen Wheat Cracker 80g,https://www.yamibuy.com/en/p/weilih-good-good-eat-soy-sauce-ramen-wheat-cracker-80g-random-delivery-of-2-packaging/1017000221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEILIH,135,9 Options,,$1.69 ,$1.79 ,6% OFF,
Disney fruit soda flavor lollipop 1pcs,https://www.yamibuy.com/en/p/disney-fruit-soda-flavor-lollipop-1pcs/1018035821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,POPCAN,81,3 Options,$0.99 ,,,,
UHA Gummy Candy Green Grape Flavor 48g,https://www.yamibuy.com/en/p/uha-taste-sugar-kololo-green-grape-48g/1018002271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,79,7 Options,$2.99 ,,,,
Sesame Sachima Soft Flour Cake 469g,https://www.yamibuy.com/en/p/hsufuchi-sesame-flour-soft-flour-cake-469g/1016005271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,123,2 Options,,$5.39 ,$5.99 ,11% OFF,
Honey Butter Chip Fromage Blanc 120g,https://www.yamibuy.com/en/p/honey-butter-chip-fromage-blanc/1017028981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,131,4 Options,$3.99 ,,,,
GGE Baked Rice Snack Chocolate Flavor 45g,https://www.yamibuy.com/en/p/weilih-gge-baked-rice-snack-chocolate-flavor-45g/1017000261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEILIH,200,,,$1.69 ,$1.79 ,6% OFF,
VITA Ceylon Lemon Tea 250ml,https://www.yamibuy.com/en/p/vita-ceylon-lemon-tea-250ml/1020004841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,VITASOY,257,5 Options,$0.79 ,,,,
Meltyblend Chocolate Fruity Strawberry 60g,https://www.yamibuy.com/en/p/meiji-meltyblend-chocolate-fruity-strawberry-60g/1018004671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,72,,$3.99 ,,,,
Ohtea Four Seasons Oolong Milktea,https://www.yamibuy.com/en/p/ohtea-four-seasons-oolong-milktea/1020053941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Ohtea,32,3 Options,,$2.81 ,$3.39 ,18% OFF,
VITA Blackcurrant Juice 250ml,https://www.yamibuy.com/en/p/vita-blackcurrant-juice-250ml/1020004921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,VITASOY,78,7 Options,$0.79 ,,,,
Pocky Classic Chocolate Biscuit Sticks Family Pack 9 Packs,https://www.yamibuy.com/en/p/glico-classic-chocolate-pocky-stick-family-pack-9-packs/1016017051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,85,,,$3.59 ,$3.99 ,11% OFF,
JagaRico Potato Stick Sukiyaki Flavor 52g,https://www.yamibuy.com/en/p/jagarico-potato-stick-sukiyaki-flavor-52g/1017038331,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,46,4 Options,$2.09 ,,,,
Rongnuo Sea Food Spicy & Hot Scallop,https://www.yamibuy.com/en/p/rongnuo-sea-food-spicy-hot-scallop/1019076391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RONGNUOHAISHI,12,2 Options,$4.99 ,,,,
QIAQIA Sunflower Seed -Coconut Flavor 250g,https://www.yamibuy.com/en/p/qiaqia-sunflower-seed-coconut-flavor-250g/1019001641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHACHEER,92,,$3.29 ,,,,
Natural Yeast Cracker Original Flavor 147g,https://www.yamibuy.com/en/p/bourbon-natural-yeast-cracker-original-flavor-140g/1016045541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,42,,,$3.99 ,$4.59 ,14% OFF,
"Kocha Royal Milk Tea Powder, 10 Sticks, 8.47 oz",https://www.yamibuy.com/en/p/nittoh-royal-milk-tea-10pcs/1020002691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NITTOH,217,,,$6.99 ,$7.29 ,5% OFF,
Potato Chips Roasted Chicken Wing Flavor 70g,https://www.yamibuy.com/en/p/lay-s-potato-chips-roasted-chicken-wing-flavor-70g/1017022691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,242,10 Options,$2.29 ,,,,
"Blend Coffee with Milk Original Flavor, 337ml",https://www.yamibuy.com/en/p/ucc-original-blend-coffee-with-milk-can-337ml/1020011301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UCC,68,,$1.79 ,,,,
TAIYANG Millet Crisp Cumin Flavor 50g,https://www.yamibuy.com/en/p/taiyang-millet-crisp-cumin-flavor-50g/1017006971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,xasunfood,88,,$1.49 ,,,,
Herbal Jelly 250g,https://www.yamibuy.com/en/p/coins-herbal-jelly-250g/1020000431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COINS,130,4 Options,$1.49 ,,,,
Ohtea Morning Dew Milk Tea,https://www.yamibuy.com/en/p/ohtea-morning-dew-milk-tea/1020053961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Ohtea,34,3 Options,,$2.99 ,$3.39 ,12% OFF,
MOO! Apple Milk 200ml,https://www.yamibuy.com/en/p/moo-apple-milk-200ml-24-cs/1020062731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TAINONG,10,,,$1.25 ,$2.49 ,50% OFF,
Ohtea Ceylon Milk tea,https://www.yamibuy.com/en/p/ohtea-ceylon-milk-tea/1020053951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Ohtea,32,3 Options,,$2.99 ,$3.39 ,12% OFF,
CALBEE MY POTE GARLIC HERB BUTTR 60g,https://www.yamibuy.com/en/p/calbee-my-pote-garlic-herb-buttr-60g/1017042901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,18,,$1.49 ,,,,
Rich Cut Chili Chips 54g (New and old packaging randomly sent),https://www.yamibuy.com/en/p/koikeya-rich-cut-chili-chips-54g/1017000791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,198,,,$1.89 ,$2.29 ,18% OFF,
Oreo Cookie and Cream Pie Cake 360g,https://www.yamibuy.com/en/p/cake-oh-yes-cookie-cream/1016059891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,129,,$4.99 ,,,,
MR BROWN Coffee Blue Mountain Style 240ml,https://www.yamibuy.com/en/p/mr-brown-coffee-blue-mountain-style-240ml/1020013981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR.BROWN MR.BROWN,47,8 Options,$1.09 ,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Mini Baked Wheat Baum Kuchen Cake 10pc 270g,https://www.yamibuy.com/en/p/marukin-mini-baked-wheat-baum-cake-10pc-270g/1016009741,https://cdn.yamibuy.net/item/2ba7647df94abf80dffed3f96d09427c_684x684.webp,MARUKIN,534,5 Options,$6.49 ,,,,
Grass Jelly Drink Original 310ml,https://www.yamibuy.com/en/p/taisun-grass-jelly-drink-original-310ml/1020006881,https://cdn.yamibuy.net/item/70eabdf6619f8217c89ec3fffb78503f_684x684.webp,TAISUN,31,4 Options,$0.99 ,,,,
JagaRico Potato Stick Original Flavor 60g,https://www.yamibuy.com/en/p/calbee-jagarico-original-12-2-12-oz/1017029621,https://cdn.yamibuy.net/item/e08f3261079640686e2b0b071541cc50_684x684.webp,CALBEE,75,4 Options,$2.09 ,,,,
Saltine Crackers 7packs,https://www.yamibuy.com/en/p/haitai-saltine-crackers-7packs/1016000821,https://cdn.yamibuy.net/item/202f959aeb8ab1db7c65eae8618834b3_684x684.webp,HAITAI,149,,$2.49 ,,,,
DXC Wife Cake Honey Flavor 210g,https://www.yamibuy.com/en/p/dxc-wife-cake-honey-flavor-210g/1016057651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,124,2 Options,$7.29 ,,,,
JagaRico Potato Stick Hokkaido Butter Flavor 58g,https://www.yamibuy.com/en/p/calbee-jagarico-hokkaido-butter-12-2-05z/1017029641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,108,4 Options,$2.09 ,,,,
Fried Dace with Olive Oil 100g,https://www.yamibuy.com/en/p/eagle-coin-olive-oil-tempeh-dace-chinese-time-honored-brand-100g/1019056111,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EAGLE COIN,77,,$1.99 ,,,,
Mimi Crab Flavored Chips 10 Packs 180g,https://www.yamibuy.com/en/p/aishang-mimi-crab-flavored-chips-10-packs-180g/1017009671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,aishang,131,4 Options,$2.49 ,,,,
Huajiao Rice Crust Hot Spicy Flavor 158g,https://www.yamibuy.com/en/p/huajiao-rice-crust-hot-spicy-flavor-158g/1017041661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HJSJ,14,,$2.49 ,,,,
Potato Farm Hokkaido Premium Potato Chips Jaga Pokkuru 18g*10 Packs,https://www.yamibuy.com/en/p/calbee-potato-farm-hokkaido-premium-potato-18g-10-packs/1017000911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,102,,,$17.99 ,$20.99 ,15% OFF,
Meltyblend Green Tea Chocolate 60g,https://www.yamibuy.com/en/p/meiji-meltyblend-greentea-chocolate-60g/1018004721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,106,,$3.99 ,,,,
XIAOHUATOU Spicy Gluten Thin Spicy Slices Spicy Strips 18g / bag,https://www.yamibuy.com/en/p/xiaohuatou-spicy-gluten-thin-spicy-slices-spicy-strips-20g-bag/3019043251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAO HUA TOU,6,,$0.79 ,,,,
Pocky Cookies Cream Covered Biscuit Sticks Family Pack 9 Packs,https://www.yamibuy.com/en/p/glico-cookies-cream-covered-biscuit-sticks-family-pack-9-packs/1016017071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,112,,,$3.59 ,$3.99 ,11% OFF,
Mung Bean Pastry 3pcs 159g,https://www.yamibuy.com/en/p/chen-yun-pao-chuan-mung-bean-pas-3pcs/1016064011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHEN YUN PAO CHUAN,100,9 Options,$6.89 ,,,,
Milk Tea Jasmine 450ml,https://www.yamibuy.com/en/p/genki-forest-milk-tea-jasmine-450ml/1020037861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Genki Forest,279,,,$2.90 ,$3.69 ,22% OFF,
Coconut Soy Drink 250ml,https://www.yamibuy.com/en/p/vitasoy-coconut-soy-drink-250ml/1020004471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,VITASOY,150,7 Options,$0.79 ,,,,
Matcha Milk Tea with Boba and Raisin 85g,https://www.yamibuy.com/en/p/xiangpiaopiao-brown-sugar-milk-tea-with-boba-and-raisin-85g/1020032561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIANGPIAOPIAO,266,3 Options,,$2.09 ,$2.29 ,9% OFF,
YAM Twisted Roll Sea Sedge Flavor 88g,https://www.yamibuy.com/en/p/yumei-yam-twisted-roll-sea-sedge-flavor-88g/1017014941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,238,2 Options,,$1.99 ,$2.49 ,21% OFF,
Grass Jelly Pudding 255g,https://www.yamibuy.com/en/p/taisun-grass-jelly-pudding-255g/1020005321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TAISUN,55,,$1.39 ,,,,
Sterculia lychnophora Pear Loquat Tea 24pcs,https://www.yamibuy.com/en/p/sterculia-lychnophora-pear-loquat-tea-24pcs/1020057251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TONG REN TANG,7,4 Options,$8.49 ,,,,
Potato Chips Sweet Basil Flavor 50g,https://www.yamibuy.com/en/p/potato-chips-sweet-basil-flavor-50g/1017037841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,11,,,$1.99 ,$2.49 ,21% OFF,
Prepared Shredded Squid Sakiika Plain 56.7g,https://www.yamibuy.com/en/p/shirakiku-prepared-shredded-squid-sakiika-plain-56-7g/1019009221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIRAKIKU,101,8 Options,$3.59 ,,,,
POCKY Strawberry Cream Covered Biscuit Sticks 70g,https://www.yamibuy.com/en/p/glico-pocky-strawberry-cream-covered-biscuit-sticks-70g/1016007431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,120,,,$1.99 ,$2.19 ,10% OFF,
PRETZ Baked Snack Sticks Pizza Flavored 31g,https://www.yamibuy.com/en/p/glico-pretz-baked-snack-sticks-pizza-flavored-31g/1016007311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,102,,,$1.19 ,$1.29 ,8% OFF,
MY POTE Potato Chips Himalayan Pink Salt 60g,https://www.yamibuy.com/en/p/my-pote-potato-chips-himalayan-pink-salt-60g/1017037541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,41,,$1.49 ,,,,
PRETZ Baked Snack Sticks Original Flavor 10pcs,https://www.yamibuy.com/en/p/glico-pretz-baked-snack-sticks-original-flavor-10pcs/1016006001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,134,,$3.39 ,,,,
Chinese Style Sausage 454g USDA Certified,https://www.yamibuy.com/en/p/marque-king-s-brand-chinese-style-sausage-454g-usda-certified/1019003281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MARQUE KING'S BRAND,201,,,$6.99 ,$7.29 ,5% OFF,
Turtle Jelly Guilinggao Mangosteen Flavor 250g,https://www.yamibuy.com/en/p/coins-turtle-cream-silk-mangosteen-250g/1018031491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COINS,22,,$1.49 ,,,,
TONGRONG Spicy Eel Can,https://www.yamibuy.com/en/p/tongrong-spicy-eel-can/1019007851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TONGYENG,104,,$2.39 ,,,,
Gummy Candy Orange Flavor 51g,https://www.yamibuy.com/en/p/gummy-kajyu-unshu-mikan-51g/1018037951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,27,3 Options,$1.59 ,,,,
Pineapple Cake Mango Flavor 190g,https://www.yamibuy.com/en/p/hsufuchi-mango-flavor-pineapple-sandwich-cookie-190g/1016013811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,205,4 Options,$4.59 ,,,,
Dry Zero Soft Drink 350ml,https://www.yamibuy.com/en/p/asahi-dry-zero-soft-drink-350ml/1020034041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASAHI,11,,$3.59 ,,,,
PRETZ  Sweet Corn Flavored Sticks 31g,https://www.yamibuy.com/en/p/glico-pretz-sweet-corn-flavored-sticks-31g/1016007321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,132,,,$1.19 ,$1.29 ,8% OFF,
YAM Twisted  Roll Caramel & Spicy Flavor  88g,https://www.yamibuy.com/en/p/yumei-yam-twisted-roll-brown-sugar-flavor-88g/1017014931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,437,2 Options,$1.99 ,,,,
Mushroom Chocolate Cookie 74g,https://www.yamibuy.com/en/p/kinoko-no-yama/1016081101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,27,2 Options,$2.99 ,,,,
Guang's Pineapple Drink 330ml*6,https://www.yamibuy.com/en/p/guang-s-pineapple-drink-330ml-6/1020062461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Guangzhou Guang's,16,2 Options,,$9.99 ,,,
MY POTE Potato Chips Onion Soup 60g,https://www.yamibuy.com/en/p/calbee-my-pote-potato-chips-onion-soup-60g/1017037531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,40,,$1.49 ,,,,
