Title,Title_link,Thumbnail,brand-title,Price,brand-variants,comment-star__count,Headline,DetailPrice,OriginalPrice,Field1,Field2,Field3
Potato Chips Sweet Basil Flavor 50g,https://www.yamibuy.com/en/p/potato-chips-sweet-basil-flavor-50g/1017037841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,,13,Potato Chips Sweet Basil Flavor 50g,$1.99,$2.49,13,China,4.4
MY POTE Potato Chips Onion Soup 60g,https://www.yamibuy.com/en/p/calbee-my-pote-potato-chips-onion-soup-60g/1017037531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,$1.49,,40,MY POTE Potato Chips Onion Soup 60g,,,40,Japan,4.2
JagaRico Potato Stick Sukiyaki Flavor 52g,https://www.yamibuy.com/en/p/jagarico-potato-stick-sukiyaki-flavor-52g/1017038331,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,$2.09,4 Options,47,JagaRico Potato Stick Sukiyaki Flavor 52g,,,47,Japan,4.9
Potato Chips BBQ Flavor 47g,https://www.yamibuy.com/en/p/max-bbq-prik-zab-zeed-47g/1017044511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,$1.99,,4,Potato Chips BBQ Flavor 47g,,,4,China,4.2
GGE Soy Sauce Ramen Wheat Cracker 80g,https://www.yamibuy.com/en/p/weilih-good-good-eat-soy-sauce-ramen-wheat-cracker-80g-random-delivery-of-2-packaging/1017000221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEILIH,$1.89,9 Options,135,GGE Soy Sauce Ramen Wheat Cracker 80g,,,135,Taiwan,4.7
Stax Original Flavor 90g,https://www.yamibuy.com/en/p/stax-original-flavor-90g/1017044411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,$3.29,,,Stax Original Flavor 90g,,,Be the first!,China,
Mimi Crab Flavored Chips 10 Packs 180g,https://www.yamibuy.com/en/p/aishang-mimi-crab-flavored-chips-10-packs-180g/1017009671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,aishang,$2.49,4 Options,132,Mimi Crab Flavored Chips 10 Packs 180g,,,132,China,4.6
Potato Chips Tomato Flavor 90g,https://www.yamibuy.com/en/p/lay-s-potato-chips-tomato-flavor-90g/1017045391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,$3.79,,,Potato Chips Tomato Flavor 90g,,,Be the first!,China,
MY POTE Potato Chips Himalayan Pink Salt 60g,https://www.yamibuy.com/en/p/my-pote-potato-chips-himalayan-pink-salt-60g/1017037541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,$1.49,,42,MY POTE Potato Chips Himalayan Pink Salt 60g,,,42,Japan,4.4
Shrimp Chips Sriracha Mayo 94g,https://www.yamibuy.com/en/p/shrimp-chips-sriracha-mayo-94g/1017044471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,$2.29,,1,Shrimp Chips Sriracha Mayo 94g,,,1,Japan,5
MY POTE White Truffle Potato Chips 60g,https://www.yamibuy.com/en/p/my-pote-white-truffle-potato-chips-60g/1017045381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,$1.99,,,MY POTE White Truffle Potato Chips 60g,,,Be the first!,Japan,
【Editor's Pick】Hot Snacks,https://www.yamibuy.com/en/p/editor-s-pick-hot-snacks/1017044421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,,【Editor's Pick】Hot Snacks,$20.99,$21.99,Be the first!,Japan,
Turtle Chip Choco Churos Flavor 160g,https://www.yamibuy.com/en/p/turtle-chip-choco-churos-flavor-160g/1017042561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,$4.39,,4,Turtle Chip Choco Churos Flavor 160g,,,4,Korea,4.8
Umaibo Corn Cracker Cheese Flavor 30 Pieces English Version,https://www.yamibuy.com/en/p/riska-umaibo-corn-cracker-cheese-flavor-10-pieces-english-version/1017009851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RISKA,,,17,Umaibo Corn Cracker Cheese Flavor 30 Pieces English Version,$6.69,$7.99,17,Japan,4.9
Japanese Shrimp Cracker 2.92oz,https://www.yamibuy.com/en/p/mugen-ebi/1017044751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAMEDA,$3.49,,1,Japanese Shrimp Cracker 2.92oz,,,1,Japan,5
Potato Chips  Tomato Flavor 122g,https://www.yamibuy.com/en/p/potato-chips-tomato-flavor-122g/1017042411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,V-loong,$2.99,,,Potato Chips  Tomato Flavor 122g,,,Be the first!,China,
LESLIE'S Banana Thins Honey Dipped 100g,https://www.yamibuy.com/en/p/leslie-s-banana-thins-honey-dipped-100g/1017043891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LESLIE'S,$1.99,,1,LESLIE'S Banana Thins Honey Dipped 100g,,,1,Philippine,5
Orion Turtle Chips Flamin Lime,https://www.yamibuy.com/en/p/orion-turtle-chips-flamin-lime/1017044661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,$4.89,,,Orion Turtle Chips Flamin Lime,,,Be the first!,Korea,
Potato Chips  Tomato Flavor 122g,https://www.yamibuy.com/en/p/potato-chips-tomato-flavor-122g/1017042411,https://cdn.yamibuy.net/item/562bddfa85b327016d03a175de10de41_684x684.webp,V-loong,$2.99,,,Potato Chips  Tomato Flavor 122g,,,Be the first!,China,
Japanese Shrimp Cracker 2.92oz,https://www.yamibuy.com/en/p/mugen-ebi/1017044751,https://cdn.yamibuy.net/item/400357819047a057b91657c898a32a58_684x684.webp,KAMEDA,$3.49,,1,Japanese Shrimp Cracker 2.92oz,,,1,Japan,5
【Editor's Pick】Asian Salsa & Chips,https://www.yamibuy.com/en/p/asian-salsa-chips/1017044141,https://cdn.yamibuy.net/item/a3d298c3ee9ccf1a95dbcad56e80a726_684x684.webp,OTHER BRANDS,,,,【Editor's Pick】Asian Salsa & Chips,$6.99,$7.99,Be the first!,N/A,
Stax Cucumber Flavor 104g,https://www.yamibuy.com/en/p/lay-s-stax-cucumber-flavor-104g/1017003871,https://cdn.yamibuy.net/item/115bc39086290a7851c5fbd070e24151_684x684.webp,Lay's,$3.29,10 Options,244,Stax Cucumber Flavor 104g,,,244,China,4.7
Egg Great Original Flavor 180g,https://www.yamibuy.com/en/p/egg-great-original-flavor-180g/1017044031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZSXX,$3.49,,,Egg Great Original Flavor 180g,,,Be the first!,China,
GGE Wheat Cracker Original Ramen Flavor 80g,https://www.yamibuy.com/en/p/weilih-good-good-eat-wheat-cracker-original-ramen-flavor-80g-random-delivery-of-2-packaging/1017000241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEILIH,$1.89,9 Options,84,GGE Wheat Cracker Original Ramen Flavor 80g,,,84,Taiwan,4.44
Rick Cracker-Yuzu Flavor 80g,https://www.yamibuy.com/en/p/rick-cracker-yuzu-flavor-79g/1017044571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,$2.49,,,Rick Cracker-Yuzu Flavor 80g,,,Be the first!,Korea,
Clover Chips BBQ Flavor 145g,https://www.yamibuy.com/en/p/clover-chips-bbq-flavor-145g/1017043871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LESLIE'S,$2.29,,,Clover Chips BBQ Flavor 145g,,,Be the first!,Philippine,
Conch Shape Snack 300g,https://www.yamibuy.com/en/p/conch-shape-snack-300g/1017044611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIRAE BAKERY,$3.99,,,Conch Shape Snack 300g,,,Be the first!,Korea,
Clover Chips Cheese Flavor 145g,https://www.yamibuy.com/en/p/clover-chips-cheese-flavor-145g/1017043861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LESLIE'S,$1.99,,1,Clover Chips Cheese Flavor 145g,,,1,Philippine,5
Salted Egg Yolk Fish Skin Crisps 105g,https://www.yamibuy.com/en/p/salted-egg-yolk-fish-skin-crisps-105g/1017043751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Golden Duck,,,,Salted Egg Yolk Fish Skin Crisps 105g,$7.99,$9.99,Be the first!,Singapore,
Potato Chips Crispy Grilled Fish Flavor 70g,https://www.yamibuy.com/en/p/potato-chips-crispy-grilled-fish-flavor-70g/1017040911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,$2.49,,,Potato Chips Crispy Grilled Fish Flavor 70g,,,Be the first!,China,
Chocolate  Brownie Crispy 90g,https://www.yamibuy.com/en/p/chocolate-brownie-crispy-90g/1017045161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BRUNO,$2.99,,,Chocolate  Brownie Crispy 90g,,,Be the first!,Japan,
Korean Snack Puffed Star Snack Macaroni 297g,https://www.yamibuy.com/en/p/korean-snack-puffed-star-snack-macaroni-297g/1017044781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASSI BRAND,$8.19,,,Korean Snack Puffed Star Snack Macaroni 297g,,,Be the first!,Korea,
Puffed Grain Snack-Round-Small 100g,https://www.yamibuy.com/en/p/puffed-grain-snack-round-small-100g/1017044581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,$3.69,,,Puffed Grain Snack-Round-Small 100g,,,Be the first!,Korea,
Sweet Potato Crispy Crunch-Plum Flavor 150g,https://www.yamibuy.com/en/p/sweet-potato-crispy-crunch-plum-flavor-150g/1017039741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YINGBO,$7.69,,,Sweet Potato Crispy Crunch-Plum Flavor 150g,,,Be the first!,Taiwan,
BBQ Potato Straw Chips Tomato Flavor 80g,https://www.yamibuy.com/en/p/bbq-potato-straw-chips-tomato-flavor-80g/1017044721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAKA,$4.69,,,BBQ Potato Straw Chips Tomato Flavor 80g,,,Be the first!,Taiwan,
Jaga Chocolate Potato Chips 40g,https://www.yamibuy.com/en/p/jaga-chocolate-potato-chips-40g/1017037861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,$2.49,,17,Jaga Chocolate Potato Chips 40g,,,17,Japan,4.6
Koala Chocolate Cream Filling Biscuit 41g,https://www.yamibuy.com/en/p/lotte-koala-chocolate-cream-filling-biscuit-41g/1016005891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,$1.19,2 Options,136,Koala Chocolate Cream Filling Biscuit 41g,,,142,Japan,4.8
Oishi Seaweed Flavor Cracker 80g,https://www.yamibuy.com/en/p/oishi-snacks-80g/1017045581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,,,,Oishi Seaweed Flavor Cracker 80g,$3.99,$4.39,Be the first!,China,
Shrimp Snack Cheese Flavor,https://www.yamibuy.com/en/p/marco-polo-shrimp-snacks-cheese-usa/1017043741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,marco polo,$1.59,,,Shrimp Snack Cheese Flavor,,,Be the first!,Indonesia,
Orio Turtle Chips--Sweet Corn Flavor 560g,https://www.yamibuy.com/en/p/orio-turtle-chips-sweet-corn-flavor-560g/1017044671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,$18.99,,,Orio Turtle Chips--Sweet Corn Flavor 560g,,,Be the first!,Korea,
Korean Oranda Snack 300g,https://www.yamibuy.com/en/p/traditional-snack-oranda-300g/1017044591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,$3.99,,,Korean Oranda Snack 300g,,,Be the first!,N/A,
Sapporo Corn Senbei Grilled 6pcs,https://www.yamibuy.com/en/p/sapporo-corn-senbei-grilled-6pcs/1017039391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YOSHIMI,$14.99,,6,Sapporo Corn Senbei Grilled 6pcs,,,6,Japan,4.8
Shrimp Snack Original Flavor 70g,https://www.yamibuy.com/en/p/chip-origina-70g/1017043271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,marco polo,$1.59,,,Shrimp Snack Original Flavor 70g,,,Be the first!,Indonesia,
Karamucho Hot Chili Potato Sticks 40g,https://www.yamibuy.com/en/p/koikeya-karamucho-hot-chili-potato-sticks-40g/1017002301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,$1.89,,86,Karamucho Hot Chili Potato Sticks 40g,,,86,Japan,4.6
Potato Chips Fleur De Sel Flavor 100g TW,https://www.yamibuy.com/en/p/potato-chips-fleur-de-sel-flavor-100g-tw/1017045491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAYUAN,$3.99,,,Potato Chips Fleur De Sel Flavor 100g TW,,,Be the first!,Taiwan,
Bino 4 Strip Tasty Salt,https://www.yamibuy.com/en/p/bino-4-strip-tasty-salt/1017044081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOHATO,$2.39,,,Bino 4 Strip Tasty Salt,,,Be the first!,Japan,
Potato Chips TW Popcorn Chicken Flavor 100g,https://www.yamibuy.com/en/p/potato-chips-tw-popcorn-chicken-flavor-100g/1017045501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAYUAN,$3.99,,,Potato Chips TW Popcorn Chicken Flavor 100g,,,Be the first!,Taiwan,
Potato Chips BBQ Flavor 122g,https://www.yamibuy.com/en/p/potato-chips-bbq-flavor-122g/1017042421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,V-loong,$2.99,,,Potato Chips BBQ Flavor 122g,,,Be the first!,China,
Puffed Corn 14.1oz,https://www.yamibuy.com/en/p/puffed-corn-l-14-1oz/1017044831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Arirang,$8.69,,,Puffed Corn 14.1oz,,,Be the first!,Korea,
Egg Great With Add Calcium 180g,https://www.yamibuy.com/en/p/egg-great-with-add-calcium-180g/1017044041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZSXX,$3.49,,1,Egg Great With Add Calcium 180g,,,1,China,5
Japanese Pride Potato Vege Flavor 63g,https://www.yamibuy.com/en/p/japanese-pride-potato-vege-flavor-63g/1017013761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,$3.29,7 Options,,Japanese Pride Potato Vege Flavor 63g,,,1,Japan,5
Fried Paste 150g,https://www.yamibuy.com/en/p/fried-paste-150g/1017045621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,$3.69,,,Fried Paste 150g,,,Be the first!,N/A,
Spicy Seaweed Chips 57g,https://www.yamibuy.com/en/p/koikeya-spicy-seaweed-chips-57g/1017000771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,,,55,Spicy Seaweed Chips 57g,$1.99,$2.29,55,Japan,4.8
Ya Potato Spicy Crayfish Flavor 70g,https://www.yamibuy.com/en/p/ya-potato-spicy-crayfish-flavor-70g/1017045431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,$3.29,,,Ya Potato Spicy Crayfish Flavor 70g,,,Be the first!,Korea,
Potato Chips Sauerkraut Flavor 28g,https://www.yamibuy.com/en/p/potato-chips-sauerkraut-flavor-28g/1017040701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,$2.49,,22,Potato Chips Sauerkraut Flavor 28g,,,22,China,4.5
Potato Chips BBQ Flavor 100g,https://www.yamibuy.com/en/p/chips-bbq-flavor-100g/1017037501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Zidi Potato,$2.99,4 Options,14,Potato Chips BBQ Flavor 100g,,,14,China,4.8
JAGABEE KETCHUP 3P 90g,https://www.yamibuy.com/en/p/jagabee-ketchup-3p-90g/1148015241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,$3.69,,8,JAGABEE KETCHUP 3P 90g,,,8,Japan,4.1
Peanut Butter Brownie Crispy 90g,https://www.yamibuy.com/en/p/peanut-butter-brownie-crispy-90g/1017045171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BRUNO,$2.99,,,Peanut Butter Brownie Crispy 90g,,,Be the first!,Japan,
Sweet Potato Crispy Crunch-Original Flavor 150g,https://www.yamibuy.com/en/p/sweet-potato-crispy-crunch-original-flavor-150g/1017039731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YINGBO,$7.69,,,Sweet Potato Crispy Crunch-Original Flavor 150g,,,Be the first!,Taiwan,
Mocha Brownie Crispy 90g,https://www.yamibuy.com/en/p/mocha-brownie-crispy-90g/1017045181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BRUNO,$2.99,,,Mocha Brownie Crispy 90g,,,Be the first!,Japan,
Potato Chips Black Pepper & Chili Flavor 100g,https://www.yamibuy.com/en/p/potato-chips-black-pepper-chili-flavor-100g/1017045481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAYUAN,$3.99,,,Potato Chips Black Pepper & Chili Flavor 100g,,,Be the first!,Taiwan,
Sweet Potato Crispy Crunch-Pepper Flavor 150g,https://www.yamibuy.com/en/p/sweet-potato-crispy-crunch-pepper-flavor-150g/1017039751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YINGBO,$7.69,,,Sweet Potato Crispy Crunch-Pepper Flavor 150g,,,Be the first!,Taiwan,
Vegetable Chips Barbecue 142g,https://www.yamibuy.com/en/p/vegetable-chips-barbecue-142g/1017045531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PULP PANTRY,$5.69,,,Vegetable Chips Barbecue 142g,,,Be the first!,United States,
Sweet Potatoes Purple Chips Ube 2.5oz,https://www.yamibuy.com/en/p/sweet-potatoes-purple-chips-ube-2-5oz/1017043551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,$2.69,,,Sweet Potatoes Purple Chips Ube 2.5oz,,,Be the first!,N/A,
Seaweed&Salt Potato Chips,https://www.yamibuy.com/en/p/calbee-seaweed-salt-potato-chips/1017000521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,48,Seaweed&Salt Potato Chips,$2.19,$2.49,48,Japan,4.7
Potato Chips Lemon Flavor 42g,https://www.yamibuy.com/en/p/potato-chips-lemon-42g/1017037051,https://cdn.yamibuy.net/item/28db164d0a25c9e15359aeb1ab1cbce6_684x684.webp,Lay's,$1.99,,1,Potato Chips Lemon Flavor 42g,,,1,China,5
H.Y. JENYOWE CUTTLEFISH CRACKER-SP,https://www.yamibuy.com/en/p/h-y-jenyowe-cuttlefish-cracker-sp/1017044981,https://cdn.yamibuy.net/item/a4b8eb50974c8e999995efea09220d05_684x684.webp,HUAYUAN,,,,H.Y. JENYOWE CUTTLEFISH CRACKER-SP,$1.69,$1.99,Be the first!,Taiwan,
Jagabee Lightly Salted 3p 3.18oz,https://www.yamibuy.com/en/p/jagabee-lightly-salted-3p-3-18oz/1017041031,https://cdn.yamibuy.net/item/86060218dc1e6fe42f0658be8e782bac_684x684.webp,CALBEE,$3.89,,2,Jagabee Lightly Salted 3p 3.18oz,,,2,Japan,5
Sesame Cracker Sticks 70g,https://www.yamibuy.com/en/p/paldo-sesame-cracker-sticks-70g/1017003091,https://cdn.yamibuy.net/item/633dc73ced5b7db65867337ced97fb45_684x684.webp,PALDO,$1.49,,20,Sesame Cracker Sticks 70g,,,20,Korea,4.5
Baked Taro Chips Original Flavor 62g,https://www.yamibuy.com/en/p/cadina-baked-taro-chips-original-flavor-62g/1017004471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CADINA,$3.69,,35,Baked Taro Chips Original Flavor 62g,,,35,Taiwan,4.7
QinQin-Crawfish Crakers (Thai Curry) 80g,https://www.yamibuy.com/en/p/qinqin-crawfish-crakers-thai-curry-80g/1017042971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHINCHIN,$1.69,6 Options,4,QinQin-Crawfish Crakers (Thai Curry) 80g,,,4,Taiwan,4.8
Koikoya Potato Chips Hot Chili Seaweed Flavor,https://www.yamibuy.com/en/p/koikoya-potato-chips-hot-chili-seaweed-flavor/1017041621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,$5.29,,3,Koikoya Potato Chips Hot Chili Seaweed Flavor,,,3,Japan,5
Crispy Ramen Snack Yakisoba Flavor 74g,https://www.yamibuy.com/en/p/crispy-ramen-snack-74g/1017039011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BABYSTAR,$1.69,,6,Crispy Ramen Snack Yakisoba Flavor 74g,,,6,Japan,4.5
Salted Egg Salmon Skin 230g,https://www.yamibuy.com/en/p/salted-egg-salmon-skin-chips-230g/1017038591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IRVINS,$17.99,2 Options,4,Salted Egg Salmon Skin 230g,,,4,Singapore,5
Kettle Chips Black Pepper Flavor 150g,https://www.yamibuy.com/en/p/kettle-chips-black-pepper-150g/1017041141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,$4.69,,5,Kettle Chips Black Pepper Flavor 150g,,,5,Japan,5
Salted Egg Yolk Potato Ridges 105g,https://www.yamibuy.com/en/p/salted-egg-yolk-potato-ridges-105g/1017043761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Golden Duck,,,1,Salted Egg Yolk Potato Ridges 105g,$7.99,$9.99,1,Singapore,5
Barley Snack 150g,https://www.yamibuy.com/en/p/barley-snack-150g/1017042471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,$2.29,,5,Barley Snack 150g,,,5,Korea,4.8
Corn Roll-Japanese Style Grilled Seaweed  100g,https://www.yamibuy.com/en/p/pei-tien-pei-tien-corn-roll-japanese-style-grilled-seaweed-100g/1017014591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pei Tien,$2.39,,6,Corn Roll-Japanese Style Grilled Seaweed  100g,,,6,Taiwan,4.7
Crab Chips 50g,https://www.yamibuy.com/en/p/paldo-crab-chips-50g/1017012411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PALDO,$1.29,,50,Crab Chips 50g,,,50,Korea,4.6
Potato Chips Spicy Hot Chili 54g,https://www.yamibuy.com/en/p/koikeya-potato-chips-spicy-hot-chili-54g/1017000121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,$2.49,,60,Potato Chips Spicy Hot Chili 54g,,,60,Japan,4.5
Shrimp Chips Fresh Wasabi Flavor 56.6g,https://www.yamibuy.com/en/p/fresh-wasabi-shrimp-chips-56-6g/1017037981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,$2.29,,8,Shrimp Chips Fresh Wasabi Flavor 56.6g,,,8,N/A,4.5
