Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,DetailPrice,OriginalPrice,Field1,Field2,Field3
Dried Noodle(Somen) 3lb,https://www.yamibuy.com/en/p/dried-noodle-somen-3lb/1149015781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,,$6.99,,,Be the first!,Korea,
Dried Mustard Leaf 100g,https://www.yamibuy.com/en/p/spring-farm-dried-mustard-leaf-100g/1149003631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SPRING FARM,14,$2.79,,,Be the first!,China,4.4
Dried Mushrooms 170g,https://www.yamibuy.com/en/p/dried-mushrooms-170g/1149016231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINGUYUAN,,$5.99,,,Be the first!,China,
Dried Black Bean 453g,https://www.yamibuy.com/en/p/dried-black-bean-453g/1149015021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DRAGONFLY BRAND,,$3.99,,,Be the first!,China,
Dried Baby Chrysanthemum 50g,https://www.yamibuy.com/en/p/dried-baby-chrysanthemum-50g/1020063111,https://cdn.yamibuy.net/item/32f120a0f55927355fb5bbad70e90f56_684x684.webp,BIG GREEN,1,$5.89,,,1,China,5
WEL PAC FUERU WAKAME Dried Seaweed 56.7g,https://www.yamibuy.com/en/p/wel-pac-fueru-wakame-dried-seaweed-56-7g/1021017691,https://cdn.yamibuy.net/item/603b73baea7951ffdf53f1bf765e8298_684x684.webp,WEL.PAC,13,$2.99,,,13,China,4.8
Dried Lotus Seed 283g,https://www.yamibuy.com/en/p/dried-lotus-seed-283g/1149012981,https://cdn.yamibuy.net/item/8b722fd8775821deb7017cf81f0afe83_684x684.webp,GONGHE,,$16.99,,,Be the first!,China,
NanChang Dried Noodles 190g,https://www.yamibuy.com/en/p/nanchang-dried-noodles-190g/1021085391,https://cdn.yamibuy.net/item/e45938aa060877f2eb80c9e6a76e8e61_684x684.webp,BAIJIA,26,,$2.99,$3.29,26,China,4.7
Dried Chili Pepper 100g,https://www.yamibuy.com/en/p/big-green-dried-chili-pepper-100g/1021015511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BIG GREEN,19,$2.39,,,19,China,4.5
Brown Sugar Dried Plum Candy 160g,https://www.yamibuy.com/en/p/brown-sugar-dried-plum-candy-160g/1018049391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINGUAN,,$4.39,,,Be the first!,China,
Dried Aniseed 14oz,https://www.yamibuy.com/en/p/dried-aniseed-14oz/1148018431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CWW,,$21.99,,,Be the first!,China,
Dried Longan Meat 170g,https://www.yamibuy.com/en/p/tsh-dried-longan-meat-170g/1019005351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TSH,7,$8.89,,,7,United States,4.4
Dried Longan Red date Tea 10 bags  100g,https://www.yamibuy.com/en/p/dried-longan-red-date-tea-10-bags-100g/1020046681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BUYDEEM,6,$8.69,,,6,China,5
Dried Plum 280g,https://www.yamibuy.com/en/p/ume-plum-fragrant-sour-and-greasy-high-end-glass-bottle-280g/1019065091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,13,$12.99,,,13,China,5
Japanese Dried Somen Noodles 800g,https://www.yamibuy.com/en/p/hime-japanese-dried-somen-noodles-800g/1149007131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HIME,18,$4.49,,,18,Japan,4.9
Dried Longan 450g,https://www.yamibuy.com/en/p/mr-fang-s-store-dried-longan-450g/1149008371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,40,$8.79,,,40,China,5
Presreved Dried Tofu 150g,https://www.yamibuy.com/en/p/presreved-dried-tofu-150g/1019065251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FANGJIE,2,$2.29,,,2,China,5
Dried Small Shrimp 70g,https://www.yamibuy.com/en/p/mr-fang-s-store-dried-small-shrimp-70g/1149008591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,37,,$7.99,$8.59,37,China,5
Organic Dried Fruit Mango & Guava Whole Fruit Gummies  At least 95% Organic 100g,https://www.yamibuy.com/en/p/organic-dried-fruit-mango-guava-whole-fruit-gummies-at-least-95-organic-99g/1018046191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SOLELY,,$5.59,,,Be the first!,United States,
Dried Egg Noodle High Quality Premium 500g,https://www.yamibuy.com/en/p/dried-egg-noodle-high-quality-safoco-premium-500g/1149013031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAFOCO,3,$2.99,,,3,Vietnam,5
SWEETB Coco Milk Dried Mango 108g,https://www.yamibuy.com/en/p/coco-milk-mango-108g/1020041621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SIAM'S ROYAL,5,$5.39,,,5,Thailand,5
Dried Cold Noodle W/Broth 750g,https://www.yamibuy.com/en/p/chilkab-dried-cold-noodle-w-broth-750g/1149003121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHILKAB,12,$7.99,,,12,Korea,4.5
Dried Ramen Noodles 800g,https://www.yamibuy.com/en/p/yummei-dried-ramen-noodles-800g/1149003531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,40,,$4.69,$4.99,40,China,4.7
Dried Sweet Potato 150g,https://www.yamibuy.com/en/p/nonghyup-dried-sweet-potato-150g/1019033501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGHYUP,14,$8.99,,,14,Korea,4.6
Dried Pearl Barlay 396g,https://www.yamibuy.com/en/p/dried-pearl-barlay-396g/1149015911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TSH,,$4.69,,,Be the first!,United States,
Freeze-Dried Mixed 150g,https://www.yamibuy.com/en/p/freeze-dried-mixed-150g/1019075051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,3,$15.99,,,3,China,4.3
Freeze-Dried Strawberry 130g,https://www.yamibuy.com/en/p/freeze-dried-strawberry-130g/1019075041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,,$15.99,,,Be the first!,China,
Premium Dried Longan Seedless 100g,https://www.yamibuy.com/en/p/spring-farm-premium-dried-longan-seedless-100g/1021022001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SPRING FARM,27,$5.29,,,27,China,4.3
Ramen Style Dried Noodle 42.3oz,https://www.yamibuy.com/en/p/ramen-style-dried-noodle-42-3oz/1021089141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Rolin,,$8.99,,,Be the first!,China,
Freeze Dried Durian 80g,https://www.yamibuy.com/en/p/freeze-dried-durian-80g/1019073381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,7,$15.99,,,7,China,4.6
Dried Kumquat Lemon Flavor 170g,https://www.yamibuy.com/en/p/tsh-pres-lemon-flavor-kumquat-170g/1019005341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TSH,8,$6.29,,,8,United States,4.1
Dried Sakura Shrimp Cracker with Almond 120g,https://www.yamibuy.com/en/p/dried-sakura-shrimp-cracker-with-almond-120g/1019066501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DONGGANG,1,$17.99,,,1,China,5
Dried Mushroom 4-5CM Grade A 280g,https://www.yamibuy.com/en/p/dried-shitake-mushroom-4-5cm-grade-a-280g/1149007311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,18,,$15.99,$17.99,18,N/A,4.8
Dried Chili Peeper 100g,https://www.yamibuy.com/en/p/big-green-dried-chili-peeper-100g/1021022501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BIG GREEN,44,$2.49,,,44,China,4.8
Colorful Dried Fruits and Vegetables 50g,https://www.yamibuy.com/en/p/bestore-colorful-dried-fruits-and-vegetables-50g/1019030221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,1,$2.89,,,1,China,5
Irvine Dried Mango Without Cane Sugar 75g,https://www.yamibuy.com/en/p/irvine-dried-mango-without-cane-sugar-75g/1019075241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MWGP,,$8.19,,,Be the first!,Taiwan,
Dried Mangoes 100g,https://www.yamibuy.com/en/p/philippine-dried-mangoes-100g/1019003921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PHILIPPINE,50,$3.99,,,50,Philippine,4.4
Dried Beancured Stick  170g,https://www.yamibuy.com/en/p/dragon-dried-beancured-stick-6oz/1021064011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DRAGON,8,$2.99,,,8,China,3.5
Dried Egg Noodle Thick High Quality 500g,https://www.yamibuy.com/en/p/dried-egg-noodle-thick-high-quality-safoco-500g/1149013021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAFOCO,2,$2.69,,,2,Vietnam,5
Dried Shredded Cod with Wasabi 170g,https://www.yamibuy.com/en/p/dried-shredded-cod-with-wasabi-170g/1019066411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DONGGANG,1,$10.99,,,1,China,5
TangChen Dried Seaweed 80g,https://www.yamibuy.com/en/p/ocm-tangchen-dried-seaweed-80g/1149001791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OCM,27,$5.99,,,27,China,5
Daehan Flour Dried Noodle  Somen 500g,https://www.yamibuy.com/en/p/jayone-daehan-flour-dried-noodle-somen-500g/1021044901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,60,,$2.79,$2.99,60,Korea,4.8
Dried Sakura Diced Shrimp Snacks 150g,https://www.yamibuy.com/en/p/dried-sakura-diced-shrimp-snacks-150g/1019066441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DONGGANG,,$10.99,,,Be the first!,China,
Dried Soy Sheet 226g,https://www.yamibuy.com/en/p/dried-soy-sheet-226g/1149010431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DOUXIANGFANG,5,$4.99,,,5,China,5
Dried Mango 108g,https://www.yamibuy.com/en/p/bestore-dried-mango-108g/1019058351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,21,,$5.29,$5.99,Be the first!,China,4.8
Dried Cured Pork 170g USDA Certified,https://www.yamibuy.com/en/p/hsintungyang-dried-cured-pork-170g-usda-certified/1019019451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSINTUNGYANG,20,$11.49,,,20,Taiwan,3.8
Natural Dried Yujing Mango Slices 150g,https://www.yamibuy.com/en/p/natural-dried-yujing-mango-slices-150g/1019072191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHUN TAI,,$12.49,,,Be the first!,Japan,
Salted Dried Plum 190g,https://www.yamibuy.com/en/p/ten-wow-salted-dried-plum-190g/1019011781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TEN WOW,9,$5.89,,,9,China,4.8
Dried Strawberry 106g,https://www.yamibuy.com/en/p/three-squirrels-dried-strawberry-106g/1019014621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,THREE SQUIRRELS,7,,$4.39,$4.99,7,China,3.7
Dried Plum 190g,https://www.yamibuy.com/en/p/ten-wow-qiao-dried-plum-190g/1019026391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TEN WOW,10,$6.99,,,10,China,4.8
Sunflower Seed  Dried Orange Flavor  90g,https://www.yamibuy.com/en/p/sunflower-seed-dried-orange-flavor-90g/1019072841,https://cdn.yamibuy.net/item/4ee856eee284f9ddf4b8f8914c106a90_684x684.webp,WENHEYOU,2,$2.69,,,2,China,4
TRAI Mixed Dried Vegetable and Fruit 250g,https://www.yamibuy.com/en/p/trai-mixed-dried-vegetable-and-fruit-250g/1019003821,https://cdn.yamibuy.net/item/2b89c03d9472f5979bd2bc12412a7ce1_684x684.webp,VANPHAT,38,$3.59,,,38,Vietnam,4.2
Dried Lily 220g,https://www.yamibuy.com/en/p/mr-fang-s-store-dried-lily-220g/1149008501,https://cdn.yamibuy.net/item/db777fd70d3276d87a732a502435de4f_684x684.webp,MR FANG'S STORE,28,,$11.99,$12.99,28,China,5
Dried Shitake Mushroom 5oz,https://www.yamibuy.com/en/p/haetae-dried-shitake-mushroom-5oz/1149006221,https://cdn.yamibuy.net/item/508f6437f338501b05f8c91a01875089_684x684.webp,HAETAE,3,$6.99,,,3,Korea,5
YES SIR Crispy Dried Shrimp Spicy Flavor 25g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-shrimp-spicy-flavor-25g/1019017601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAXIANSHENG,60,$4.39,,,60,Taiwan,4.5
Dried Pollack Soup 34g,https://www.yamibuy.com/en/p/ottogi-dried-pollack-soup-32g/1021003031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTTOGI,17,$3.79,,,17,Korea,4.7
Orginic Dried Goji Berry 170g,https://www.yamibuy.com/en/p/big-green-orginic-dried-goji-berry-170g/1019006321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BIG GREEN,71,$7.99,,,71,China,4.9
TS Dried White Lotus 170g,https://www.yamibuy.com/en/p/tsh-ts-dried-white-lotus-170g/1021017861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TSH,3,,$7.59,$7.99,3,United States,3.7
Dried Pitted Preserved Plum Original Flavor 36g,https://www.yamibuy.com/en/p/dried-pitted-preserved-plum-original-flavor-36g/1019073321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAPPYFULL,1,$3.99,,,1,China,5
Red Oil Dried Pepper 108g,https://www.yamibuy.com/en/p/red-oil-dried-pepper-108g/1148011421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHANLILANG,4,$2.19,,,4,China,4.8
Dried Squid 57g,https://www.yamibuy.com/en/p/dried-squid-osyaburi-ika-56g/1019066121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TAKUMA,,$5.99,,,Be the first!,China,
Dried Seasoned Fish Cracker with Sesame 160g,https://www.yamibuy.com/en/p/dried-seasoned-fish-cracker-with-sesame-160g/1019066461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DONGGANG,,$10.99,,,Be the first!,China,
Dried Pear Slice and Fig 99g,https://www.yamibuy.com/en/p/dried-pear-slice-and-fig-99g/1030037591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BUYDEEM,5,$4.99,,,5,China,4.8
Natural Dried Red Guava Slices 150g,https://www.yamibuy.com/en/p/natural-dried-red-guava-slices-150g/1019072211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHUN TAI,1,$10.69,,,1,Japan,5
Dried Red Peppers - Whole 113g,https://www.yamibuy.com/en/p/dried-red-peppers-whole-113g/1148013881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASSI BRAND,,$3.49,,,Be the first!,Korea,
Dried Red Jujube 5ibs,https://www.yamibuy.com/en/p/dried-red-jujube-5ibs/1149008001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,5,$21.99,,,5,N/A,5
Stew Dried Fish Maw With Sea Snail 160g,https://www.yamibuy.com/en/p/stew-dried-fish-maw-with-sea-snail-160g/1030037671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BUYDEEM,4,$11.99,,,4,China,4.5
Stew Dried Fish Maw With Red Bean 160g,https://www.yamibuy.com/en/p/stew-dried-fish-maw-with-red-bean-160g/1030037681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BUYDEEM,3,,$11.99,$14.99,3,China,5
JIGONG HOUBAO Dried Fruit 45g,https://www.yamibuy.com/en/p/jigong-houbao-dried-fruit-45g/1030051731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JIGONG,1,$2.99,,,1,China,5
Dried Mango 116g,https://www.yamibuy.com/en/p/three-squirrels-dried-mango-116g/1019014611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,THREE SQUIRRELS,3,$4.79,,,3,China,4.7
Dried Kelp 220g,https://www.yamibuy.com/en/p/mr-fang-s-store-dried-kelp-220g/1149008301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,21,$9.20,,,21,China,5
"Seedless Longan Meat, Premium Longan Dried Meat, Individual Small Bag Soaked Snacks 250g",https://www.yamibuy.com/en/p/seedless-longan-meat-premium-longan-dried-meat-individual-small-bag-soaked-snacks-250g/1149010151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,15,$13.99,,,15,China,4.9
Freeze-Dried Yellow Peach 150g,https://www.yamibuy.com/en/p/freeze-dried-yellow-peach-150g/1019073421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,,$15.99,,,Be the first!,China,
Dried Xianggu Mushroom 250g,https://www.yamibuy.com/en/p/mr-fang-s-store-dried-xianggu-mushroom-250g/1149008511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,31,$12.99,,,31,China,5
Dried Xianggu Mushroom 138g,https://www.yamibuy.com/en/p/mr-fang-s-store-dried-xianggu-mushroom-138g/1149008341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,22,$8.89,,,22,China,4.9
Chaisfood 10-year Dried Radish 150g,https://www.yamibuy.com/en/p/chaisfood-10-year-dried-radish-150g/1149013041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,翟家,,$34.99,,,Be the first!,China,
Spicy Peanuts With Dried Fish 150g,https://www.yamibuy.com/en/p/spicy-peanuts-with-dried-fish-150g/1019070841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Tryone,2,,$3.29,$3.89,2,China,5
JIGONG WEIBAO Dried Fruit 88g,https://www.yamibuy.com/en/p/jigong-weibao-dried-fruit-88g/1030051721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JIGONG,1,$4.99,,,1,China,4
Spicy Peanuts With Dried Shrimp 150g,https://www.yamibuy.com/en/p/spicy-peanuts-with-dried-shrimp-150g/1019070851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Tryone,,,$3.29,$3.89,Be the first!,China,
Natural Dried Aiwen Mango Slices 150g,https://www.yamibuy.com/en/p/natural-dried-aiwen-mango-slices-150g/1019072201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHUN TAI,,$12.49,,,Be the first!,Japan,
All Natural Dried Kelp 226g,https://www.yamibuy.com/en/p/farm-group-plastic-pouch-dried-kelp-226g/1149002461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FARM GROUP,1,$6.99,,,1,Korea,5
Freeze-Dried Pear 150g,https://www.yamibuy.com/en/p/frozen-spicy-pickledi-chicken-feet-75g/1149012551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,,$15.99,,,Be the first!,China,
Organic Dried Fruit Mango Whole Fruit Gummies  At least 95% Organic 99g,https://www.yamibuy.com/en/p/organic-dried-fruit-mango-whole-fruit-gummies-at-least-95-organic-99g/1018046181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SOLELY,,$5.59,,,Be the first!,United States,
Dried Hot Beef Jerky 170g USDA Certified,https://www.yamibuy.com/en/p/hsintungyang-dried-hot-beef-jerky-170g-usda-certified/1019019531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSINTUNGYANG,10,$11.99,,,10,Taiwan,3.8
Sliced Dried Shiitake Mushroom 113g,https://www.yamibuy.com/en/p/nature-peo-sliced-dried-shiitake-mushroom-113g/1149002441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NATURE&PEO,3,,$7.50,$7.99,3,Korea,5
Organic Dried Dong Quai Root Slice 100g,https://www.yamibuy.com/en/p/big-green-organic-dried-dong-quai-root-slice-100g/1030002421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BIG GREEN,22,$8.99,,,22,China,4.7
Ginseng Dried Longan Lycium Barbarum Jujube Tea,https://www.yamibuy.com/en/p/ginseng-dried-longan-lycium-barbarum-jujube-tea/1030053511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUDONGHAI,,$13.99,,,Be the first!,China,
Organic Dried Gorgon Fruit,https://www.yamibuy.com/en/p/big-green-organic-dried-gorgon-fruit/1030002431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BIG GREEN,27,$11.99,,,27,China,4.8
USDA Organic Dried Licorice Root Slice 70g,https://www.yamibuy.com/en/p/big-green-usda-organic-dried-licorice-root-slice-70g/1030011841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BIG GREEN,5,$3.69,,,5,China,5
THS Dried Shelled 113g,https://www.yamibuy.com/en/p/ths-dried-shelled-113g/1019001101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TSH,2,$4.99,,,2,United States,3
Dried Chewy Noodle w/Sauce-Rice 600g,https://www.yamibuy.com/en/p/chilkab-dried-chewy-noodle-w-sauce-rice-600g/1149002181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHILKAB,12,,$6.99,$7.99,12,Korea,4.8
Dried Red Pepper 150g,https://www.yamibuy.com/en/p/dried-red-pepper-150g/1148014361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNWAY,8,$3.69,,,8,Taiwan,4.9
Organic Dried Fruit Mango & Orange Whole Fruit Gummies  At least 95% Organic 99g,https://www.yamibuy.com/en/p/organic-dried-fruit-mango-orange-whole-fruit-gummies-at-least-95-organic-99g/1018046201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SOLELY,1,$5.59,,,1,United States,5
Dried Bamboo Shoots 56.7g,https://www.yamibuy.com/en/p/tsh-dried-bamboo-shoots-56-7g/1021017911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TSH,12,$19.99,,,12,United States,4.2
