Title,Title_link,brand-title,comment-star__count,Price,brand-variants,Headline,Field1,Field2,Field3
Philippine Dried Mango 48g,https://www.yamibuy.com/en/p/bestore-philippine-dried-mango-48g/3019043571,BESTORE,1,$6.99,,Philippine Dried Mango 48g,1,China,5
LYFEN Comprehensive Freeze-dried Fruit 25g,https://www.yamibuy.com/en/p/lyfen-comprehensive-freeze-dried-fruit-25g/3019061601,yifen,,$3.59,,LYFEN Comprehensive Freeze-dried Fruit 25g,Be the first!,China,
MARINATED DRIED TOFU CURD 12 packs 75g/pack - Vegetarian Snacks Ready to Eat  Braised Bean Curd Products,https://www.yamibuy.com/en/p/marinated-dried-tofu-curd-12-packs-75g-pack-vegetarian-snacks-ready-to-eat-braised-bean-curd-products/3019074071,NestLady,,,,MARINATED DRIED TOFU CURD 12 packs 75g/pack - Vegetarian Snacks Ready to Eat  Braised Bean Curd Products,Be the first!,United States,
Spicy Bean Dried Tofu 200g,https://www.yamibuy.com/en/p/sung-chi-spicy-bean-dried-tofu-200g/3019020601,Sung Chi,4,,,Spicy Bean Dried Tofu 200g,4,Taiwan,4
FUKANG Dried Mango 70g (Shelf life:2022/6/10),https://www.yamibuy.com/en/p/fukang-dried-mango-70g/3019055921,LIEN HAW FOODS,,,,FUKANG Dried Mango 70g (Shelf life:2022/6/10),Be the first!,Taiwan,
Dried Cranberry 100g,https://www.yamibuy.com/en/p/bestore-dried-cranberry-100g/3019054481,BESTORE,1,$6.99,,Dried Cranberry 100g,1,China,5
Ume Candied Dried Fruit Snacks 168g,https://www.yamibuy.com/en/p/ume-candied-dried-fruit-snacks-168g-3/3019065451,BE & CHEERY,,$9.90,3 Options,Ume Candied Dried Fruit Snacks 168g,Be the first!,China,
Dried Fruit - Sour Mango 120g,https://www.yamibuy.com/en/p/yuan-rong-tang-dried-fruit-sour-mango-120g/3019058051,Yuan Rong Tang,,,,Dried Fruit - Sour Mango 120g,Be the first!,Taiwan,
Freeze Dried Strawberry 50g,https://www.yamibuy.com/en/p/alor-freeze-dried-strawberry-50g/3019050231,ALOR,,,,Freeze Dried Strawberry 50g,Be the first!,Malaysia,
【China Direct Mail】BE-CHEERY Dried Lemon 65g,https://www.yamibuy.com/en/p/china-direct-mail-be-cheery-dried-lemon-65g/3019060951,BE & CHEERY,,$7.90,,【China Direct Mail】BE-CHEERY Dried Lemon 65g,Be the first!,China,
MISSION FIGS | No Added Sugar| Non GMO| Gluten Free | Kosher Certified | Vegan| Perfectly Dried 180g,https://www.yamibuy.com/en/p/nestlady-mission-figs-no-added-sugar-non-gmo-gluten-free-kosher-certified-vegan-perfectly-dried-180g/3019058931,NestLady,2,$16.99,,MISSION FIGS | No Added Sugar| Non GMO| Gluten Free | Kosher Certified | Vegan| Perfectly Dried 180g,2,United States,5
[China Direct Mail] Baicao Flavor BE-CHEERY-Dried Red Apricot 100g,https://www.yamibuy.com/en/p/china-direct-mail-baicao-flavor-be-cheery-dried-red-apricot-100g/3019060881,BE & CHEERY,1,$9.90,,[China Direct Mail] Baicao Flavor BE-CHEERY-Dried Red Apricot 100g,1,China,5
Freeze Dried Durian Yogurt Bites 30g,https://www.yamibuy.com/en/p/alor-freeze-dried-durian-yogurt-bites-30g/3019050321,ALOR,,,,Freeze Dried Durian Yogurt Bites 30g,Be the first!,Malaysia,
I 3 Fresh Freeze Dried Durian Piece  (Shelf life:2022/5/24),https://www.yamibuy.com/en/p/i-3-fresh-freeze-dried-durian-piece-30g/3019039571,i3 Fresh,2,,,I 3 Fresh Freeze Dried Durian Piece  (Shelf life:2022/5/24),2,Taiwan,4.5
Freeze-dried Strawberry Crisp Strawberry Dried Fruit Dried Fruit 30g*1,https://www.yamibuy.com/en/p/freeze-dried-strawberry-crisp-strawberry-dried-fruit-dried-fruit-30g-1/3019072941,BE & CHEERY,,$9.90,,Freeze-dried Strawberry Crisp Strawberry Dried Fruit Dried Fruit 30g*1,Be the first!,China,
Dried Turkish Apricots 250g - Fruit Snack / 100% Nature,https://www.yamibuy.com/en/p/nestlady-dried-turkish-apricots-250g/3019048851,NestLady,5,$9.90,,Dried Turkish Apricots 250g - Fruit Snack / 100% Nature,5,United States,5
Seedless Honey-flavored Dried Plum 20g,https://www.yamibuy.com/en/p/seedless-honey-flavored-dried-plum-20g/3019070161,NOBEL,,,,Seedless Honey-flavored Dried Plum 20g,Be the first!,Japan,
SLICED DRY LEMON 65g - 100% Natural Sweet and sour Dried Fruit Dried Lemon Ready to eat Fruit snack Resealable bag,https://www.yamibuy.com/en/p/sliced-dry-lemon-65g-100-natural-sweet-and-sour-dried-fruit-dried-lemon-ready-to-eat-fruit-snack-resealable-bag/3019072101,NestLady,4,,,SLICED DRY LEMON 65g - 100% Natural Sweet and sour Dried Fruit Dried Lemon Ready to eat Fruit snack Resealable bag,4,United States,4.28
Japanese Dried Sweet Seedless Plum 9 packs 45g/pack - 100% Natural healthy snacks suitable for everyone seedless plum,https://www.yamibuy.com/en/p/japanese-dried-sweet-seedless-plum-7-packs-45g-pack-100-natural-healthy-snacks-suitable-for-everyone-seedless-plum/3019074101,NestLady,,,,Japanese Dried Sweet Seedless Plum 9 packs 45g/pack - 100% Natural healthy snacks suitable for everyone seedless plum,Be the first!,United States,
FUKANG Dried Green Mango 50g (Shelf life:2022/6/10),https://www.yamibuy.com/en/p/fukang-dried-green-mango-50g/3019055901,LIEN HAW FOODS,,,,FUKANG Dried Green Mango 50g (Shelf life:2022/6/10),Be the first!,Taiwan,
Dried Jujube 200g,https://www.yamibuy.com/en/p/dried-jujube-200g/3019066181,LIEN HAW FOODS,,,,Dried Jujube 200g,Be the first!,Taiwan,
I 3 Fresh Freeze Dried Mango Piece 70g(Shelf life:2022/5/5),https://www.yamibuy.com/en/p/i-3-fresh-freeze-dried-mango-piece-70g/3019039581,i3 Fresh,4,,,I 3 Fresh Freeze Dried Mango Piece 70g(Shelf life:2022/5/5),4,Taiwan,4
Dried Cherries 88g,https://www.yamibuy.com/en/p/bestore-dried-cherries-88g/3019055091,BESTORE,,$6.99,,Dried Cherries 88g,Be the first!,China,
Dried Peaches 250g - Fruit Snack / 100% Nature,https://www.yamibuy.com/en/p/nestlady-dried-peaches-250g/3019048831,NestLady,3,,,Dried Peaches 250g - Fruit Snack / 100% Nature,3,United States,5
Dried Jujube 100g,https://www.yamibuy.com/en/p/dried-jujube-100g/3019066191,LIEN HAW FOODS,,,,Dried Jujube 100g,Be the first!,Taiwan,
Dried Fruit - Pineapple 120g (Shelf life:2022/2/25),https://www.yamibuy.com/en/p/yuan-rong-tang-dried-fruit-pineapple-120g/3019058211,Yuan Rong Tang,,,,Dried Fruit - Pineapple 120g (Shelf life:2022/2/25),Be the first!,Taiwan,
"Vegeterian Konjac Snack Spicy Flavor, 360g",https://www.yamibuy.com/en/p/weilong-hot-konjac-spicy-flavor-20pcs-360g/1019016771,WEILONG,632,$5.89,3 Options,"Vegeterian Konjac Snack Spicy Flavor, 360g",Be the first!,China,4.7
Spicy Beancurd Strip 65g,https://www.yamibuy.com/en/p/yufeng-spicy-beancurd-strip-65g/1019065211,YuFeng,177,$1.99,,Spicy Beancurd Strip 65g,177,China,4.73
Jinduigu Hand Made Tender Tofu Snack Five Spices Flavor 180g,https://www.yamibuy.com/en/p/jinduigu-hand-made-tender-tofu-snack-five-spices-flavor-180g/1019045331,Jinduigu Food,287,$2.79,5 Options,Jinduigu Hand Made Tender Tofu Snack Five Spices Flavor 180g,287,China,4.7
Hot Konjac Hot & Sour Flavor 20Pcs 360g,https://www.yamibuy.com/en/p/weilong-hot-konjac-hot-amp-sour-flavor-20pcs-360g/1019021751,WEILONG,255,$5.99,3 Options,Hot Konjac Hot & Sour Flavor 20Pcs 360g,255,China,4.7
Hotfruits Passion Fruits Popsicle (Room Temperature),https://www.yamibuy.com/en/p/hotfruits-passion-fruits-popsicle-room-temperature/1020063481,Hot Fruits,,$15.99,,Hotfruits Passion Fruits Popsicle (Room Temperature),Be the first!,China,
Kiss Burn Soybean Snacks 260g,https://www.yamibuy.com/en/p/kiss-burn-soybean-snacks-260g/1017041421,WEILONG,21,$5.29,3 Options,Kiss Burn Soybean Snacks 260g,21,China,4.6
Fig Silk 8g,https://www.yamibuy.com/en/p/zd-fig-silk/1019059951,ZD,326,,,Fig Silk 8g,326,China,4.6
LABUBU The Monsters Fruits Series Blind Box Single Box,https://www.yamibuy.com/en/p/labubu-the-monsters-fruits-series-blind-box-single-box/1028247801,POP MART,,$11.99,4 Options,LABUBU The Monsters Fruits Series Blind Box Single Box,Be the first!,China,
Fish Tofu Crab Flavor 22g*30pc,https://www.yamibuy.com/en/p/gagazui-fish-tofu-crab-flavor-22g-20pc/1019005531,GAGAZUI,407,$9.99,3 Options,Fish Tofu Crab Flavor 22g*30pc,407,China,4.2
Jinduigu Tender Tofu Mushroom Snack  Hot Flavor 180g,https://www.yamibuy.com/en/p/jinduigu-tender-tofu-mushroom-snack-hot-flavor-180g/1019045341,Jinduigu Food,149,$2.69,5 Options,Jinduigu Tender Tofu Mushroom Snack  Hot Flavor 180g,149,China,4.7
Jinduigu Hand Made Tender Tofu Snack Numbing Hot Flavor 180g,https://www.yamibuy.com/en/p/jinduigu-hand-made-tender-tofu-snack-numbing-hot-flavor-180g/1019045361,Jinduigu Food,174,$2.89,5 Options,Jinduigu Hand Made Tender Tofu Snack Numbing Hot Flavor 180g,174,China,4.8
The Meister's Fruits Tea 500ml,https://www.yamibuy.com/en/p/the-meister-s-fruits-tea-500ml/1020055121,KIRIN,8,$2.59,,The Meister's Fruits Tea 500ml,8,Japan,4.9
JINGDUIGU  Hand Made Tender Tofu Snack Pickled Pepper Flavor 180g,https://www.yamibuy.com/en/p/jinduigu-hand-made-tender-tofu-snack-pickled-pepper-flavor-180g/1019045351,Jinduigu Food,129,$2.49,5 Options,JINGDUIGU  Hand Made Tender Tofu Snack Pickled Pepper Flavor 180g,129,China,4.7
Kiss Burn(Braised Beef) 260g,https://www.yamibuy.com/en/p/kiss-burn-braised-beef-260g/1019072771,WEILONG,16,,3 Options,Kiss Burn(Braised Beef) 260g,16,China,4.8
Kiss Burn( Spicy Chicken Sauce) 260g,https://www.yamibuy.com/en/p/kiss-burn-spicy-chicken-sauce-260g/1019072761,WEILONG,19,,3 Options,Kiss Burn( Spicy Chicken Sauce) 260g,19,China,4.8
LABUBU The Monsters Fruits Series Blind Box Whole Set,https://www.yamibuy.com/en/p/labubu-the-monsters-fruits-series-blind-box-whole-set/1028247791,POP MART,,$139.00,4 Options,LABUBU The Monsters Fruits Series Blind Box Whole Set,Be the first!,China,
GGZ Shredded Vegetarian Steak(BBQ) 32g*30,https://www.yamibuy.com/en/p/ggz-shredded-vegetarian-steak-bbq-35g-30/1019051571,GAGAZUI,118,$8.99,3 Options,GGZ Shredded Vegetarian Steak(BBQ) 32g*30,118,China,4.8
Chocolate Gummy Candy Mixed Fruits Flavor 81g,https://www.yamibuy.com/en/p/meiji-chocolate-gummy-candy-mixed-fruits-flavor-81g/1018000221,MEIJI,25,$4.49,,Chocolate Gummy Candy Mixed Fruits Flavor 81g,25,Japan,4.6
Konjac Spicy Flavor Snack  252g,https://www.yamibuy.com/en/p/konjac-spicy-flavor-snack-252g/1019074711,WEILONG,1,$5.49,,Konjac Spicy Flavor Snack  252g,1,China,5
GGZ Shredded Vegetarian Steak(Spicy) 32g*30,https://www.yamibuy.com/en/p/ggz-shredded-vegetarian-steak-spicy-35g-30/1019051561,GAGAZUI,90,$8.99,3 Options,GGZ Shredded Vegetarian Steak(Spicy) 32g*30,90,China,4.8
Hawthorn Berry Jam 135g,https://www.yamibuy.com/en/p/hawthorn-berry-jam-135g/1019071571,YI-MENG RED FARM,3,$3.39,,Hawthorn Berry Jam 135g,3,China,4.7
Plum Cake Honey Flavor 80g,https://www.yamibuy.com/en/p/plum-cake-honey-flavor-80g/1019062061,UME HOUSE,51,,,Plum Cake Honey Flavor 80g,51,China,4.8
Gluten Slices 250g,https://www.yamibuy.com/en/p/gluten-slices-250g/1019062221,XIAOYAOLAOYANGJIA,6,$3.29,,Gluten Slices 250g,6,China,5
3 FLOWERS Haw Flakes 90g,https://www.yamibuy.com/en/p/xianyanghua-3-flowers-haw-flakes-90g/1019004571,XIANYANGHUA,65,$1.29,,3 FLOWERS Haw Flakes 90g,65,China,4.7
Preserved Fruit of Haw 150g,https://www.yamibuy.com/en/p/yida-preserved-fruit-of-haw-150g/1019003961,YIDA,95,$2.69,,Preserved Fruit of Haw 150g,95,China,4.9
Black Tofu Skin 40g,https://www.yamibuy.com/en/p/black-soybean-skin-40g/1019073351,WENHEYOU,6,$1.99,,Black Tofu Skin 40g,Be the first!,China,4.2
Hot Konjac Hot Flavor 20Pcs 360g,https://www.yamibuy.com/en/p/weilong-hot-konjac-hot-flavor-20pcs-360g/1019016781,WEILONG,474,$5.99,3 Options,Hot Konjac Hot Flavor 20Pcs 360g,474,China,4.8
Hawthorn Slice 100g,https://www.yamibuy.com/en/p/hawthorn-slice-100g/1019075991,BIG GREEN,3,,,Hawthorn Slice 100g,3,China,3
LIUM Prune 160g,https://www.yamibuy.com/en/p/lium-prune-160g/1019015901,LIULIUMEI,73,,,LIUM Prune 160g,73,China,4.9
Hawthorn Berry Slice 120g,https://www.yamibuy.com/en/p/big-green-hawthorn-berry-slice-120g/1019012071,BIG GREEN,238,,,Hawthorn Berry Slice 120g,238,China,4.8
Rock Sugar Preserved Plum 135g,https://www.yamibuy.com/en/p/coconut-spiral-wrap-320g/1149011031,TEN WOW,40,$4.59,,Rock Sugar Preserved Plum 135g,40,China,4.6
Veggie & Fruits Multiple Grain Powder 500g,https://www.yamibuy.com/en/p/fremr-sunshine-veggie-fruits-multiple-grain-powder-500g/1020035061,FERME SUNSHINE,4,$14.99,,Veggie & Fruits Multiple Grain Powder 500g,4,Taiwan,4.5
Salted Sliced Preserved Plum 135g,https://www.yamibuy.com/en/p/7105001/1016084861,TEN WOW,31,$4.59,,Salted Sliced Preserved Plum 135g,31,China,4.7
LIUM Preserved Plum 160g,https://www.yamibuy.com/en/p/lium-preserved-plum-160g/1019014351,LIU LIU ORCHARD,94,,,LIUM Preserved Plum 160g,94,China,4.5
Stinky Tofu 125g,https://www.yamibuy.com/en/p/stinky-tofu-125g/1019073341,WENHEYOU,,$3.59,,Stinky Tofu 125g,Be the first!,China,
Hunan Stinky Tofu 235g,https://www.yamibuy.com/en/p/hunan-stinky-tofu-235g/1019077001,XIANGMEIZI,,$8.99,,Hunan Stinky Tofu 235g,Be the first!,China,
Hunnan Stinky Tofu-Sweet&Spicy Flavor 238g,https://www.yamibuy.com/en/p/hunnan-stinky-tofu-sweet-spicy-flavor-238g/1019069431,XIANGMEIZI,,$8.99,,Hunnan Stinky Tofu-Sweet&Spicy Flavor 238g,Be the first!,China,
Hawthorn  Flakes 180g,https://www.yamibuy.com/en/p/yidai-dried-haw-piece-180g/1019004001,YIDA,68,$2.99,,Hawthorn  Flakes 180g,68,China,4.8
【Frozen】GLT Candied Haws Skewer 390g,https://www.yamibuy.com/en/p/frozen-glt-candied-haws-skewer-mix-390g/1019075631,GLT,1,,2 Options,【Frozen】GLT Candied Haws Skewer 390g,1,China,4
Hawthron Chips with Probiotics 180g,https://www.yamibuy.com/en/p/yugert-hawthron-chips-180g/1019078041,YIDA,1,$5.99,,Hawthron Chips with Probiotics 180g,1,China,5
SH Crispy Date 252g,https://www.yamibuy.com/en/p/sh-crispy-date-252g/1019053421,SIHONG,78,$4.99,,SH Crispy Date 252g,78,China,4.9
"V52 Vegetables And Fruits Drink, 600ml",https://www.yamibuy.com/en/p/biolyme-v52-vegetables-and-fruits-drink-600ml/1026002461,BIOLYME,21,$59.00,,"V52 Vegetables And Fruits Drink, 600ml",21,Taiwan,5
Haw Cheese 200g,https://www.yamibuy.com/en/p/yida-haw-cheese-200g/1019003991,YIDA,68,$2.99,,Haw Cheese 200g,68,China,4.8
Hawthorn Products 350g,https://www.yamibuy.com/en/p/hawthorn-products-350g/1019078531,YIMU,,$3.69,,Hawthorn Products 350g,Be the first!,China,
Fruits Jelly Drink Orange Flavor 150g,https://www.yamibuy.com/en/p/shirakiku-fruits-jelly-drink-orange-flavor-150g/1018006661,SHIRAKIKU,47,$1.29,10 Options,Fruits Jelly Drink Orange Flavor 150g,47,Japan,4.63
Hawthron Lollipop with Probiotics 140g,https://www.yamibuy.com/en/p/yugert-hawthron-square-on-stick-140g/1019078151,YIDA,1,$5.99,,Hawthron Lollipop with Probiotics 140g,1,China,5
Spicy Gulten Rolls 120g,https://www.yamibuy.com/en/p/spicy-gulten-rolls-120g/1019078301,WHIKO,,$3.99,,Spicy Gulten Rolls 120g,Be the first!,China,
Surimi Bean Products (Original) 22g*30,https://www.yamibuy.com/en/p/surimi-bean-products-original-22g-30/1019078201,GAGAZUI,,$9.99,,Surimi Bean Products (Original) 22g*30,Be the first!,China,
YIMENG Healthy Hawthorn Snacks Balls 280g,https://www.yamibuy.com/en/p/yimeng-healthy-hawthorn-snacks-balls-280g/1019019701,YI-MENG RED FARM,67,$3.89,,YIMENG Healthy Hawthorn Snacks Balls 280g,67,China,4.7
Black Plum 80g,https://www.yamibuy.com/en/p/black-plum-80g/1019065811,UME HOUSE,13,$4.59,,Black Plum 80g,13,China,4.9
Chan Pui Mui Preserved Plum Cake 70g,https://www.yamibuy.com/en/p/chan-pui-mui-cake-70g/1019062101,UME HOUSE,25,$4.99,,Chan Pui Mui Preserved Plum Cake 70g,25,China,4.9
Vegetarian Spicy Slices 100g,https://www.yamibuy.com/en/p/vegetarian-spicy-slices-100g/1019077841,SHERIFF TEA EGG,,$6.99,,Vegetarian Spicy Slices 100g,Be the first!,Taiwan,
Hawthorn Rolls,https://www.yamibuy.com/en/p/hawthorn-rolls/1019064361,YI-MENG RED FARM,22,$3.69,,Hawthorn Rolls,22,China,4.9
Hawthron Jelly Sheet 300g,https://www.yamibuy.com/en/p/hawthron-jelly-sheet-300g/1019078191,YIDA,,$2.89,,Hawthron Jelly Sheet 300g,Be the first!,China,
Fiber Hawthron Chips 208g,https://www.yamibuy.com/en/p/fiber-hawthron-chips-208g/1019078171,YIDA,1,,,Fiber Hawthron Chips 208g,1,China,5
Whole Water Chestnut 20oz,https://www.yamibuy.com/en/p/whole-water-chestnut-20oz/1019078071,MALING,,$3.99,,Whole Water Chestnut 20oz,Be the first!,China,
【Limited Time Buy 1 Get 1 Free】Hawthorn Berry Jam Sweet 250g,https://www.yamibuy.com/en/p/hawthorn-berry-jam-sweet-250g/1019064591,BIG GREEN,17,,,【Limited Time Buy 1 Get 1 Free】Hawthorn Berry Jam Sweet 250g,17,China,4.8
Premium Plum Meat 85g,https://www.yamibuy.com/en/p/premium-plum-meat-85g/1019075261,PLUM VILLAGE,,$6.49,,Premium Plum Meat 85g,Be the first!,Taiwan,
Green Fragrant Concubine Raisins 450g,https://www.yamibuy.com/en/p/green-fragrant-concubine-raisins-450g-box/1019075701,MR FANG'S STORE,,$17.99,,Green Fragrant Concubine Raisins 450g,Be the first!,China,
Hawthorn Products 350g,https://www.yamibuy.com/en/p/hawthorn-products-350g/1019078521,YIMU,,$3.69,,Hawthorn Products 350g,Be the first!,China,
Fiber Hawthron Jelly Roll 208g,https://www.yamibuy.com/en/p/fiber-hawthron-jelly-roll-208g/1019078161,YIDA,2,,,Fiber Hawthron Jelly Roll 208g,2,China,5
Lemon Plum Slice 120g,https://www.yamibuy.com/en/p/lemon-plum-slice-120g/1019065841,UME HOUSE,2,,,Lemon Plum Slice 120g,2,China,4.5
Gotan Peel 125g,https://www.yamibuy.com/en/p/gotan-peel-125g/1019071421,yifen,3,$2.09,,Gotan Peel 125g,3,China,5
Lactobacillus Hawthorn Roll,https://www.yamibuy.com/en/p/lactobacillus-hawthorn-roll/1019077221,YIDA,2,$5.99,,Lactobacillus Hawthorn Roll,2,China,4
Spicy Konjac Snacks 108g,https://www.yamibuy.com/en/p/spicy-konjac-snacks-108g/1019078311,WHIKO,,$3.39,,Spicy Konjac Snacks 108g,Be the first!,China,
Fiber Hawthron Sticks 208g,https://www.yamibuy.com/en/p/fiber-hawthron-sticks-208g/1019078181,YIDA,1,,,Fiber Hawthron Sticks 208g,1,China,5
Hawthron Rolls with Probiotics 180g,https://www.yamibuy.com/en/p/yugert-hawthron-roll-180g/1019078031,YIDA,1,$5.99,,Hawthron Rolls with Probiotics 180g,1,China,5
Oats Thousand Crisp 120g TW,https://www.yamibuy.com/en/p/oats-thousand-crisp-120g-tw/1019078471,GOOD APPETITE,,$2.99,,Oats Thousand Crisp 120g TW,Be the first!,Taiwan,
Salted Black Plum 190g,https://www.yamibuy.com/en/p/ten-wow-salted-black-plum-190g/1019010701,TEN WOW,47,$5.99,,Salted Black Plum 190g,47,China,4.7
Preserved Plum 115g,https://www.yamibuy.com/en/p/qiao-preserved-plum-115g/1019066531,TEN WOW,9,$4.59,,Preserved Plum 115g,9,China,5
Liquorice Lemon 140g,https://www.yamibuy.com/en/p/choi-heong-yuen-liquorice-lemon-140g/1019004511,Choi Heong Yuen Bakery,8,$4.99,2 Options,Liquorice Lemon 140g,8,Macao,3.5
Xiuzhen Mushroom Chips 55g,https://www.yamibuy.com/en/p/xiuzhen-mushroom-chips-55g/1019078411,HOLIJI,,$7.49,,Xiuzhen Mushroom Chips 55g,Be the first!,Taiwan,
Banana Chips 250g,https://www.yamibuy.com/en/p/banana-chips-250g/1019078481,MINH PHAT,,$2.69,,Banana Chips 250g,Be the first!,Vietnam,
No. 1 Golden Mango Meat 58g,https://www.yamibuy.com/en/p/yifen-no-1-golden-mango-meat-58g/1019028081,yifen,12,,,No. 1 Golden Mango Meat 58g,12,China,4.7
jubes Nata De Coco Lychee Flavor 360g,https://www.yamibuy.com/en/p/wong-coco-jubes-nata-de-coco-lychee-flavor-360g/1019005261,WONG COCO,17,$1.89,4 Options,jubes Nata De Coco Lychee Flavor 360g,17,China,4.8
Vegetable Chips 65g,https://www.yamibuy.com/en/p/vegetable-chips-65g/1019078401,HOLIJI,,,,Vegetable Chips 65g,Be the first!,Taiwan,
Hawthorn Berry Ball 170g,https://www.yamibuy.com/en/p/big-green-hawthorn-berry-ball-170g/1019012051,BIG GREEN,81,$2.99,,Hawthorn Berry Ball 170g,81,China,4.6
