Product_Name,Brand,Price,Option,Rate,Origin,Reviews,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Pocky Excellent Chocolate Cream Biscuit Sticks 88.5g,glico,3.99,No,4.5,Japan,4,Yami,Pastries,25,50,99.75
TIVOLINA Akai Bohshi KUKKIA Whipped Chocolate Milk Sandwiched with Cookie 93.6g*12pcs,akaibohshi,5.99,5 Options,4.8,Japan,4,Yami,Pastries,200,800,1198
Soda Craker Cheese Flavor 128g,bestore,2.39,No,5,Mainland China,2,Yami,Pastries,25,50,59.75
One Piece Cookie 52g,furuta,2.49,No,4.1,Japan,8,Yami,Pastries,25,50,62.25
Egg Biscuit 120g,yimudiggua,2.89,No,5,Mainland China,2,Yami,Pastries,400,1600,1156
Petit Gateau Gift Box 15pcs,nakayama,18.99,4 Options,5,Japan,2,Yami,Pastries,400,1600,7596
Cream Wafer Pack Coconut Flavor 400g,imei,4.19,No,0,Taiwan,0,Yami,Pastries,400,1600,1676
Cream Wafer Pack Peanut Flavor 400g,imei,4.19,No,3,Taiwan,2,Yami,Pastries,400,1600,1676
Creamy Sandwich Cookie 72g,crown,1.89,No,4.5,Korea,6,Yami,Pastries,400,1600,756
Deka Mini Wafer Bites Matcha 200g,jans,2.59,No,3.8,Indonesia,4,Yami,Pastries,400,1600,1036
SHANGHAI WanNianQing Crisp Biscuit  400g,baichen,4.49,2 Options,4.5,Mainland China,10,Yami,Pastries,300,1200,1347
Pocky Chocolate Cream Covered Biscuit Sticks 75g,glico,2.49,No,4.7,Japan,21,Yami,Pastries,200,800,498
SANKIO Sweetheart Cake 300g,Unclear,3.49,No,3.4,Mainland China,10,Yami,Pastries,400,1600,1396
Coconut Town Coconut  Wafer Roll 150g,Unclear,3.99,No,5,Mainland China,2,Yami,Pastries,400,1600,1596
SHANGHAIPretzel Soda Biscuit 300g,sanniu,3.59,No,3.8,Mainland China,17,Yami,Pastries,400,1600,1436
Petit Potato Chips Edamame Flavor 36g,bourbon,1.69,No,0,Japan,0,Yami,Pastries,25,50,42.25
Original Rice Cake Cookie 12pc 258g,cw,5.29,No,4.3,Korea,140,Yami,Pastries,1000,4000,5290
French Cookie Strawberry Flavor 142g,bourbon,4.99,No,0,Japan,0,Yami,Pastries,25,50,124.75
Crepes Oriental 230g,garden,7.79,No,4,Hong Kong,3,Yami,Pastries,25,50,194.75
Lactobacillus Chocolate Cookie 15pcs,glico,2.69,No,5,Japan,13,Yami,Pastries,200,800,538
Money Cookies 6pk,jkc,35.99,No,5,Taiwan,1,Yami,Pastries,400,1600,14396
Salty Cheese Biscuit 230g,xinaolai,3.29,No,5,Mainland China,6,Yami,Pastries,400,1600,1316
Cheese Salt Cookie 230g,maizhao,2.99,No,4.6,Mainland China,11,Yami,Pastries,400,1600,1196
Rose With Honey Flower Cake 320g,huamuzi,8.99,7 Options,4.6,Mainland China,28,Yami,Pastries,400,1600,3596
Rose With Cheese Flower Cake 320g,huamuzi,8.99,7 Options,4.7,Mainland China,38,Yami,Pastries,400,1600,3596
Soda Fermented Crispy Biscut Vegetable 200g,tys,3.49,No,0,Mainland China,0,Yami,Pastries,400,1600,1396
Instant Biscuits-Sesame 53g,yipaoerhu,2.39,No,0,Mainland China,0,Yami,Pastries,400,1600,956
YASUDA GYUNYU Galette Milk Cookie 200g,asakusaya foods,9.99,No,0,Japan,0,Yami,Pastries,25,50,249.75
Platinum Sweet Potato Tart 6pc 144g,takuma,7.99,No,5,Mainland China,1,Yami,Pastries,400,1600,3196
Rich Aroma Dark  Chocolate Cookie 115g,franzzi,1.99,No,3.9,Mainland China,7,Yami,Pastries,200,800,398
Petit Brown Sugar Kinako Wafer 42g,bourbon,1.49,7 Options,5,Japan,3,Yami,Pastries,25,50,37.25
Cheese Chocolate Cookie 126g,franzzi,3.99,No,5,Mainland China,2,Yami,Pastries,200,800,798
Lemon Cream Puff 12Packs,khong guan,2.99,No,4.5,Singapore,6,Yami,Pastries,400,1600,1196
SHITTORI Bar (Natural Cheese) 135g,sho-bi,7.69,No,5,Japan,1,Yami,Pastries,400,1600,3076
UDK Mixed Cookie,ajichibean,3.29,No,4,Mainland China,1,Yami,Pastries,300,1200,987
WA Financier With Wrapping 215g,igetado,18.99,No,5,Japan,1,Yami,Pastries,400,1600,7596
All Osatsu 100g,tohato,2.89,No,0,Japan,0,Yami,Pastries,400,1600,1156
?€?Frozen?€?Rose Cake 420g,dao xiang cun,7.99,No,4,Mainland China,1,Yami,Pastries,400,1600,3196
French Cookie Cocoa Flavor 144g,lifang,21.99,3 Options,0,Taiwan,0,Yami,Pastries,400,1600,8796
Maple Syrup Walnut Cereal Biscuits 15pc,asahi,8.99,5 Options,4.5,Japan,2,Yami,Pastries,25,50,224.75
Marie Sand Cookie Afternoon Tea Lemon Tea Sandwich Cookies Limited Edition 8pcs,morinaga,3.59,No,0,Japan,0,Yami,Pastries,400,1600,1436
FENGDAN Taiwanese Crispy Biscuit Filled with Nougat 144g,favor desserts,11.99,No,3.2,Taiwan,6,Yami,Pastries,200,800,2398
Petit Cookie Caviar Butter Flavor 22g,bourbon,1.69,No,4.3,Japan,3,Yami,Pastries,25,50,42.25
Hakodate Namachoco Cookie 255g,showa,8.99,No,5,Japan,1,Yami,Pastries,400,1600,3596
Country Maam Vanilla & Matcha Latte Flavor Cookie 19pcs,fujiya,6.99,No,4,Japan,1,Yami,Pastries,200,800,1398
PANPAN Waffles Milk Flavor 168g,asia foods,3.99,No,4,Mainland China,3,Yami,Pastries,200,800,798
Korean Crown Ric Big Pie with Chocolate and Strawberry  216g,natural story,3.49,No,4.3,Korea,0,Yami,Pastries,400,1600,1396
Crispy Stick-Chocolate 135g,orion,3.49,No,4.5,Korea,2,Yami,Pastries,400,1600,1396
Pepero Biscuit BIG Stick 162g,lotte korea,4.69,No,5,Korea,2,Yami,Pastries,400,1600,1876
Deka Choco-Banana Crisp Crepes 90g,jans,1.49,No,4,United States,3,Yami,Pastries,400,1600,596
Mini Churros 139g,crown,2.29,No,0,Korea,0,Yami,Pastries,400,1600,916
Seasoned Pretzel Snack BBQ 85g,samjin,1.79,No,2.5,Korea,2,Yami,Pastries,400,1600,716
Mini Rumando Matcha Roll 141g,bourbon,5.49,No,0,Japan,0,Yami,Pastries,25,50,137.25
Party Wafers Orange 250g,elledi,4.29,No,0,Itlay,0,Yami,Pastries,400,1600,1716
Chocolate Snack Bar 61.6g,morinaga,3.29,No,0,Japan,0,Yami,Pastries,400,1600,1316
Asian Heritage Month - Korea Box - Best Sellers Edition,other brands,49.99,No,0,Unclear,0,Yami,Pastries,400,1600,19996
Potato Cracker 160g,biostar pororo,1.69,No,5,Korea,13,Yami,Pastries,300,1200,507
Multigrain Shortbread Black Grain Crackers 160g,yifen,4.59,2 Options,4.7,Mainland China,27,Yami,Pastries,400,1600,1836
Sweetheart Pastry 370g,lejinji,4.99,No,4.3,Mainland China,19,Yami,Pastries,400,1600,1996
Leaven Biscuit 768g,zhenghongfu,8.99,No,5,Mainland China,1,Yami,Pastries,400,1600,3596
Gortigori Choco Flake  27g,morinaga,2.59,No,3,Japan,1,Yami,Pastries,400,1600,1036
Rice Cracker Soy Sauce Flavor 27g,bourbon,1.49,No,4.7,Japan,3,Yami,Pastries,25,50,37.25
Mini Cookie Choco Flavor 56g,bourbon,1.59,No,5,Japan,2,Yami,Pastries,25,50,39.75
Milk Tea Flavor Lucky Biscuit 370g,awastea,9.99,No,0,Taiwan,0,Yami,Pastries,400,1600,3996
Nougat Rice Cookie Set 12pcs Classic Flavor,js,22.99,No,5,Taiwan,2,Yami,Pastries,400,1600,9196
Dracula Yogurt Flavor Cake Raisin Filling 135g,dracula,3.59,No,4,Mainland China,11,Yami,Pastries,400,1600,1436
Dracula Yogurt Flavor Cake Cranberry Filling 135g,dracula,3.59,No,4.9,Mainland China,18,Yami,Pastries,400,1600,1436
Cheese Flavored Wafer Biscuits 200g,richeese,3.99,No,3.8,Indonesia,8,Yami,Pastries,400,1600,1596
Japanese Biscuits 203g,ddung,3.99,No,5,Mainland China,1,Yami,Pastries,400,1600,1596
Country Ma'am Vanilla & Green Tea Uji-Kintoki Cookies,fujiya,3.29,No,4.3,Japan,16,Yami,Pastries,200,800,658
Kuma Chestnut Cookies 133g,fujiya,4.99,No,4.6,Japan,15,Yami,Pastries,200,800,998
Konjac Potato Biscuit Barbecue Flavor 66g,asahi,5.99,No,4.5,Japan,4,Yami,Pastries,300,1200,1797
Seasonal French Rice Cake Gift Box,fukuoka,9.99,No,5,Japan,2,Yami,Pastries,25,50,249.75
Okinawa Beniimo Chocolat Sand Pie 12pcs 2.96oz,okina,9.99,No,5,Japan,5,Yami,Pastries,400,1600,3996
Sweet Crisp Sandwich Biscuits Strawberry Yogurt Flavor 80g,master kong,1.59,2 Options,4.7,Mainland China,28,Yami,Pastries,400,1600,636
Sweet Crisp Sandwich Biscuits Lemon Flavor 80g,master kong,1.59,2 Options,5,Mainland China,11,Yami,Pastries,400,1600,636
LEBA Breakfast Biscuits Original Flavor 500g,yueding,5.59,2 Options,5,Mainland China,1,Yami,Pastries,400,1600,2236
DINGDONGXIONG Fresh Milk Cookie 800g,docim,13.99,No,4.9,Mainland China,77,Yami,Pastries,800,3200,11192
Volcano Cookie Egg & Coconut Flavor 100g,sable,4.29,No,4.8,Mainland China,9,Yami,Pastries,400,1600,1716
Biscuits Soy Milk Flavor 260g,beatles,4.99,No,5,Mainland China,1,Yami,Pastries,25,50,124.75
Pocky Double Rich Stick Matcha Flavor 60g,glico,2.49,No,4.8,Japan,52,Yami,Pastries,400,1600,996
Baked Wheat Crackers Levain Classical Hokkaido Chizu 92g,ybc,3.79,No,4.6,Japan,23,Yami,Pastries,400,1600,1516
TK FOOD Black Pepper Salted Egg Yolk Cookies 100g,tkfood,2.99,No,4.1,Taiwan,7,Yami,Pastries,400,1600,1196
Choco Anpan Rusk 42g,bourbon,1.89,No,4.3,Japan,18,Yami,Pastries,300,1200,567
Salty Maple Butter Biscuits 14pc,morinaga,3.39,No,4.4,Japan,37,Yami,Pastries,400,1600,1356
Choice Cookie 113g,morinaga,3.69,No,5,Japan,1,Yami,Pastries,400,1600,1476
Mire Biscuit Honey Cream Flavor 115g,nomura,4.29,No,4.6,Japan,5,Yami,Pastries,400,1600,1716
Almond Cake 226g,fragance,3.99,No,4.9,Hong Kong,8,Yami,Pastries,25,50,99.75
Flower Cake Rose Durian Flavor 210g,xiangguan,3.69,4 Options,4.6,Mainland China,51,Yami,Pastries,400,1600,1476
WANWEI Crispy Sesame Cookies 200g,taiwan nice,3.79,No,4,Taiwan,5,Yami,Pastries,400,1600,1516
TDG Egg Boro Biscuits Original 130g,toko,2.39,No,5,Japan,4,Yami,Pastries,400,1600,956
KUAI KUAI Peacock Biscuit Coconut Crunch Flavor 100g,kwan,1.99,No,4.4,Taiwan,7,Yami,Pastries,400,1600,796
Seweed Cookies 200g,jingyizhen,4.29,2 Options,4.6,Mainland China,11,Yami,Pastries,400,1600,1716
TK FOOD Sha Cha Pepper Shrimp Cookies 150g,tkfood,4.99,10 Options,4.7,Taiwan,10,Yami,Pastries,400,1600,1996
ANPANMAN Hiragana Biscuit 3.8oz,fujiya,5.99,No,4.3,Japan,11,Yami,Pastries,25,50,149.75
Charming Cheese Cream Biscuit Lemon Flavor 360g,crown,4.29,No,4.9,Korea,41,Yami,Pastries,200,800,858
Petit Vanilla Cracker 45g,bourbon,1.79,No,4.8,Japan,6,Yami,Pastries,25,50,44.75
Cereal Stand Packs 191g,ybc,3.99,No,4,Japan,5,Yami,Pastries,400,1600,1596
Milk Tea Nougat Cookie 120g,bamboo house,7.99,No,0,Taiwan,0,Yami,Pastries,400,1600,3196
Yogurt Chocolate Cookie 58g,franzzi,1.49,No,4.5,Mainland China,11,Yami,Pastries,400,1600,596
Koala Cookie Choco Banana 41g,lotte japan,1.29,No,4.7,Japan,3,Yami,Pastries,400,1600,516
Baked Wheat Biscuit (Takenokonosato) 70g,meiji,3.29,No,5,Japan,1,Yami,Pastries,400,1600,1316
Ball Cake Original 60g,want want,1.99,No,4.9,Taiwan,58,Yami,Pastries,400,1600,796
Jasmine Stuffing Flowers Pastry 240g,hua le shi jia,5.49,3 Options,4.6,Mainland China,25,Yami,Pastries,400,1600,2196
Flax Seed Biscuit 130g,natural,3.79,No,4.5,Taiwan,12,Yami,Pastries,400,1600,1516
SIX FORTUNE Energy Bar Black Sesame Flavor 130g,liufu,3.29,No,4.9,Mainland China,21,Yami,Pastries,400,1600,1316
CHANGSONG Brown Sugar Flavored Bake Cookies120g,taiwanchangsong,3.29,2 Options,4.7,Taiwan,3,Yami,Pastries,400,1600,1316
FUYISHAN Spicy Crackers 340g,fu yishan,7.89,No,4.6,Taiwan,9,Yami,Pastries,200,800,1578
FUYISHAN Fresh Milk Crackers 320g,fu yishan,7.99,6 Options,5,Taiwan,1,Yami,Pastries,200,800,1598
FUYISHAN Lemon Crackers 200g,fu yishan,5.29,6 Options,4.9,Taiwan,25,Yami,Pastries,200,800,1058
Flax Kernel Soda Crackers Buckwheat Shallots 168g,natural,3.79,No,4.9,Taiwan,19,Yami,Pastries,400,1600,1516
Sea Salt Soda Cracker Gift Box 378g,natural,14.99,No,5,Taiwan,0,Yami,Pastries,400,1600,5996
Pocky Strawberry Chocolate Stick 15pcs,glico,16.99,4 Options,5,Japan,5,Yami,Pastries,25,50,424.75
Pocky Yubari Melon Pocky Stick 15pcs,glico,16.99,4 Options,5,Japan,13,Yami,Pastries,200,800,3398
Malaysia Asteros Roll Heart Cake Chocolate Flavor 40g,o-mac,0.99,3 Options,4.4,Malaysia,26,Yami,Pastries,400,1600,396
Biscuits 100g,er tong le,1.39,No,4.3,Mainland China,41,Yami,Pastries,200,800,278
Kitty Cracker Five Spices Flaovr 138g,wolong,2.29,2 Options,4.6,Mainland China,44,Yami,Pastries,400,1600,916
DALI HAOCHIDIAN Walnut Biscuit 208g,daligroup,3.89,3 Options,4.7,Mainland China,38,Yami,Pastries,200,800,778
Pocky Excellent Chocolate Cream Biscuit Sticks 88.5g,glico,3.99,No,4.5,Japan,4,Yami,Pastries,25,50,99.75
TIVOLINA Akai Bohshi KUKKIA Whipped Chocolate Milk Sandwiched with Cookie 93.6g*12pcs,akaibohshi,5.99,5 Options,4.8,Japan,4,Yami,Pastries,200,800,1198
Soda Craker Cheese Flavor 128g,bestore,2.39,No,5,Mainland China,2,Yami,Pastries,25,50,59.75
One Piece Cookie 52g,furuta,2.49,No,4.1,Japan,8,Yami,Pastries,25,50,62.25
Egg Biscuit 120g,yimudiggua,2.89,No,5,Mainland China,2,Yami,Pastries,400,1600,1156
Petit Gateau Gift Box 15pcs,nakayama,18.99,4 Options,5,Japan,2,Yami,Pastries,400,1600,7596
Cream Wafer Pack Coconut Flavor 400g,imei,4.19,No,0,Taiwan,0,Yami,Pastries,400,1600,1676
Cream Wafer Pack Peanut Flavor 400g,imei,4.19,No,3,Taiwan,2,Yami,Pastries,400,1600,1676
Creamy Sandwich Cookie 72g,crown,1.89,No,4.5,Korea,6,Yami,Pastries,400,1600,756
Deka Mini Wafer Bites Matcha 200g,jans,2.59,No,3.8,Indonesia,4,Yami,Pastries,400,1600,1036
SHANGHAI WanNianQing Crisp Biscuit  400g,baichen,4.49,2 Options,4.5,Mainland China,10,Yami,Pastries,300,1200,1347
Pocky Chocolate Cream Covered Biscuit Sticks 75g,glico,2.49,No,4.7,Japan,21,Yami,Pastries,200,800,498
SANKIO Sweetheart Cake 300g,Unclear,3.49,No,3.4,Mainland China,10,Yami,Pastries,400,1600,1396
Coconut Town Coconut  Wafer Roll 150g,Unclear,3.99,No,5,Mainland China,2,Yami,Pastries,400,1600,1596
SHANGHAIPretzel Soda Biscuit 300g,sanniu,3.59,No,3.8,Mainland China,17,Yami,Pastries,400,1600,1436
Yamazaki Biscuits Levin Classical 6pcs,ybc,4.79,No,4,Japan,1,Yami,Pastries,400,1600,1916
French Cookies Taro 85g,hsufuchi,2.29,No,3.8,Hong Kong,6,Yami,Pastries,400,1600,916
Pepero Biscuit Stick White Chocolate 32g,lotte korea,1.49,5 Options,4.3,Korea,11,Yami,Pastries,400,1600,596
SHENG Coconut Cream Cookies 180g,trikofoods,2.99,No,4.6,Unclear,13,Yami,Pastries,400,1600,1196
HS KERK ASST BISCUIT SWEETTIME,hs kerk,5.89,2 Options,4,Mainland China,2,Yami,Pastries,400,1600,2356
77 New Wafer Pie White Chocolate Blueberry Wafer Pie 234g,hunya foods,4.99,No,4.5,Taiwan,11,Yami,Pastries,400,1600,1996
Salted Egg Flavor Yolk Wafers,Unclear,5.99,No,4.6,Mainland China,5,Yami,Pastries,400,1600,2396
Extra Light Cream Crackers 596g,khong guan,5.99,No,0,Singapore,0,Yami,Pastries,400,1600,2396
YUEN LONG Chinese Cookie 600g,wing wah,10.99,No,5,Hong Kong,4,Yami,Pastries,400,1600,4396
Whole Wheat Digestive Crackers 300g,pally,2.29,No,4.4,Mainland China,9,Yami,Pastries,400,1600,916
Soy Milk Flavor Wafers,Unclear,5.99,No,5,Mainland China,2,Yami,Pastries,400,1600,2396
Chocolate Hand-Made Biscuit 40g,tianpeng,0.99,No,3.6,Taiwan,16,Yami,Pastries,400,1600,396
Matcha Cigarette Cookie 14g,orion,1.49,No,2.8,Korea,5,Yami,Pastries,400,1600,596
Biscuits Milk Flavor 80g,master kong,1.59,2 Options,4.9,Mainland China,10,Yami,Pastries,400,1600,636
Pokemon Chocolate Cookie 52g,furuta,1.89,No,0,Japan,0,Yami,Pastries,200,800,378
Salty Lychee Mini Chocolate Wafer 127g,nestle,7.99,No,5,Japan,1,Yami,Pastries,400,1600,3196
Pocky Cocoa Biscuit Stick 10pack,glico,7.99,No,4.6,Japan,5,Yami,Pastries,25,50,199.75
Avocado Biscuits 40g,glico,3.59,2 Options,4,Japan,2,Yami,Pastries,200,800,718
SAN FIGARO Assorted Cookie 170g,sanritsu,6.99,No,0,Japan,0,Yami,Pastries,400,1600,2796
YASUDA GYUNYU Galette Milk Cookie 200g,asakusaya foods,9.99,No,0,Japan,0,Yami,Pastries,25,50,249.75
Platinum Sweet Potato Tart 6pc 144g,takuma,7.99,No,5,Mainland China,1,Yami,Pastries,400,1600,3196
Rich Aroma Dark  Chocolate Cookie 115g,franzzi,1.99,No,3.9,Mainland China,7,Yami,Pastries,200,800,398
Petit Brown Sugar Kinako Wafer 42g,bourbon,1.49,7 Options,5,Japan,3,Yami,Pastries,25,50,37.25
Cheese Chocolate Cookie 126g,franzzi,3.99,No,5,Mainland China,2,Yami,Pastries,200,800,798
Lemon Cream Puff 12Packs,khong guan,2.99,No,4.5,Singapore,6,Yami,Pastries,400,1600,1196
SHITTORI Bar (Natural Cheese) 135g,sho-bi,7.69,No,5,Japan,1,Yami,Pastries,400,1600,3076
UDK Mixed Cookie,ajichibean,3.29,No,4,Mainland China,1,Yami,Pastries,300,1200,987
WA Financier With Wrapping 215g,igetado,18.99,No,5,Japan,1,Yami,Pastries,400,1600,7596
All Osatsu 100g,tohato,2.89,No,0,Japan,0,Yami,Pastries,400,1600,1156
?€?Frozen?€?Rose Cake 420g,dao xiang cun,7.99,No,4,Mainland China,1,Yami,Pastries,400,1600,3196
French Cookie Cocoa Flavor 144g,lifang,21.99,3 Options,0,Taiwan,0,Yami,Pastries,400,1600,8796
Maple Syrup Walnut Cereal Biscuits 15pc,asahi,8.99,5 Options,4.5,Japan,2,Yami,Pastries,25,50,224.75
Marie Sand Cookie Afternoon Tea Lemon Tea Sandwich Cookies Limited Edition 8pcs,morinaga,3.59,No,0,Japan,0,Yami,Pastries,400,1600,1436
FENGDAN Taiwanese Crispy Biscuit Filled with Nougat 144g,favor desserts,11.99,No,3.2,Taiwan,6,Yami,Pastries,200,800,2398
Petit Cookie Caviar Butter Flavor 22g,bourbon,1.69,No,4.3,Japan,3,Yami,Pastries,25,50,42.25
Hakodate Namachoco Cookie 255g,showa,8.99,No,5,Japan,1,Yami,Pastries,400,1600,3596
Country Maam Vanilla & Matcha Latte Flavor Cookie 19pcs,fujiya,6.99,No,4,Japan,1,Yami,Pastries,200,800,1398
PANPAN Waffles Milk Flavor 168g,asia foods,3.99,No,4,Mainland China,3,Yami,Pastries,200,800,798
Korean Crown Ric Big Pie with Chocolate and Strawberry  216g,natural story,3.49,No,4.3,Korea,3,Yami,Pastries,400,1600,1396
Crispy Stick-Chocolate 135g,orion,3.49,No,4.5,Korea,2,Yami,Pastries,400,1600,1396
Pepero Biscuit BIG Stick 162g,lotte korea,4.69,No,5,Korea,2,Yami,Pastries,400,1600,1876
Deka Choco-Banana Crisp Crepes 90g,jans,1.49,No,4,United States,3,Yami,Pastries,400,1600,596
Mini Churros 139g,crown,2.29,No,0,Korea,0,Yami,Pastries,400,1600,916
Seasoned Pretzel Snack BBQ 85g,samjin,1.79,No,2.5,Korea,2,Yami,Pastries,400,1600,716
Mini Rumando Matcha Roll 141g,bourbon,5.49,No,0,Japan,0,Yami,Pastries,25,50,137.25
Party Wafers Orange 250g,elledi,4.29,No,0,Itlay,0,Yami,Pastries,400,1600,1716
Chocolate Snack Bar 61.6g,morinaga,3.29,No,0,Japan,0,Yami,Pastries,400,1600,1316
Asian Heritage Month - Korea Box - Best Sellers Edition,other brands,49.99,No,0,Unclear,0,Yami,Pastries,400,1600,19996
Potato Cracker 160g,biostar pororo,1.69,No,5,Korea,13,Yami,Pastries,300,1200,507
Multigrain Shortbread Black Grain Crackers 160g,yifen,4.59,2 Options,4.7,Mainland China,27,Yami,Pastries,400,1600,1836
NIJI NO TAMATEBAKO Rick Snacks Gift Set 90g,honda,22.99,No,4,Japan,1,Yami,Pastries,400,1600,9196
Banana Avocado Crisp 300g,sanweisuwu,23.99,No,0,Mainland China,0,Yami,Pastries,400,1600,9596
Rolls Cheese Flavor 180g,richeese,4.49,No,4.9,Indonesia,52,Yami,Pastries,400,1600,1796
Hello Panda Biscuit with Strawberry Filling 258g,meiji,5.39,No,4.3,Japan,3,Yami,Pastries,400,1600,2156
Gosomi Cookie Sesame Flavor 80g,orion,1.69,No,4.8,Korea,4,Yami,Pastries,400,1600,676
Hello Kitty Yori Soymilk Cookie Biscuit 90g,hokuriku,4.99,No,0,Japan,0,Yami,Pastries,400,1600,1996
Cookies Egg Flavor,coco,4.29,No,4,Thailand,1,Yami,Pastries,200,800,858
5 Grain Cookie 288g,crown,5.99,No,5,Korea,1,Yami,Pastries,400,1600,2396
Pepero Biscuit Stick Nude Cheese and Choco Cookie 135g,lotte korea,4.29,No,3.6,Korea,5,Yami,Pastries,400,1600,1716
Tsuki Cookie Yuzu Butter Flavor 27pcs 189g,kyoto,15.99,No,4,Japan,1,Yami,Pastries,400,1600,6396
OSHOYUYASANNO TSUKEYAKI SHINMOTSU Rice Snack 420g 38pc,sekiguchi jyouzou,18.99,No,5,Japan,1,Yami,Pastries,400,1600,7596
Wheat Cracker Sesame Flavor 399g,mitiaoxiong,5.59,No,5,Mainland China,1,Yami,Pastries,400,1600,2236
Asian Heritage Month - Japan Box - Best Sellers Edition,other brands,49.99,No,5,Unclear,2,Yami,Pastries,400,1600,19996
DXC Sesame Slice 160g,dao xiang cun,4.99,No,4.8,Mainland China,32,Yami,Pastries,200,800,998
Cranberry Cookies 90g,feierxue,2.89,No,3,Mainland China,1,Yami,Pastries,200,800,578
Biscuit Original Flavor 118g,suqi,2.49,2 Options,5,Mainland China,1,Yami,Pastries,400,1600,996
Handmade Butter Cookies 14pc,bourbon,2.49,No,4.8,Japan,19,Yami,Pastries,300,1200,747
Rose With Matcha Flower Cake 320g,huamuzi,8.99,7 Options,4.7,Mainland China,24,Yami,Pastries,400,1600,3596
Sandwish Biscuit Chocolate Flavor 466g,oreo,7.99,No,5,Mainland China,2,Yami,Pastries,400,1600,3196
Taiwan Red Quinoa Grain Bar 68g,djulis,13.99,No,5,Taiwan,3,Yami,Pastries,200,800,2798
Nougat Rice Cookie Set 12pcs Fruity Flavor,js,22.99,No,5,Taiwan,1,Yami,Pastries,400,1600,9196
Honey Cake Biscuit 100g,feedmi,6.99,No,4.3,Taiwan,3,Yami,Pastries,200,800,1398
Roasted Gluten Five Flavors 26g*20,dbxs,5.69,No,4.4,Mainland China,14,Yami,Pastries,400,1600,2276
Latte Pancake 320g,fu yishan,7.49,No,5,Taiwan,1,Yami,Pastries,200,800,1498
Brown Sugar Biscuits 258g,ddung,3.99,No,4.8,Mainland China,6,Yami,Pastries,400,1600,1596
Koala's March Chocolate 37g,lotte japan,1.19,No,4.9,Japan,15,Yami,Pastries,400,1600,476
ENLIEN Tongue Shaped Cake 280g,ease taste,4.99,No,4.1,Taiwan,14,Yami,Pastries,400,1600,1996
Chocoboy Snack 144g,orion,3.29,No,4.6,Korea,11,Yami,Pastries,400,1600,1316
Egg Cookie 3pc 180g,cw,2.99,No,4.8,Korea,8,Yami,Pastries,400,1600,1196
Furano Melon Cookies,kitami suzuki,9.99,No,0,Japan,0,Yami,Pastries,400,1600,3996
Milk Cookie Milk Flavor,milk 17,8.99,2 Options,4.8,Taiwan,13,Yami,Pastries,400,1600,3596
LEBA Breakfast Biscuits Milk Flavor 500g,yueding,5.59,2 Options,5,Mainland China,1,Yami,Pastries,400,1600,2236
Egg Yolk Cookies 100g,beatles,3.29,No,0,Mainland China,0,Yami,Pastries,25,50,82.25
Purple Heart Crisp 238g,yifen,3.99,No,4.2,Mainland China,4,Yami,Pastries,400,1600,1596
Multi Grain Crackers Seawd Flavor 100g,yikoutian,3.79,2 Options,5,Taiwan,6,Yami,Pastries,400,1600,1516
Mini Cookies Salted Egg Yolk Flavor 80g,moranca,3.89,2 Options,4.8,Mainland China,245,Yami,Pastries,1000,4000,3890
Mire Biscuit Original Flavor 145g,nomura,4.29,No,4.8,Japan,9,Yami,Pastries,400,1600,1716
Cream Roll Cookie Sakura Matcha Flavor 48g,glico,2.79,No,4,Japan,2,Yami,Pastries,200,800,558
Wafer Pakila Matcha 45g,bourbon,2.29,No,4.8,Japan,21,Yami,Pastries,300,1200,687
Rice Craker (Black Rice)330g,fengyanggu,4.09,2 Options,4.8,Mainland China,5,Yami,Pastries,200,800,818
Bear Cookies Melon Flavor 5pk,biskitop,1.59,4 Options,4.6,Indonesia,13,Yami,Pastries,300,1200,477
Nutrition BiscuitsI(Brown Sugar) 110g,jushuixuan,1.29,No,4.8,Mainland China,5,Yami,Pastries,400,1600,516
TK FOOD Flamin' Red Hot Salted Egg Cookies Sichuan Flavor 150g,tkfood,4.99,10 Options,4.6,Taiwan,19,Yami,Pastries,400,1600,1996
CARAMEL CORN CHOCOLATE 77g,tohato,2.59,No,4.4,Japan,9,Yami,Pastries,400,1600,1036
MOOMIN VALLEY BISCUIT 6 PACK,hokuriku,4.99,No,5,Japan,7,Yami,Pastries,400,1600,1996
Petit Almond Sable 49g,bourbon,1.79,No,4.4,Japan,9,Yami,Pastries,200,800,358
Levain Premium Sandwiches 153g,ybc,3.99,No,4.6,Japan,7,Yami,Pastries,400,1600,1596
Cigar Biscuits 170g,matsunaga,2.59,No,5,Japan,12,Yami,Pastries,400,1600,1036
Rich Aroma Dark Chocolate Cookie 58g,franzzi,1.49,No,4.7,Mainland China,3,Yami,Pastries,200,800,298
Yogurt Chocolate Cookie 126g,franzzi,3.99,4 Options,5,Mainland China,8,Yami,Pastries,200,800,798
Raisin and Matcha Cookie 92.8g,tohato,5.39,No,4.2,Japan,4,Yami,Pastries,400,1600,2156
Egg Yolk Pancake Original 150g,milaotou,2.29,2 Options,4.9,Mainland China,32,Yami,Pastries,400,1600,916
Children's Biscuit (Chibiko)   110g  (New and old packaging randomly sent),komadori,2.49,No,3.9,Japan,10,Yami,Pastries,400,1600,996
