Brand,Category,Origin,Platform,Price,Product_Name,Rate,Reviews,Sold_Monthly,Sold_Weekly,Weekly_Revenue,Sold_Weekly_Group,Price_Group
nestle,Chocolate,Japan,Yami,6.49,Milo Vitamin and Minerals Powder Drink Chocolate Flavor  396g,,0,1600,400,2596,300+,6+
bourbon,Chocolate,Japan,Yami,5.99,Chocolate and Caramel Crispy Wafer Roll 185g,5,4,1600,400,2396,300+,4+
meiji,Chocolate,Japan,Yami,1.89,Lucky Chocolate Flavor Biscuit Stick 45g,4.8,35,1600,400,756,300+,Less than 2
milkita,Chocolate,Indonesia,Yami,2.69,Milky Creamy Candy Assorted Ice Cream Flavor 4.23 OZ,4.8,16,1600,400,1076,300+,2+
kabaya,Chocolate,Japan,Yami,2.99,Strawberry Gummy 58g,,0,1600,400,1196,300+,2+
mary's,Chocolate,Japan,Yami,21.99,Plain Chocolate 8pcs 58g,,0,1600,400,8796,300+,16+
imei,Chocolate,Taiwan,Yami,29.99,Chocolate No.1 Shop Gift Box 551g,5,1,1600,400,11996,300+,16+
imei,Chocolate,Taiwan,Yami,22.99,French Champs Night Chocolate Gift Box 414g,5,2,1600,400,9196,300+,16+
heart,Chocolate,Japan,Yami,3.09,Nerichu Yogurt Chewing Gum 30g,,0,1600,400,1236,300+,2+
orihiro,Chocolate,Japan,Yami,3.9,Konjac Peach Jelly 6pc,5,2,1600,400,1560,300+,2+
nanguo,Chocolate,Mainland China,Yami,3.29,Nanguo Ginger Coconut Candy 200g,,0,1600,400,1316,300+,2+
morinaga,Chocolate,Japan,Yami,2.65,Baked Chocolate Snack 101g,,0,1600,400,1060,300+,2+
xongjingwu,Chocolate,Japan,Yami,26.9,PIKACHU Valentine's day limited Chocolat 11pc,5,1,1600,400,10760,300+,16+
fujiya,Chocolate,Japan,Yami,3.29,OFF Chocolate 8pcs,,0,1600,400,1316,300+,2+
asahi,Chocolate,Japan,Yami,3.49,Fuyu No Milk 80g,,0,800,200,698,100+,2+
uha,Chocolate,Japan,Yami,1.5,Fruit Candy Soda Flavor  Limited 40g,,0,1600,400,600,300+,Less than 2
mushroomstorm,Chocolate,Mainland China,Yami,8.54,Teochew Gummy Jelly 250g,5,1,1600,400,3416,300+,8+
meiji,Chocolate,Japan,Yami,3.49,Galbo Fragrance and Rich White Candy 60g,5,1,1600,400,1396,300+,2+
hongyuan,Chocolate,Mainland China,Yami,3.29,HONG YUAN Candy Tangerine Flavor  355g,4.5,0,1600,400,1316,300+,2+
meiji,Chocolate,Japan,Yami,4.49,Oligosmart Chocolate Super 50g,5,2,1600,400,1796,300+,4+
royal family,Chocolate,Taiwan,Yami,2.49,Grape Marshmallow 100g,,0,1600,400,996,300+,2+
garden,Chocolate,Hong Kong,Yami,12.99,Chocolate Flavour Wafers Tin 700g,5,1,1600,400,5196,300+,12+
lrgw,Chocolate,Mainland China,Yami,4.39,Coconut Milk With Egg Shape Marshmellow 92g,,0,1600,400,1756,300+,4+
glico,Chocolate,Japan,Yami,3.9,POCKY Chocolate Biscuit Sticks 53g,,0,1600,400,1560,300+,2+
uha,Chocolate,Japan,Yami,1.99,Ramune Soda Soft Candy 50g,4.8,32,1600,400,796,300+,Less than 2
coris,Chocolate,Japan,Yami,5.89,Whistle Candy Tablet Family Assort 110g,,0,1600,400,2356,300+,4+
uha,Chocolate,Japan,Yami,2.99,Soft Candy 4 Flavor 100g,4.8,60,1600,400,1196,300+,2+
milkita,Chocolate,Indonesia,Yami,2.29,Vanilla Shake Candy 4.2oz,,0,1600,400,916,300+,2+
ryukakusan,Chocolate,Japan,Yami,2.5,JAPAN Herbal Throat Candy Stick Pack honey milk 42g,,0,1600,400,1000,300+,2+
message de rose,Chocolate,Japan,Yami,69,Valentine Chocolate 39pc,5,1,1600,400,27600,300+,16+
want want,Chocolate,Taiwan,Yami,6.49,Hot-Kid Milk Chewy Candy Original Flavor 318g,4.5,6,1600,400,2596,300+,6+
morinaga,Chocolate,Japan,Yami,1.09,Hi-Chew Acai 50g 10pc,,0,1600,400,436,300+,Less than 2
fujiya,Chocolate,Japan,Yami,3.29,ON Chocolate 7pcs,,0,1600,400,1316,300+,2+
lotte korea,Chocolate,Korea,Yami,2.29,Pepero Almond and Chocolate 32g,4.7,9,1600,400,916,300+,2+
chen yun pao chuan,Chocolate,Taiwan,Yami,26.99,Precieux white chocolate Covered Lemon Cake 10pcs,4.6,8,100,25,674.75,Less than 50,16+
taiki,Chocolate,Japan,Yami,3.99,Candy Bag 150g,5,1,1600,400,1596,300+,2+
kaluokaman,Chocolate,Mainland China,Yami,4.39,Chocolate Flavored Peanut Crisp Egg Roll 218g,3,1,1600,400,1756,300+,4+
twin rabbit,Chocolate,United States,Yami,2.39,Gummy Candy 100% Fruit Juice (mango) 150g,3.5,6,1600,400,956,300+,2+
royce,Chocolate,Japan,Yami,19.58,HOKKAIDO OKINAWA Chocolate Mango 20pc,,0,1600,400,7832,300+,16+
golden bonbon,Chocolate,Canada,Yami,4.89,Jujube Nougat 150g bag,5,1,1600,400,1956,300+,4+
lotte korea,Chocolate,Korea,Yami,3.29,Chewing Candy Yogurt Flavor 63g,4.6,8,1600,400,1316,300+,2+
haitai,Chocolate,Korea,Yami,1.99,Egg Roll Chocolate Flavor 62g,4.8,8,1600,400,796,300+,Less than 2
ameyasan,Chocolate,Japan,Yami,3.89,Matcha Candy 95g,4.1,12,1200,300,1167,200+,2+
asahi,Chocolate,Japan,Yami,3.49,Gold Throat Candy Tablet Golden Ginger 15g,,0,800,200,698,100+,2+
morinaga,Chocolate,Japan,Yami,6.29,Carre De Chocola Cacao 70 & Almond 111g,,0,1600,400,2516,300+,6+
ryukakusan,Chocolate,Japan,Yami,2.4,Herbal Throat Candy Stick Pack Citrus Lemon 42g,,0,1600,400,960,300+,2+
oishi,Chocolate,Mainland China,Yami,2.29,Mixed Candy 96g,,0,1600,400,916,300+,2+
bali's best,Chocolate,Mainland China,Yami,1.99,BALI'SBEST Iced Tea Candy 150g,5,2,800,200,398,100+,Less than 2
bourbon,Chocolate,Japan,Yami,2.39,Sepiart Horoniga Cacao 60g,,0,100,25,59.75,Less than 50,2+
orihiro,Chocolate,Japan,Yami,3.9,Konjac Macha Jelly 6pc,,0,1600,400,1560,300+,2+
royce,Chocolate,Japan,Yami,19.99,Chocolate Valentine Edition 40pcs,5,2,1600,400,7996,300+,16+
chun guang,Chocolate,Mainland China,Yami,3.99,CHUNGUANG Coconut Candy228g,,0,1600,400,1596,300+,2+
nestle,Chocolate,Japan,Yami,6,KIT KAT Peach Chocolate wafer 11pc,,0,1600,400,2400,300+,4+
goncharoff,Chocolate,Japan,Yami,34.99,Melody Chocolate Box,,0,1600,400,13996,300+,16+
kasugai,Chocolate,Japan,Yami,3.29,KASUGAI Candy Peach Cream Frappe Flavor 76g,,0,1600,400,1316,300+,2+
morinaga,Chocolate,Japan,Yami,5.89,Carre De Chocoka French 21pc 128g,,0,1600,400,2356,300+,4+
morinaga,Chocolate,Japan,Yami,1.29,HI-CHEW Soft Chewy Fruit Candy Mango 50g,5,7,1600,400,516,300+,Less than 2
crown,Chocolate,Korea,Yami,5.99,White Chocolate Hazelnut Waffle Snack 284g,4.8,196,1600,400,2396,300+,4+
chirin,Chocolate,Japan,Yami,4.59,Amaoichigo Season Choco 120g,,0,1600,400,1836,300+,4+
excel,Chocolate,Japan,Yami,16.27,EXCEL Color Lusting Gel Liner CG02 Chocolate 11g,5,1,800,200,3254,100+,16+
kit kat,Chocolate,United States,Yami,16.5,Sake Flavor Chocolate Wafer 8pc,5,8,1600,400,6600,300+,16+
orihiro,Chocolate,Japan,Yami,3.9,Konjac Coffee Jelly 6pc,,0,1600,400,1560,300+,2+
ryukakusan,Chocolate,Japan,Yami,3.06,JAPAN Herbal Throat Candy Stick Pack Lemon 10 capsules,,0,1600,400,1224,300+,2+
mary's,Chocolate,Japan,Yami,15.99,Petit Coffret Rose Chocolate 3pcs,,0,1600,400,6396,300+,14+
kanro,Chocolate,Japan,Yami,2.99,KANRO  ASOBON Soda Gummy 56g,5,1,1600,400,1196,300+,2+
numa,Chocolate,United States,Yami,4.49,Healthier Creamy Candy - Banana - All Natural Low Sugar High Protein - 3.7oz bag,4,1,1600,400,1796,300+,4+
orihiro,Chocolate,Japan,Yami,3.9,Konjac Muscat Jelly 6pc,,0,1600,400,1560,300+,2+
nestle,Chocolate,Japan,Yami,5.9,KITKAT Oat Chocolate wafer 13pc,4.7,3,1600,400,2360,300+,4+
royce,Chocolate,Japan,Yami,17.9,Baton Cookie Coconut 25pc,5,3,1600,400,7160,300+,16+
mary's,Chocolate,Japan,Yami,34.99,Minettokupuru Chocolate 8pcs,,0,1600,400,13996,300+,16+
pine,Chocolate,Japan,Yami,1.5,Salt Sport Candy 79g,5,2,1600,400,600,300+,Less than 2
profusion,Chocolate,Mainland China,Yami,1.89,Black Slab Sugar 170g,,0,1600,400,756,300+,Less than 2
goncharoff,Chocolate,Japan,Yami,29.99,Melody Chocolate 2 Boxes,,0,1600,400,11996,300+,16+
alter eco,Chocolate,United States,Yami,7.99,Dark Chocolate Mint Truffles At Least 95% Organic 119g,,0,1200,300,2397,200+,6+
alter eco,Chocolate,United States,Yami,7.99,"Chocolate Truffles, Dark, Sea Salt 10 PK  At least 95% Organic 120g",,0,1200,300,2397,200+,6+
nissin,Chocolate,Japan,Yami,4,CRISP CHOCO 8pc,,0,1600,400,1600,300+,2+
kracie,Chocolate,Japan,Yami,3.6,JAPAN Fruit Flavored Candy Rich In Hyaluronic Acid Collagen  60g,,0,1600,400,1440,300+,2+
morinaga,Chocolate,Japan,Yami,1.09,HI-CHEW Stick-Banana flavor 50g,,0,1600,400,436,300+,Less than 2
kabaya,Chocolate,Japan,Yami,3.39,Fruit Yogurt Ramune Amaoichigo 58g,5,1,1600,400,1356,300+,2+
mincher,Chocolate,Taiwan,Yami,5.99,Mincher Lemon Chocolate Flakes Biscuits 144g,5,1,1600,400,2396,300+,4+
bali's best,Chocolate,Mainland China,Yami,1.99,BALI'SBEST Citrus Green Tea 150g,5,1,800,200,398,100+,Less than 2
hongyuan,Chocolate,Mainland China,Yami,3.29,Guava Flavored Candy  350g,,0,1600,400,1316,300+,2+
ryukakusan,Chocolate,Japan,Yami,2.4,Herbal Throat Candy Stick Pack Mint 42g,,0,1600,400,960,300+,2+
orihiro,Chocolate,Japan,Yami,3.9,Konjac Grape Jelly 6pc,5,2,1600,400,1560,300+,2+
mary's,Chocolate,Japan,Yami,18.99,Mary's Japanese Valentine's Day Chocolate Gift Box 18pc,,0,1600,400,7596,300+,16+
orihiro,Chocolate,Japan,Yami,3.9,Konjac Almond Milk Jelly 6pc,,0,1600,400,1560,300+,2+
morinaga,Chocolate,Japan,Yami,5.89,Carre De Chocola Classic Bitter 126g,,0,1600,400,2356,300+,4+
nobel,Chocolate,Japan,Yami,4.5,Super Mario Coca Soda Gummy 90g,,0,1600,400,1800,300+,4+
daimaruhonpo,Chocolate,Japan,Yami,4.69,Wafu Yutakana Aji Matcha Candy 3.17oz,4.8,4,100,25,117.25,Less than 50,4+
chun guang,Chocolate,Mainland China,Yami,3.89,Classic Coconut Candy 250g,,0,1600,400,1556,300+,2+
royce,Chocolate,Japan,Yami,17.9,Baton Cookie Brown sugar 25pc,5,1,1600,400,7160,300+,16+
heart,Chocolate,Japan,Yami,3.69,Christmas Limited Edition Petit Candy Gift  Box 6 pieces 21g,5,1,1600,400,1476,300+,2+
glico,Chocolate,Japan,Yami,0.83,Snack Candy Lollipop Present Gift 1pcs,,0,1600,400,332,300+,Less than 2
lotte korea,Chocolate,Korea,Yami,9.99,Pepero Stick Biscuit & Chocolate Big Pack 240g,,0,1600,400,3996,300+,8+
morinaga,Chocolate,Japan,Yami,4.39,Chocolate Koeda Milk 11pc 64.9g,4.6,16,1600,400,1756,300+,4+
kanro,Chocolate,Japan,Yami,2.99,Pulp Juice Chewable Gummy Plum Flavor 56g,,0,1600,400,1196,300+,2+
meiji,Chocolate,Japan,Yami,4.5,MELTYKISS Premium chocolate 60g,,0,1600,400,1800,300+,4+
letao,Chocolate,Japan,Yami,18.99,Black Tea Chocolate Cookie 9pc,5,8,1600,400,7596,300+,16+
lotte japan,Chocolate,Japan,Yami,4.99,Animal Cookie with Chocolate Filling 32g,,0,1600,400,1996,300+,4+
little jasmine,Chocolate,United States,Yami,2.49,Cranberry and Blueberry Jelly 50g,,0,1600,400,996,300+,2+
ishiya seika,Chocolate,Japan,Yami,13.58,White Chocolate Cookies 9pc,,0,1600,400,5432,300+,12+
royce,Chocolate,Japan,Yami,18.99,Chocolate Wafer Hazel Cream 12pc,,0,1600,400,7596,300+,16+
morinaga,Chocolate,Japan,Yami,5.5,DARS Chocolate Pie 8pc,,0,1600,400,2200,300+,4+
orihiro,Chocolate,Japan,Yami,3.9,Konjac Chocolate Jelly 6pc,,0,1600,400,1560,300+,2+
heart,Chocolate,Japan,Yami,9.79,Mini Socks Gifts with Apple Flavor Gummy Candy 8pcs 32g,5,1,1600,400,3916,300+,8+
eiwa,Chocolate,Japan,Yami,2.69,??€?Hnamatsuri Limited Edition??€?Sakura Marshmallow 85g,,0,800,200,538,100+,2+
noble,Chocolate,Japan,Yami,2.89,Mutenka Lemonade Candy 90g,4,1,1600,400,1156,300+,2+
tokyo campanella,Chocolate,Japan,Yami,20,Chocolate Cookies(10 pieces),4.7,15,1600,400,8000,300+,16+
morinaga,Chocolate,Japan,Yami,5.99,"Hi-Chew Assorted Fruit Candy 300g (Mango, Grape, Green Apple, Strawberry)",,0,1600,400,2396,300+,4+
bali's best,Chocolate,Mainland China,Yami,1.99,BALI'SBEST Green Tea Latte 150g,4,6,1200,300,597,200+,Less than 2
morinaga,Chocolate,Japan,Yami,1.09,Hi-Chew Chewy Candy Kiwi Flavor 50g,,0,1600,400,436,300+,Less than 2
xongjingwu,Chocolate,Japan,Yami,19.9,PIKACHU Valentine's day limited Chocolat 6pc,,0,1600,400,7960,300+,16+
meiji,Chocolate,Japan,Yami,4.49,Oligosmart Mild Bitter Chococlate 65g,,0,1600,400,1796,300+,4+
mary's,Chocolate,Japan,Yami,15.99,Chocolate Petit Coffret Blue 3pcs,,0,1600,400,6396,300+,14+
biscoff,Chocolate,United States,Yami,6.99,"Cookies, Imported Sandwich Chocolate Cream 150g",,0,1200,300,2097,200+,6+
meiji,Chocolate,Japan,Yami,4.5,MELTYKISS Premium chocolate Strawberry 56g,,0,1600,400,1800,300+,4+
uha,Chocolate,Japan,Yami,4.89,Brown Sugar Honey Flavor CUCU Series Toffee 80g,,0,1600,400,1956,300+,4+
kobayashi,Chocolate,Japan,Yami,8.3,BREATH CARE Peach 50 tablets,,0,1600,400,3320,300+,8+
uha,Chocolate,Japan,Yami,1.65,Gummy Cola Flavor 40g,5,1,1600,400,660,300+,Less than 2
orihiro,Chocolate,Japan,Yami,3.9,Konjac  Orange Jelly 6pc,,0,1600,400,1560,300+,2+
chupa chups,Chocolate,United States,Yami,2.99,Lollipop 5pc,,0,800,200,598,100+,2+
lotte japan,Chocolate,Japan,Yami,3.35,Chocolate Sandwich Bear Biscuit Cocoa Flavor 46g,5,1,1600,400,1340,300+,2+
kanro,Chocolate,Japan,Yami,4.69,Persimmon Flavor Candy 26g,3,1,1600,400,1876,300+,4+
kobayashi,Chocolate,Japan,Yami,7.99,Seiyaku Chewing Breath Care-Floral 30pcs,,0,1600,400,3196,300+,6+
ishiya seika,Chocolate,Japan,Yami,25.2,ISHIYA SHIROI KOIBITO White Lover White Chocolate Cookies 18pcs,,0,1600,400,10080,300+,16+
eitaro,Chocolate,Mainland China,Yami,69.99,Japanese Lipstick Shaped Candy Gift Box 6 Flavors,5,7,1600,400,27996,300+,16+
cheongwoo,Chocolate,Korea,Yami,3.99,Say Good Ginger Chews - Lemon 200g,,0,1600,400,1596,300+,2+
kracie,Chocolate,Japan,Yami,3.99,KRACIE Breath Candy #Beauty Rose 60g,,0,1600,400,1596,300+,2+
nestle,Chocolate,Japan,Yami,7.99,Pistachio Chocolate Wafer 11pc,,0,1600,400,3196,300+,6+
tohato,Chocolate,Japan,Yami,4.2,Pikachu Chocolate Chip Cookies 23g,5,1,1600,400,1680,300+,4+
be & cheery,Chocolate,Mainland China,Yami,5.9,Heart Candy Peach Flavor Qq Candy Gummy Candy 100g,,0,800,200,1180,100+,4+
royce,Chocolate,Japan,Yami,22.99,HOKKAIDO Original Chocolate Chips 190g,4.7,3,1600,400,9196,300+,16+
morinaga,Chocolate,Japan,Yami,1.99,Hi-Chew Japanese Fruit Candy Fruit Combos Mix Tropical Flavors 85g,,0,1600,400,796,300+,Less than 2
royce,Chocolate,Japan,Yami,19.58,HOKKAIDO OKINAWA Chocolate Brown Sugar 20pc,,0,1600,400,7832,300+,16+
morozoff,Chocolate,Japan,Yami,14.99,Valentine's Day Chocolate Gift Box 8pc,,0,1600,400,5996,300+,14+
golden bonbon,Chocolate,Canada,Yami,4.89,Jujube Nougat-Sour 150g,,0,1600,400,1956,300+,4+
alter eco,Chocolate,United States,Yami,8.99,Chocolate Superdark Chocolate Truffles  At least 95% Organic 119g,,0,1200,300,2697,200+,8+
sunvol,Chocolate,Vietnam,Yami,1.89,Natural Palm Sugar 496g,,0,1600,400,756,300+,Less than 2
lotte japan,Chocolate,Japan,Yami,8.59,Cacao Bing Chocolate Share Pack 6pcs 135g,4,1,1600,400,3436,300+,8+
kabaya,Chocolate,Japan,Yami,2.99,JAPAN Chocolate Pudding 34g,5,1,1600,400,1196,300+,2+
uha,Chocolate,Japan,Yami,3.59,MILK8.2 STRAWBEERY 75g,5,1,1600,400,1436,300+,2+
kuppyramune,Chocolate,Japan,Yami,3.99,??€?Hnamatsuri Limited Edition??€?Ramune Soda Fizzy Candy 4g,,0,1600,400,1596,300+,2+
meiji,Chocolate,Japan,Yami,4.5,MELTYKISS Premium chocolate Matcha 56g,,0,1600,400,1800,300+,4+
chupa chups,Chocolate,United States,Yami,3.98,Limited Lollipop 7pc,5,1,800,200,796,100+,2+
tokyo banana,Chocolate,Japan,Yami,22,MICKEY MOUSE AND Chocolate Cake 8pc,5,1,1600,400,8800,300+,16+
ryukakusan,Chocolate,Japan,Yami,2.93,Herbal Throat Relief Candy Stick Pack Mint 1.4 oz 10pcs 42g,,0,1600,400,1172,300+,2+
lotte japan,Chocolate,Japan,Yami,1.99,Plum Ramune 50g,,0,1600,400,796,300+,Less than 2
uha,Chocolate,Japan,Yami,3.5,Milk Candy AZUKI 102g,5,1,1600,400,1400,300+,2+
pine,Chocolate,Japan,Yami,2.99,Karitto Daigaku Imo 80g,5,1,1600,400,1196,300+,2+
kracie,Chocolate,Japan,Yami,4.89,Frisk Salt Crystal Salty Lychee 35g,4.7,3,1600,400,1956,300+,4+
kracie,Chocolate,Japan,Yami,2.5,Frisk Neo Orange Candy 35g,,0,1600,400,1000,300+,2+
miss ma,Chocolate,Mainland China,Yami,4.49,Lobster Crisp Candy 300g,,0,1600,400,1796,300+,4+
ishiya seika,Chocolate,Japan,Yami,13.42,ISHIYA Hokkaido  Snowman chocolate 7g??18sheeps,,0,1600,400,5368,300+,12+
kasugai,Chocolate,Japan,Yami,3.29,KASUGAI Candy Caramel Cream Frappe Flavor 76g,,0,1600,400,1316,300+,2+
cherry grandfather,Chocolate,Taiwan,Yami,24.99,Handmade Nougat Original 425g,,0,100,25,624.75,Less than 50,16+
patisserie kihachi,Chocolate,Japan,Yami,22.59,KIHACHI Chocolate Burmkuchen Cake 1pc,4.8,8,1600,400,9036,300+,16+
ishiya seika,Chocolate,Japan,Yami,13.42,ISHIYA Hokkaido  Snowman chocolate milk 7g??18sheeps,,0,1600,400,5368,300+,12+
mammos,Chocolate,Korea,Yami,2.29,Candy-Green Tea Flavor 100g,,0,1600,400,916,300+,2+
solely,Chocolate,United States,Yami,5.59,Organic Dried Fruit Mango & Guava Whole Fruit Gummies  At least 95% Organic 100g,,0,1600,400,2236,300+,4+
lilys,Chocolate,United States,Yami,7.99,Stevia Sweetened Chocolate Covered Nuts Dark Chocolate Covered Almond,4,1,1600,400,3196,300+,6+
hamada,Chocolate,Japan,Yami,2.88,HEALTHY CLUB BALANCE POWER BIG Chocolate Brownie 2pc,,0,1600,400,1152,300+,2+
morinaga,Chocolate,Japan,Yami,1.25,Baked Chocolate Snack 30g,3,2,1600,400,500,300+,Less than 2
be & cheery,Chocolate,Mainland China,Yami,5.9,Heart Candy Apple Flavor Qq Candy Gummy Candy 100g,,0,800,200,1180,100+,4+
ten fu tea,Chocolate,Mainland China,Yami,4.99,Tenfu's TEA Green Tea Candy 100g,3.6,5,1600,400,1996,300+,4+
royce,Chocolate,Japan,Yami,19.58,HOKKAIDO  Flavor Fresh Chocolate Kir Royale 20pc,,0,1600,400,7832,300+,16+
bourbon,Chocolate,Japan,Yami,2.49,Pretzel Chocolate Flavor 46g,,0,100,25,62.25,Less than 50,2+
glico,Chocolate,Japan,Yami,4.5,ALMOND PEAK Crisp Chocolate 12pc,,0,1600,400,1800,300+,4+
kasugai,Chocolate,Japan,Yami,2.69,Kokuto-Iri Shio Ame 90g,,0,1600,400,1076,300+,2+
morinaga,Chocolate,Japan,Yami,3.85,Japan HI-CHEW 2021 Halloween Limited Small Package Super Fruity Flavour Gummy 86g,,0,1600,400,1540,300+,2+
i'm doraemon,Chocolate,Japan,Yami,22.9,DORAEMO Marshmallow 36pc,,0,1600,400,9160,300+,16+
jinguan,Chocolate,Mainland China,Yami,4.39,Brown Sugar Dried Plum Candy 160g,,0,1600,400,1756,300+,4+
hananoya,Chocolate,Japan,Yami,16.99,Hinamatsuri -Flower Soft Candy Box 22pcs,,0,1600,400,6796,300+,16+
ishiya seika,Chocolate,Japan,Yami,50.4,Shiroi Koibito Chocolat?? Box?? 36 Pieces?? Mix White and Black Chocolate,,0,1600,400,20160,300+,16+
meiji,Chocolate,Japan,Yami,5.89,Meltykiss Tahiti Vanilla Chocolate 60g,,0,1600,400,2356,300+,4+
chikodo,Chocolate,Mainland China,Yami,6.89,Half Baked Lava Chocolate Cake 180g,,0,1600,400,2756,300+,6+
gastone lago,Chocolate,New Zealand,Yami,4.79,Passion Fruit Cream and Milk Chocolate Biscuits 110g,4,1,1600,400,1916,300+,4+
kobayashi,Chocolate,Japan,Yami,7.99,Breath Refreshing Gummy Peach 25 pcs,,0,1600,400,3196,300+,6+
kabaya,Chocolate,Japan,Yami,3.29,Salt Charge Tablets 90g,,0,1600,400,1316,300+,2+
kasugai,Chocolate,Japan,Yami,2.5,OKINAWA Brown Sugar Candy 144g,5,1,1600,400,1000,300+,2+
morinaga,Chocolate,Japan,Yami,1.19,Hi-Chew Sweet and Sour Watermelon Chewy Candy 50g,,0,1600,400,476,300+,Less than 2
little jasmine,Chocolate,United States,Yami,2.29,Gummy Candy Strawberry Flavor 50g,3,2,1600,400,916,300+,2+
lilys,Chocolate,United States,Yami,7.99,Stevia Sweetened Chocolate Covered Poprorn Dark Chocolate Caramel Popcorn,,0,1600,400,3196,300+,6+
lotte japan,Chocolate,Japan,Yami,4.5,Dark Chocolate Cream Puff  69g,5,1,1600,400,1800,300+,4+
senjaku,Chocolate,Japan,Yami,2.99,Cute cat's paw shape fruit flavour purple grape flavour 30g,,0,1600,400,1196,300+,2+
kobayashi,Chocolate,Japan,Yami,8.3,BREATH CARE Mint 50 tablets,5,1,1600,400,3320,300+,8+
ryukakusan,Chocolate,Japan,Yami,5.81,JAPAN Lozenges Blueberry 75g,,0,1600,400,2324,300+,4+
lotte japan,Chocolate,Japan,Yami,2.9,Pok??mon Cola Flavored Chewing Candy 5sheets,,0,1600,400,1160,300+,2+
uha,Chocolate,Japan,Yami,3.5,Candy Brown Sugar Milk 80g,5,1,1600,400,1400,300+,2+
nestle,Chocolate,Japan,Yami,16.8,KIT KAT TOKYO Rum Raisin Flavor Chocolate Wafer 10pc,4.8,4,1600,400,6720,300+,16+
sugar butter tree,Chocolate,Japan,Yami,25.9,White Chocolate Cookie (14 pieces),5,10,1600,400,10360,300+,16+
mary's,Chocolate,Japan,Yami,18.99,Mary's Gracious Fancy Japanese Chocolate Gift Box 24pc,,0,1600,400,7596,300+,16+
cheongwoo,Chocolate,Korea,Yami,3.99,Say Good Ginger Chews 200g,,0,1600,400,1596,300+,2+
golden bonbon,Chocolate,Canada,Yami,4.49,Crunchy Cashew Nougat 100g,,0,1600,400,1796,300+,4+
glico,Chocolate,Japan,Yami,3.19,Pocky Wholesome Whole Wheat Chocolate Almond Flavour 36g,,0,1600,400,1276,300+,2+
uha,Chocolate,Japan,Yami,1.65,Fruit Candy Muscat Flavor 48g,,0,1600,400,660,300+,Less than 2
lotte japan,Chocolate,Japan,Yami,5.6,Xylitol Children's Teeth Candy Three Flavors 100 Pieces 32g,,0,1600,400,2240,300+,4+
nanguo,Chocolate,Mainland China,Yami,2.99,Coconut Jelly Candy 200g,2,1,1600,400,1196,300+,2+
bruno,Chocolate,Japan,Yami,2.99,Chocolate  Brownie Crispy 90g,,0,100,25,74.75,Less than 50,2+
chun guang,Chocolate,Mainland China,Yami,3.89,Ginger Coconut Candy 200g,,0,1600,400,1556,300+,2+
morozoff,Chocolate,Japan,Yami,29.99,Valentine's Day Chocolate Gift Box 17pc,,0,1600,400,11996,300+,16+
sugar butter tree,Chocolate,Japan,Yami,4.5,Chocolate Rice Cracker 40g,,0,1600,400,1800,300+,4+
kracie,Chocolate,Japan,Yami,3.99,KRACIE Breath Candy #Juicy Grape??32g,,0,1600,400,1596,300+,2+
ishiya seika,Chocolate,Japan,Yami,25.99,Whisky Chocolate Cookies 12pc,,0,1600,400,10396,300+,16+
ryukakusan,Chocolate,Japan,Yami,5.18,RYUKAKUSAN Throat Refreshing Herbal Drops Yuzu Flavor 80g,,0,1600,400,2072,300+,4+
tirol,Chocolate,Japan,Yami,12,Christmas Chocolate Can 40pc,,0,1600,400,4800,300+,10+
nestle,Chocolate,Japan,Yami,5.9,KIT KAT Save The Blue Ocean White Chocolate wafer 11pc,,0,1600,400,2360,300+,4+
kanro,Chocolate,Japan,Yami,2.89,Marosh grape soda fudge 50g,,0,1600,400,1156,300+,2+
kanro,Chocolate,Japan,Yami,2.9,Heart-shaped Fruit Juice Collagen Jelly White Peach Flavor 54g,,0,1600,400,1160,300+,2+
furuta,Chocolate,Japan,Yami,4.99,Chocolate Egg (Detective Conan Toy Included),4.7,13,1600,400,1996,300+,4+
royce,Chocolate,Japan,Yami,16.79,HOKKAIDO Coconut Chocolate Barton Cookies 25pc,,0,1600,400,6716,300+,16+
milk 17,Chocolate,Taiwan,Yami,10.44,MILK17 Chocolate Milk Stick 200g,4.7,6,1600,400,4176,300+,10+
nestle,Chocolate,Japan,Yami,16.8,KIT KAT OKINAWA Purple Sweet Potato Flavor Chocolate Wafer 10pc,4,2,1600,400,6720,300+,16+
golden bonbon,Chocolate,Canada,Yami,4.49,Soft Green Tea Nougat 100g,2.5,6,1600,400,1796,300+,4+
chun guang,Chocolate,Mainland China,Yami,2.99,CHUNGUANG Durian Candy 180g,,0,1600,400,1196,300+,2+
magi planet,Chocolate,Taiwan,Yami,38.99,ASTRONOMY Valentine's day limited Chocolat 10pc,,0,1600,400,15596,300+,16+
tulip rose,Chocolate,Japan,Yami,23,Pistachio Chocolate Rose Cookies 6pc,,0,1600,400,9200,300+,16+
lotte japan,Chocolate,Japan,Yami,5.49,Pie no Mi Deep Rich Chocolate Share Pack 315g,,0,1600,400,2196,300+,4+
solely,Chocolate,United States,Yami,5.59,Organic Dried Fruit Mango Whole Fruit Gummies  At least 95% Organic 99g,,0,1600,400,2236,300+,4+
uha,Chocolate,Japan,Yami,3.5,HOKKAIDO Milk Candy Reduce Sugar 30% 88g,,0,1600,400,1400,300+,2+
