Product_Name,Brand,Price,Option,Reviews,Origin,Rate,Platform,Category
JAPAN Sprinkled Rice  Scallop 28g,MARUMIYA,2.99,27 Options,1,Japan,5,Yami,Rice Cracker
JAPAN NAKATANIEN Sprinkled rice Skipjack 5pc,AJINOMOTO,4.5,27 Options,0,Japan,0,Yami,Rice Cracker
JAPAN NAKATANIEN Sprinkled rice Sockeye salmon 5pc,AJINOMOTO,4.5,27 Options,4,Japan,5,Yami,Rice Cracker
JAPAN f Curry Rice 107g,NISSIN,5.5,10 Options,6,Japan,4.7,Yami,Rice Cracker
OMEFUN Health Cooked Rice  200g /pcs,LIEN HAW FOODS,6.64,No,0,Taiwan,0,Yami,Rice Cracker
Heated lunch box portable plug-in heat preservation heating office worker hot rice pink,nathome,66,2 Options,0,Mainland China,0,Yami,Rice Cracker
Oden Cooking Kitchen Utensils Spicy and Spicy Rice Vermicelli Rice Noodle Colander 10cm Steel Handle Powder Fence (30,Bear,29.9,No,0,Mainland China,0,Yami,Rice Cracker
Cranberry Grains Rice 200g,Sung Chi,12.34,No,2,Taiwan,5,Yami,Rice Cracker
Rice Washing Strainer (Green) 1 Piece,Truefun,9.99,No,0,Mainland China,0,Yami,Rice Cracker
Rice Washing Strainer (White) 1 Piece,Truefun,9.99,No,0,Mainland China,0,Yami,Rice Cracker
Wood Rice Paddle (29cm),Truefun,25.99,No,0,Mainland China,0,Yami,Rice Cracker
Spicy Hot Pot Rice 103g,NISSIN,5.5,10 Options,0,Japan,0,Yami,Rice Cracker
Germinated Rice GOLD 1kg,FANCL,96.8,No,0,Japan,0,Yami,Rice Cracker
Kongpao Chicken Rice Pudding 10oz/nag,Wewokit,6.79,6 Options,0,United States,0,Yami,Rice Cracker
Taiwan Braised Pork Rice Pudding 10zo/bag,Wewokit,6.79,6 Options,0,United States,4.8,Yami,Rice Cracker
Shanghai Braised Pork Rice Pudding 10oz/bag,Wewokit,6.79,6 Options,8,United States,4.1,Yami,Rice Cracker
Japan Berry Cheese Black Rice Sandwich Biscuits 72g,ASAHI,2.5,8 Options,1,Japan,5,Yami,Rice Cracker
Japan Coco Black Rice Sandwich Biscuits 72g,ASAHI,2.5,8 Options,1,Japan,5,Yami,Rice Cracker
Brown Rice Green Tea 110g  Genmaicha - Japanese Loose Leaf Tea - Organically Grown  Natural and Premium Quality,NestLady,16.99,No,1,United States,5,Yami,Rice Cracker
JAPAN NAKATANIEN Sprinkled rice Skipjack 5pc,NAGATANIEN,4,No,0,Japan,0,Yami,Rice Cracker
JAPAN NAKATANIEN Sprinkled rice WASABI 5pc,NAGATANIEN,4,No,0,Japan,0,Yami,Rice Cracker
Flavoring Fried Rice Vermicelli 30g,ADABI,2,No,0,Malaysia,0,Yami,Rice Cracker
Penang Hokkien Prawn Rice Vermicelli Soup Bihun 100g,MYKUALI,4.79,No,0,Malaysia,0,Yami,Rice Cracker
Penang Rice Vermicelli Soup White Curry Flavour 115g,MYKUALI,4.79,No,0,Malaysia,0,Yami,Rice Cracker
JM SOLUTION Lacto Saccharomyces Golden Rice Mask Rice 1pc,JMsolution,2,13 Options,0,Korea,0,Yami,Rice Cracker
Ten-grain rice porridge eight-treasure porridge raw materials in small bags 100g,YAODUODUO,8.9,3 Options,0,Mainland China,0,Yami,Rice Cracker
Sprinkled Rice Roasted OKAKA 28g,MARUMIYA,2.99,27 Options,0,Japan,0,Yami,Rice Cracker
Keana Nadeshiko Facial Treatment Rice Masks 10sheets,ISHIZAWA LAB,10.85,No,9,Japan,4.2,Yami,Rice Cracker
JAPAN Assorted Rice 160g,MARUCHAN,6.98,2 Options,0,Japan,0,Yami,Rice Cracker
Organic Tea 1.5-Pound (3-Pack) (Corn Tea Barley Tea and Brown Rice Tea),McCabe,39.99,No,0,United States,0,Yami,Rice Cracker
Organic Brown Rice Tea 2 lb (32 oz),McCabe,17.99,No,0,United States,0,Yami,Rice Cracker
Organic Grain (3-Pack) (White Rice Mixed Rice and Mixed Bean),McCabe,49.99,No,0,United States,0,Yami,Rice Cracker
Organic Grain 3-Pound (2-Pack) (White Rice and Mixed Barley & Black Rice),McCabe,37.99,No,0,United States,0,Yami,Rice Cracker
Organic Brown Rice 3 lb (48 oz),McCabe,21.99,No,1,United States,5,Yami,Rice Cracker
Organic Brown Rice 12-Pound,McCabe,49.99,No,1,United States,5,Yami,Rice Cracker
JAPAN Sprinkled Rice Grilled ginger 28g,MARUMIYA,2.99,27 Options,1,Japan,5,Yami,Rice Cracker
JAPAN Sprinkled Rice Salmon 28g,MARUMIYA,2.99,27 Options,2,Japan,5,Yami,Rice Cracker
JAPAN Sprinkled Rice sauce 28g,MARUMIYA,2.99,27 Options,1,Japan,5,Yami,Rice Cracker
JAPAN Curry Rice 103g,NISSIN,5.5,10 Options,4,Japan,4.2,Yami,Rice Cracker
JAPAN Sprinkled rice Sukiyaki 40g,MARUMIYA,2.99,27 Options,2,Japan,5,Yami,Rice Cracker
JAPAN Sprinkled rice Cod roe 28g,MARUMIYA,2.99,27 Options,1,Japan,5,Yami,Rice Cracker
Seafood Flavor Crispy Rice 75g,BESTORE,4.99,2 Options,0,Unclear,0,Yami,Rice Cracker
Crab Fragrant Yolk Crispy Rice 75g,BESTORE,4.99,2 Options,0,Unclear,0,Yami,Rice Cracker
JAPAN Red Bean Rice 160g,MARUCHAN,6.98,2 Options,0,Japan,0,Yami,Rice Cracker
WALIN Bamboo Steam Rice Pineapple flavor 270g,Sunway Snack,6.29,3 Options,4,United States,4.8,Yami,Rice Cracker
Organic Black Rice 48 Oz (3 Lbs),McCabe,24.99,No,0,United States,0,Yami,Rice Cracker
Organic White Short Grain Sushi Rice 3 lb (48 oz),McCabe,24.99,No,0,United States,0,Yami,Rice Cracker
Organic White Rice 12-Pound,McCabe,49.99,No,0,United States,0,Yami,Rice Cracker
Organic Sweet Rice 12-Pound,McCabe,49.99,No,0,United States,0,Yami,Rice Cracker
Organic Rice 12 Lbs Bundle (White Rice + Sweet Rice),McCabe,89.99,No,0,United States,0,Yami,Rice Cracker
JAPAN Sprinkled Rice Chirimen Pepper 28g,MARUMIYA,2.99,27 Options,1,Japan,5,Yami,Rice Cracker
Sprinkled Rice Pepper Dried Fish 28g,MARUMIYA,2.49,3 Options,1,Japan,4,Yami,Rice Cracker
Sprinkled Rice Salmon 28g,MARUMIYA,2.49,3 Options,3,Japan,5,Yami,Rice Cracker
JAPAN Sprinkled rice Mentaiko Dried Fish Floss 28g,MARUMIYA,2.99,27 Options,2,Japan,3.5,Yami,Rice Cracker
JAPAN Sprinkled rice   30g,MARUMIYA,2.99,27 Options,4,Japan,5,Yami,Rice Cracker
JAPAN Sprinkled rice Mix 28g,MARUMIYA,2.99,27 Options,3,Japan,5,Yami,Rice Cracker
Facial Treament Rice Masks 10sheets,ISHIZAWA LAB,18.99,No,6,Japan,4.7,Yami,Rice Cracker
Seaweed Grain Rice 200g,Sung Chi,12.34,No,0,Taiwan,0,Yami,Rice Cracker
Non-stick silicone shovel cooking shovel high temperature household CX-D0017 silicone rice spoon,Bear,17,5 Options,0,Mainland China,0,Yami,Rice Cracker
Keana Nadeshiko Facial Treatment Rice Masks 10sheets,ISHIZAWA LAB,12.99,No,0,Japan,0,Yami,Rice Cracker
Chinese Herb Roasted Fructus Oryzae Germinatus Fried rice sprout 16oz,PRESIDENT BRAND,17.99,No,0,United States,0,Yami,Rice Cracker
MYKUALI Hainanese Chicken Rice Paste 120g,My KUALI,7.99,No,0,Malaysia,0,Yami,Rice Cracker
[Mainland China direct mail]  Xiaoyao herbal tea red bean glutinous rice flower tea combination raw tea 9g * 10 packs,LIZIQI,53.1,No,1,Mainland China,5,Yami,Rice Cracker
Taiwan Glutinous Rice Red Dates Tea 150ml/10bags/box,Zi Jin Tang,62,No,0,Taiwan,0,Yami,Rice Cracker
My Real Squeeze Mask #Rice 5PC,INNISFREE,6.5,No,0,Korea,0,Yami,Rice Cracker
Chinese Fried Rice Powder 17g,ADABI,2,No,0,Malaysia,0,Yami,Rice Cracker
Flavoring Fried Rice 30g,ADABI,2,No,0,Malaysia,0,Yami,Rice Cracker
My Real Squeeze Mask #Rice 1PC,INNISFREE,1.35,1 Options,0,Korea,0,Yami,Rice Cracker
Rice Serum Mask Pack 170g,Mayuchan,19.99,No,0,Japan,0,Yami,Rice Cracker
Rice Mask 170g,ISHIZAWA LAB,29.99,No,0,Japan,0,Yami,Rice Cracker
Scallop rice cracker Senbei 8bags,HOKKAIDO,16.99,19 Options,1,Japan,5,Yami,Rice Cracker
Fried RIce with Kimchi 300g,Taste of Mainland China,5.99,No,1,Mainland China,5,Yami,Rice Cracker
Fried RIce with Eggs 300g,Taste of Mainland China,5.99,No,2,Mainland China,5,Yami,Rice Cracker
Fried RIce with Curry 300g,Taste of Mainland China,5.99,No,0,Mainland China,0,Yami,Rice Cracker
NutreMill Brown Rice Instant Cereal Drink 450g,SUPER,19.99,No,1,Singapore,5,Yami,Rice Cracker
Keana Nadeshiko Facial Treatment Rice Mask 10sheets,ISHIZAWA LAB,24.99,No,2,Japan,5,Yami,Rice Cracker
Rice Washing Strainer (Orange) 1 Piece,Truefun,9.99,No,0,Mainland China,0,Yami,Rice Cracker
Penang Mykuali White Fish Broth Rice Vermicelli 90g,MYKUALI,4.79,No,0,Malaysia,0,Yami,Rice Cracker
Cream Brown Rice Blanc Blueberry 72g,ASAHI,3.99,No,0,Japan,0,Yami,Rice Cracker
Wood Rice Paddle (Japanese Padle),Truefun,23.99,No,0,Mainland China,0,Yami,Rice Cracker
GREEN LAND CARADA Thai Snack Baked Squid Rice Ball Cuttlefish Flavored 68g,GREENLAND,4.79,No,0,United States,0,Yami,Rice Cracker
[Mainland China Direct Mail] Li Ziqi Black Sesame and Walnut Powder Breakfast Instant Nutritious Rice Noodle 360g*1,LIZIQI,49.9,No,0,Mainland China,0,Yami,Rice Cracker
Germinated Rice 1kg,FANCL,79.6,No,0,Japan,0,Yami,Rice Cracker
Kastar Soy Milk Egg Brown Rice Sandwich Biscuits 72g (2 × 2 bags),ASAHI,3.2,8 Options,4,Japan,5,Yami,Rice Cracker
JAPAN NAKATANIEN Seasoning Crab Meat Fried Rice 3bags,NAGATANIEN,3.99,14 Options,0,Japan,0,Yami,Rice Cracker
JAPAN NAKATANIEN Sprinkled rice Sockeye salmon 5pc,NAGATANIEN,4,No,3,Japan,5,Yami,Rice Cracker
JAPAN  fFacial Cleanser And Skin Conditioner And ISHIZAWA LAB Rice Masks Set,FANCL,68.9,No,1,Japan,5,Yami,Rice Cracker
Handmade Sticky Rice Cake Matcha Taste150g,BESTORE,6.99,No,3,Mainland China,5,Yami,Rice Cracker
Keana Nadeshiko Facial Treatment Rice Masks 10sheets,ISHIZAWA LAB,10.5,No,0,Japan,0,Yami,Rice Cracker
Village Style Fried Rice Powder 17g,ADABI,2,No,0,Malaysia,0,Yami,Rice Cracker
Cantonese Style Rice Pudding 10oz/bag,Wewokit,6.79,6 Options,11,United States,4.7,Yami,Rice Cracker
SUNWAY Nanchang Stir Rice Noodle 200.8g,Sunway Snack,2.99,No,9,United States,5,Yami,Rice Cracker
Taste Me Hainanese Chicken Rice Paste 100g,Sin Tai Hing,6.39,No,0,Malaysia,0,Yami,Rice Cracker
Pineapple Rice Paste 100g,Dancing Chef,7.99,No,0,Singapore,0,Yami,Rice Cracker
Hainanese Chicken Rice Paste 100g,Dancing Chef,7.99,No,0,Singapore,0,Yami,Rice Cracker
Brown Rice Green Tea 4g*20pcs,EATEA120,24.69,No,0,Taiwan,0,Yami,Rice Cracker
Japan Maple Black Rice Sandwich Biscuits 72g,ASAHI,2.99,4 Options,1,Japan,5,Yami,Rice Cracker
Japan Blueberry Black Rice Sandwich Biscuits 72g,ASAHI,2.99,4 Options,2,Japan,4.5,Yami,Rice Cracker
Soybean Rice cake Chocolate,MEIJI,3.2,No,17,Japan,4.6,Yami,Rice Cracker
Roland White Rice Sauce Face Mask 170g,Cosmetex Roland,19.99,No,0,Japan,0,Yami,Rice Cracker
Keana Nadeshiko Facial Treatment Rice Masks 10sheets,ISHIZAWA LAB,8.67,No,0,Japan,0,Yami,Rice Cracker
Cassrole Potato Noodle 327g,TianXiaoHua,3.49,No,252,Mainland China,4.7,Yami,Rice Cracker
"Spicy Hot Pot Noodles, 258g",YUANXIAN,2.49,No,1033,Mainland China,4.8,Yami,Rice Cracker
Sour & Spicy Cold Noodles 250g,YUANXIAN,2.79,No,317,Mainland China,4.5,Yami,Rice Cracker
Sesame Paste Wide Vermicelli 268g,TianXiaoHua,3.49,No,67,Mainland China,4.7,Yami,Rice Cracker
River Snail Noodle 400g Gold Award in the Conch Noodles,HAOHUANLUO,4.39,No,1108,Mainland China,4.7,Yami,Rice Cracker
Chili Oil Wide Vermicelli 271g,TianXiaoHua,3.49,No,23,Mainland China,4.5,Yami,Rice Cracker
HengYang Instant Noodles Origina Flavor 300g,FENWEIXIANG,2.99,2 Options,947,Mainland China,4.7,Yami,Rice Cracker
Chongqing Instant Hot Sour Noodles 300g,KINGS NOODLE,4.99,3 Options,470,Mainland China,4.4,Yami,Rice Cracker
"Spicy Hot Pot Noodles, 258g*5",YUANXIAN,10.99,No,8,Mainland China,5,Yami,Rice Cracker
Konjac Jelly Noodle,YUANXIAN,3.99,No,4,Mainland China,4.2,Yami,Rice Cracker
Soybean Milk Flavored Wafer 112g,BOURBON,3.99,No,334,Japan,4.7,Yami,Rice Cracker
TAIYANG Millet Crisp Hot 50g,xasunfood,1.49,No,92,Mainland China,3.9,Yami,Rice Cracker
CHIO HEONG YUEN Vegetarian Phoenix Egg Roll With Seaweed 150g,Choi Heong Yuen Bakery,8.99,No,106,Macao,4.7,Yami,Rice Cracker
Okinawa Ishigaki Island Wagyu Beef Curry Bibimbap Instant Delicious 160g,GYU-KAKU,4.99,No,1,Japan,5,Yami,Rice Cracker
Black Boba Tapioca Pearl 1000g,YFP,5.79,No,12,Mainland China,4.8,Yami,Rice Cracker
TAIYANG Millet Crisp Five Spices 50g,xasunfood,1.29,No,70,Mainland China,4,Yami,Rice Cracker
YAM Twisted Roll Sea Sedge Flavor 88g,YUMEI,1.99,2 Options,241,Mainland China,4.7,Yami,Rice Cracker
BACKERY Egg Roll Bricelets Oeufs 315g,Choi Heong Yuen Bakery,13.99,No,52,Macao,4.8,Yami,Rice Cracker
Korean Traditional Ginseng Chicken Stew Samgyetang 850g,MANIKER,11.99,No,253,Korea,4.4,Yami,Rice Cracker
Sour&Spicy Hot Pot Noodle 310g,XIAOLONGKAN,4.99,No,3,Mainland China,5,Yami,Rice Cracker
【Frozen】Cooked Beef with Onion in Sauce 170g,Yoshinoya,4.99,No,12,Japan,5,Yami,Rice Cracker
Egg Roll  Egg Yolk Flavor 178g,TOTASTE,6.99,2 Options,46,Mainland China,4.8,Yami,Rice Cracker
Kobe Wagyu Beef Curry Bibimbap Instant Delicious 160g,GYU-KAKU,5.29,No,1,Japan,5,Yami,Rice Cracker
Glass Noodle Potato Starch 17.63oz,WANG FOOD,4.99,No,1,Korea,5,Yami,Rice Cracker
Instant Vermicelli 5packs -Spicy and Sour Flavor 525g,BAIJIA,5.99,No,201,Mainland China,4.2,Yami,Rice Cracker
YAM Twisted  Roll Caramel & Spicy Flavor  88g,YUMEI,1.99,2 Options,440,Mainland China,4.7,Yami,Rice Cracker
Shaanxi Cold Noodle Hot 168g,QINZONG,3.49,4 Options,142,Mainland China,4.4,Yami,Rice Cracker
TAIYANG Millet Crisp Cumin Flavor 50g,xasunfood,1.49,No,88,Mainland China,4.2,Yami,Rice Cracker
Hengyang Vermicelli 220g,YUMEI,3.89,No,0,Mainland China,0,Yami,Rice Cracker
Braised Beancurd Cumin Flavor 80g,LiXiaoMianEr,4.59,3 Options,5,Mainland China,3.4,Yami,Rice Cracker
Waffle Knot Coffee 32 pc 256g,June 1st,19.99,No,3,Taiwan,5,Yami,Rice Cracker
Five Flavors Bags Combination Instant Vermicelli 5bags 538g,BAIJIA,5.49,No,117,Mainland China,4.6,Yami,Rice Cracker
Japanese Chocolate Egg Roll Limited Edition 7pc,Yoku Moku,19.99,No,2,Japan,5,Yami,Rice Cracker
Buckwheat Flavor Cold Noodles with Sparkling Soup,SQ,7.99,No,4,Mainland China,4.5,Yami,Rice Cracker
Mung Bean Soup 350g,TAISUN,1.09,No,27,Taiwan,4.1,Yami,Rice Cracker
Whole Root Korean Ginseng Chicken Stew 900g,MANIKER,12.99,No,202,Korea,4.5,Yami,Rice Cracker
Millet Crisp Crust Cumin Flavor  130g,HJSJ,1.99,No,1,Mainland China,5,Yami,Rice Cracker
Miyazaki Kuroge Wagyu Beef Curry Bibimbap Instant Delicious 160g,GYU-KAKU,5.29,No,1,Japan,5,Yami,Rice Cracker
Omi Wagyu Beef Curry Bibimbap Instant Delicious 160g,GYU-KAKU,5.29,No,3,Japan,4.7,Yami,Rice Cracker
Millet Crisp Crust(spicy) 130g,HJSJ,1.99,No,3,Mainland China,5,Yami,Rice Cracker
Peanut Love Egg Rolls 8 packs 400g,Hi Walk,38.99,No,8,Taiwan,5,Yami,Rice Cracker
Broad Noodle Sesame Flavor 116g,DRAGONFLY BRAND,2.99,No,0,Mainland China,0,Yami,Rice Cracker
Millet Crisp Crust(Tomato) 130g,HJSJ,1.99,No,1,Mainland China,5,Yami,Rice Cracker
Kimichi Ramen+Topokki 145g,YOPOKKI,3.99,No,1,Korea,5,Yami,Rice Cracker
Braised Beancurd Clam Flavor 80g,LiXiaoMianEr,4.59,3 Options,1,Mainland China,5,Yami,Rice Cracker
Instant Vermicelli 5packs -Spicy and Hot Flavor 5 Packs,BAIJIA,4.99,No,95,Mainland China,4.3,Yami,Rice Cracker
DF Sichuan Style Hot & Sour Instant Vermicelli 104g,DRAGONFLY BRAND,2.49,No,0,Mainland China,0,Yami,Rice Cracker
Strawberry Flavour Wafers 700g,GARDEN,12.99,No,0,Hong Kong,0,Yami,Rice Cracker
Wide Instant Vermicelli Hot & Sour 131g,DRAGONFLY BRAND,2.99,No,0,Mainland China,0,Yami,Rice Cracker
Braised Beancurd Original Flavor 80g,LiXiaoMianEr,4.59,3 Options,2,Mainland China,5,Yami,Rice Cracker
Instant Vermicelli 5packs -Spicy Flavor 5pcs 525g,BAIJIA,5.49,No,213,Mainland China,4.6,Yami,Rice Cracker
Fresh Pasta Cuttlefish 220g,SAUTAO,2.59,No,13,Hong Kong,4.7,Yami,Rice Cracker
Konnyaku Sheet Noodle 218g,DDZZ,2.79,No,1,Mainland China,5,Yami,Rice Cracker
BACKERY Phoenix Egg Rolls 300g,Choi Heong Yuen Bakery,13.49,No,13,Macao,4.8,Yami,Rice Cracker
Chocolate Flavour Wafers Tin 700g,GARDEN,12.99,No,1,Hong Kong,5,Yami,Rice Cracker
Fried Dough Twist White Sesame Flavor 420g,OTHER BRANDS,5.39,No,1,Unclear,4,Yami,Rice Cracker
Broad Noodle Hot & Sour 114g,DRAGONFLY BRAND,2.99,No,0,Mainland China,0,Yami,Rice Cracker
Saga Premium Kuroge Wagyu Curry 160G,GYU-KAKU,4.99,No,1,Japan,5,Yami,Rice Cracker
Salted Egg Yolks Filled Egg Rolls 220g,HUAMEI,5.49,No,0,Mainland China,0,Yami,Rice Cracker
Lucky Package 1158g,yifen,27.38,No,0,Mainland China,0,Yami,Rice Cracker
Peacock Wafer Roll Egg Pudding Flavor 63g,Peacock Brand Herbs,3.29,No,0,Mainland China,0,Yami,Rice Cracker
SUKOYAKA 8 Grain Mix 907g,WISMETTAC,8.99,No,16,Japan,4.7,Yami,Rice Cracker
Coconut Flavour Wafers 700g,GARDEN,12.99,No,0,Hong Kong,0,Yami,Rice Cracker
Millet Crisp Cumin Flavor 105g,HAOBALAIBA,1.69,2 Options,0,Mainland China,0,Yami,Rice Cracker
GAVOTTES Crepes Gift Box 1500g,GAVOTTES,34.99,No,0,France,0,Yami,Rice Cracker
Seaweed Egg Roll 80g,KALUOKAMAN,4.99,No,0,Mainland China,0,Yami,Rice Cracker
Tapioca Pearl 1kg,YUEN CHUN,5.99,No,0,Malaysia,0,Yami,Rice Cracker
Cheese Filled Egg Rolls 220g,HUAMEI,5.49,No,0,Mainland China,0,Yami,Rice Cracker
Kon jac spicy and sour noodles 190g,mingzhu,2.39,No,35,Mainland China,4.5,Yami,Rice Cracker
Sesame Bars 220g,ZHIMAGUAN,3.29,No,12,Mainland China,4.2,Yami,Rice Cracker
10 Nut Roll Purple Sweet Potato Flavor 160g,Pei Tien,2.69,No,0,Taiwan,0,Yami,Rice Cracker
Wafer White Chocolate 57g,BOURBON,3.29,No,0,Japan,0,Yami,Rice Cracker
Small Fried Dough Twist Sweet Sesame Flavor 250g,ZHONGWANG,3.29,No,0,Mainland China,0,Yami,Rice Cracker
NanChang Dried Noodles 190g,BAIJIA,2.99,No,26,Mainland China,4.7,Yami,Rice Cracker
Sea Cucumber & Fish Maw Millet Porridge Golden Soup 250g,CAPTAIN JIANG,11.99,No,0,Mainland China,0,Yami,Rice Cracker
Purple Sweet Potato Wafer 7oz,GARDEN,2.29,No,0,Hong Kong,0,Yami,Rice Cracker
Shrimp Bouillon Mix-Knor 2.5oz,KNORR,1.69,No,0,Taiwan,0,Yami,Rice Cracker
Durian Flavour Wafers 700g,GARDEN,12.99,No,0,Hong Kong,0,Yami,Rice Cracker
Musang King Durian Flavor Egg Roll 64g,KALUOKAMAN,1.59,No,0,Mainland China,0,Yami,Rice Cracker
DF Sichuan Style Hot & Spicy Instant Vermicelli 104g,DRAGONFLY BRAND,2.49,No,0,Mainland China,0,Yami,Rice Cracker
Authentic Hot and Sour Noodles (5pcs) 525g,DINGDA,4.29,No,0,Mainland China,0,Yami,Rice Cracker
Wafer Roll Condensed Milk Flavor 400g,Healthful,19.99,No,0,Taiwan,0,Yami,Rice Cracker
Buckwheat Chilled Noodles 320g,Mr. Lee,2.29,No,16,Mainland China,4.4,Yami,Rice Cracker
Tapioca Pearl Boba Assorted Multi Color 250g,WuFuYuan,2.79,No,20,Taiwan,4.8,Yami,Rice Cracker
Year of Tiger Special Edition Salted Egg Yolk Crispy Egg Rolls 308g*2,KALUOKAMAN,8.49,No,0,Mainland China,0,Yami,Rice Cracker
AJI Egg Roll White Peach Flavor 218g,AJI,6.79,No,0,Mainland China,0,Yami,Rice Cracker
CHIO HEONG YUEN Mini Egg Roll 150g,Choi Heong Yuen Bakery,7.99,No,24,Macao,4.7,Yami,Rice Cracker
"12 Grain Crispi Roll, Taro 180g",Pei Tien,2.49,No,0,Taiwan,0,Yami,Rice Cracker
Tapioca Pearl (Boba) 2.2lbs,DRAGONFLY BRAND,4.99,No,0,Mainland China,0,Yami,Rice Cracker
AJI Egg Roll Mango & Pomelo Flavor 218g,AJI,6.69,No,0,Mainland China,0,Yami,Rice Cracker
AJI Hong Kong Style Egg Roll Milk Tea Flavored 218g,AJI,6.69,No,0,Mainland China,0,Yami,Rice Cracker
Cracker 128g,WOLONG,2.69,No,0,Mainland China,0,Yami,Rice Cracker
Small Fried Dough Twist Salty Seaweed Flavor 250g,ZHONGWANG,3.29,No,0,Mainland China,0,Yami,Rice Cracker
Egg Roll Soy Milk Flavor 178g,TOTASTE,6.99,2 Options,26,Mainland China,4.9,Yami,Rice Cracker
Waffle Knot Sesame 32pc 256g,June 1st,19.99,No,3,Taiwan,4.3,Yami,Rice Cracker
Waffle Knot Green Onion 32 pc 256g,June 1st,19.99,No,0,Taiwan,0,Yami,Rice Cracker
LIOUCIOU FU WEI Handmade Twisted Roll Brown Sugar 200g,LIOUCIOUFUWEI,3.89,5 Options,125,Taiwan,4.8,Yami,Rice Cracker
Pepper Spicy Noodle Soup 77g,GaoQunSheng,3.29,No,32,Mainland China,4.6,Yami,Rice Cracker
Small Fried Dough Twist Salted Scallion Flavor 250g,ZHONGWANG,3.29,No,0,Mainland China,0,Yami,Rice Cracker
Sweet Chili Noodle,YUANXIAN,3.29,No,0,Mainland China,0,Yami,Rice Cracker
Mango Crispy Egg Roll 100g,KALUOKAMAN,2.19,No,0,Mainland China,0,Yami,Rice Cracker
Salted Egg Yolk Roll 309g,OTHER BRANDS,12.99,No,0,Unclear,0,Yami,Rice Cracker
Tapioca Pearls 12oz,DRAGONFLY BRAND,1.59,No,0,Mainland China,0,Yami,Rice Cracker
Ice Cream Flavor Egg Roll 64g,KALUOKAMAN,1.59,No,0,Mainland China,0,Yami,Rice Cracker
Uji Matcha Wafer 7oz,GARDEN,2.29,No,0,Hong Kong,0,Yami,Rice Cracker
LONG KOU TAIWAN Wide Noodle,LONG KOW,2.39,No,9,Mainland China,4.8,Yami,Rice Cracker
"12 Grain Crispi Roll, Seaweed 180g",Pei Tien,2.49,No,0,Taiwan,0,Yami,Rice Cracker
Wafer Rolls Filled with Cconut Cream,XIAO QUAN,4.29,No,0,Mainland China,0,Yami,Rice Cracker
Beef Broth Knorr 8oz,KNORR,4.99,No,0,Taiwan,0,Yami,Rice Cracker
Japanese style egg rolls-boba tea flavor 160g,YAKISS,7.29,No,0,Hong Kong,0,Yami,Rice Cracker
LIOUCIOU FU WEI Handmade Twisted Roll Sesame Flavor 200g,LIOUCIOUFUWEI,3.89,5 Options,34,Taiwan,4.9,Yami,Rice Cracker
Millet Crisp Crust Spiced Flavor 105g,HAOBALAIBA,1.69,No,5,Mainland China,4.8,Yami,Rice Cracker
Quadratini Bite Size Wafer Cookies Chocolate Flavor 250g,LOACKER,5.29,No,42,Itlay,4.9,Yami,Rice Cracker
Quadratini Bite Size Wafer Cookies Tiramisu Flavor 250g,LOACKER,5.29,13 Options,50,Itlay,4.9,Yami,Rice Cracker
Carbo Balamce Tonyu Kinako Wafers 97.8g,BOURBON,3.99,No,2,Japan,4,Yami,Rice Cracker
Milk Tea Pearl,ZHANYI,2.99,No,8,Mainland China,4.5,Yami,Rice Cracker
Spicy Braised Instant Vermicelli With Pickled Cowpea 230g,YUMEI,4.29,No,1,Mainland China,3,Yami,Rice Cracker
Spicy Sour Noodle,YUMEI,2.99,No,11,Mainland China,4.5,Yami,Rice Cracker
Crispy Fried Dough Twist 160g,BESTORE,2.99,No,94,Mainland China,4.8,Yami,Rice Cracker
Corn Snack Spicy Flavor 55g,WAGAYA,1.29,No,36,Japan,4.2,Yami,Rice Cracker
Millet Crisp Crust Spicy Flavor 105g,HAOBALAIBA,1.69,2 Options,7,Mainland China,4.4,Yami,Rice Cracker
Sweet Red-Bean Porridge 285g,OTTOGI,3.99,No,22,Korea,3.6,Yami,Rice Cracker
Cuttlefish Flavor Cold Noodles with Sparkling Soup,SQ,7.99,No,2,Mainland China,4,Yami,Rice Cracker
Chinese Style Chips Cumin Flavor 188g,XIANGWANGFEI,2.99,No,4,Mainland China,4.8,Yami,Rice Cracker
Salty Egg Yolk Crisp Egg Roll 218g,KALUOKAMAN,3.89,5 Options,24,Mainland China,4.7,Yami,Rice Cracker
Beef Bone Stock 350ml,OTTOGI,2.89,No,69,Korea,4.4,Yami,Rice Cracker
Healthful Wafer Roll Hazelnut Cocoa,Healthful,16.99,No,2,Taiwan,4,Yami,Rice Cracker
Corn Snack Original Flavor 55g,WAGAYA,1.49,No,12,Japan,4.6,Yami,Rice Cracker
Wheat Chilled Noodles 320g,Mr. Lee,2.29,No,2,Mainland China,4,Yami,Rice Cracker
Durian Crisp Egg Roll 218g,KALUOKAMAN,3.89,5 Options,13,Mainland China,4.8,Yami,Rice Cracker
Dried Pollack Soup 34g,OTTOGI,3.79,No,17,Korea,4.7,Yami,Rice Cracker
CHUNGSOO BIBIMNANGMYUN 720g,HAITAI,5.99,No,2,Korea,4.5,Yami,Rice Cracker
Egg Roll Sesame Flavor 60g,IMEI,1.89,2 Options,111,Taiwan,4.5,Yami,Rice Cracker
Cream Wafle 50g,HAITAI,1.49,2 Options,47,Korea,4.4,Yami,Rice Cracker
