Product_Name,Reviews,Price,Option,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Mitsuya Cider Lemola Lemon Soda 500ml,0,2.49,No,Japan,0,Yami,Juice,200,800,498
Tea Time Snacks Value Set,1,16.99,No,Unclear,4,Yami,Juice,100,400,1699
Strawberry Yogurt Blend 280ml,1,2.29,No,Japan,5,Yami,Juice,200,800,458
Ichinichibun No Yasai 200ml,1,2.19,No,Japan,5,Yami,Juice,200,800,438
Orange Drink 1500ml,1,5.49,No,Japan,3,Yami,Juice,200,800,1098
Lemon Water 550ml,0,1.99,No,Japan,0,Yami,Juice,200,800,398
Coconut Water with Pulp 490ml,1,1.29,No,Mainland China,3,Yami,Juice,200,800,258
Coconut Water with Pulp 490ml,0,1.49,2 Options,Mainland China,0,Yami,Juice,200,800,298
Fruit & Milk Drink 479g,0,2.29,No,Japan,0,Yami,Juice,200,800,458
Monascus Malz 330ml (Limited to 5 cans),1,3.79,No,Taiwan,5,Yami,Juice,200,800,758
